,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-12,Sat,Premier League,Matchweek 1,Home,L 0–2,West Ham,Newcastle Utd,Y,"FW,LW",90,0,0,0,0,4,1,0,0,36.0,0.0,1,0.0,0.2,0.2,0.0,3.0,0.0,10.0,22.0,45.5,0.0,23.0,2.0,4.0,1.0,/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 1–2,West Ham,Arsenal,Y,FW,90,1,0,0,0,5,1,0,0,34.0,0.0,1,1.0,1.6,1.6,0.0,2.0,0.0,14.0,19.0,73.7,1.0,20.0,3.0,2.0,0.0,/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Home,W 4–0,West Ham,Wolves,Y,FW,87,0,0,0,0,3,2,0,0,43.0,0.0,0,1.0,0.2,0.2,0.0,6.0,1.0,17.0,27.0,63.0,4.0,35.0,2.0,8.0,6.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,1.0,0.5,0.4285714285714285
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,W 3–0,West Ham,Leicester City,Y,FW,87,1,0,0,0,3,3,0,0,29.0,1.0,0,1.0,0.4,0.4,0.2,5.0,1.0,11.0,17.0,64.7,2.0,18.0,4.0,1.0,1.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,1.0,0.3333333333333333,0.7976190476190476
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 3–3,West Ham,Tottenham,Y,FW,76,0,0,0,0,2,0,1,0,26.0,1.0,0,3.0,0.6,0.6,0.1,5.0,0.0,10.0,15.0,66.7,1.0,18.0,2.0,8.0,5.0,/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,0.5,0.6666666666666666,0.726190476190476
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 1–1,West Ham,Manchester City,Y,FW,51,1,0,0,0,1,1,0,0,20.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,7.0,12.0,58.3,2.0,11.0,0.0,0.0,0.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,0.8333333333333334,0.75
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-30,Mon,Premier League,Matchweek 10,Home,W 2–1,West Ham,Aston Villa,Y,FW,45,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,25.0,0.0,8.0,0.0,2.0,1.0,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,1.0,0.6666666666666666,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-29,Tue,Premier League,Matchweek 16,Away,D 0–0,West Ham,Southampton,N,FW,14,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,0.0,5.0,0.0,0.0,0.0,/en/matches/7577b54b/Southampton-West-Ham-United-December-29-2020-Premier-League,0.5,0.6666666666666666,0.4230769230769231
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-01-01,Fri,Premier League,Matchweek 17,Away,W 1–0,West Ham,Everton,N,FW,32,0,0,0,0,1,1,0,0,16.0,2.0,0,0.0,0.0,0.0,0.1,0.0,0.0,8.0,10.0,80.0,0.0,12.0,1.0,1.0,0.0,/en/matches/0cd189c5/Everton-West-Ham-United-January-1-2021-Premier-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-01-11,Mon,FA Cup,Third round proper,Away,W 1–0,West Ham,Stockport,Y,FW,89,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4945d0de/Stockport-West-Ham-United-January-11-2021-FA-Cup,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-01-16,Sat,Premier League,Matchweek 19,Home,W 1–0,West Ham,Burnley,Y,FW,90,1,0,0,0,3,1,0,0,38.0,0.0,0,2.0,1.0,1.0,0.0,2.0,0.0,15.0,23.0,65.2,2.0,20.0,4.0,4.0,2.0,/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-01-19,Tue,Premier League,Matchweek 18,Home,W 2–1,West Ham,West Brom,Y,FW,83,1,0,0,0,2,1,0,0,42.0,0.0,0,2.0,0.6,0.6,0.4,5.0,0.0,18.0,28.0,64.3,3.0,28.0,1.0,3.0,2.0,/en/matches/42daddbb/West-Ham-United-West-Bromwich-Albion-January-19-2021-Premier-League,1.0,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-26,Tue,Premier League,Matchweek 20,Away,W 3–2,West Ham,Crystal Palace,Y,FW,82,0,1,0,0,5,1,0,0,37.0,0.0,0,1.0,1.4,1.4,0.5,5.0,2.0,14.0,21.0,66.7,0.0,18.0,3.0,4.0,3.0,/en/matches/aab6365d/Crystal-Palace-West-Ham-United-January-26-2021-Premier-League,1.0,1.0,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-01-31,Sun,Premier League,Matchweek 21,Home,L 1–3,West Ham,Liverpool,Y,FW,78,0,0,0,0,2,1,0,0,21.0,0.0,2,1.0,0.1,0.1,0.0,0.0,0.0,3.0,11.0,27.3,0.0,8.0,2.0,3.0,1.0,/en/matches/3de3a736/West-Ham-United-Liverpool-January-31-2021-Premier-League,0.0,1.0,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-02-03,Wed,Premier League,Matchweek 22,Away,W 3–1,West Ham,Aston Villa,Y,FW,90,0,2,0,0,5,1,0,0,27.0,0.0,0,2.0,0.7,0.7,0.2,5.0,3.0,9.0,15.0,60.0,1.0,14.0,0.0,2.0,0.0,/en/matches/8f9d1856/Aston-Villa-West-Ham-United-February-3-2021-Premier-League,1.0,0.6666666666666666,0.5
