,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y,FW,90,0,0,0,0,2,1,0,0,36,0,0,2,0.6,0.6,0.8,3,0,22,27,81.5,3,20,3,0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,316,70,0.1,3,2,1,0,27,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,4,0.0,2,100.0,0,1,0,25,3,0,0,0,0,0,3,1,33.3
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,Y,"CM,FW",89,0,0,0,0,1,0,0,0,30,1,1,0,0.1,0.1,0.0,1,0,21,26,80.8,2,18,2,2,https://fbref.com/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,283,43,0.0,1,0,0,0,24,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.0,3,0,2,0,0,0,3,100.0,0,0.0,1,2,1,22,2,0,5,0,0,0,2,0,0.0
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–1,Everton,Wolves,Y,CM,90,0,0,0,0,1,1,0,0,48,6,1,3,0.2,0.2,0.0,3,0,26,31,83.9,4,30,2,1,https://fbref.com/en/matches/18dfee28/Everton-Wolverhampton-Wanderers-August-26-2023-Premier-League,347,76,0.1,1,3,0,0,30,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,3,1,75.0,1,3,7,0,0,0,7,33.3,1,33.3,1,4,1,34,9,0,0,0,0,0,2,2,66.7
3,2023-08-30,Wed,EFL Cup,Second round,Away,W 2–1,Everton,Doncaster,Y,AM,83,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/17275060/Doncaster-Rovers-Everton-August-30-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
4,2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Everton,Sheffield Utd,Y,FW,90,1,0,0,0,4,3,1,0,57,1,0,2,1.1,1.1,0.2,3,1,37,47,78.7,3,31,3,1,https://fbref.com/en/matches/87b46bb9/Sheffield-United-Everton-September-2-2023-Premier-League,593,145,0.0,2,3,0,0,44,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,50.0,1,2,1,0,0,1,7,100.0,0,0.0,2,1,1,35,9,0,2,0,0,0,8,1,50.0
5,2023-09-17,Sun,Premier League,Matchweek 5,Home,L 0–1,Everton,Arsenal,Y,CM,79,0,0,0,0,0,0,0,0,25,4,0,1,0.0,0.0,0.0,3,0,11,17,64.7,1,16,2,1,https://fbref.com/en/matches/b1278924/Everton-Arsenal-September-17-2023-Premier-League,150,43,0.0,2,2,0,0,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,1,1,,0,1,4,0,0,0,1,50.0,1,50.0,1,0,0,12,1,0,2,0,0,0,6,0,
6,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 3–1,Everton,Brentford,Y,"FW,CM",90,1,0,0,0,2,1,0,0,55,0,1,0,0.1,0.1,0.0,3,0,37,47,78.7,2,34,1,0,https://fbref.com/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,450,128,0.0,1,4,0,0,47,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,1,0,0,2,5,,0,,0,4,2,44,5,0,3,0,0,0,3,2,33.3
7,2023-09-27,Wed,EFL Cup,Third round,Away,W 2–1,Everton,Aston Villa,N,,12,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/91394c43/Aston-Villa-Everton-September-27-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
8,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 1–2,Everton,Luton Town,Y,FW,59,0,0,0,0,1,1,0,0,51,0,0,2,0.4,0.4,0.2,5,1,36,41,87.8,4,27,4,1,https://fbref.com/en/matches/921d5f17/Everton-Luton-Town-September-30-2023-Premier-League,498,113,0.2,3,4,2,1,38,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,4,100.0,0,0.0,1,4,0,39,6,0,0,0,0,0,4,0,0.0
9,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–0,Everton,Bournemouth,Y,FW,89,1,0,0,0,5,3,0,0,52,2,0,1,1.1,1.1,0.2,6,0,34,39,87.2,7,29,2,2,https://fbref.com/en/matches/497b9558/Everton-Bournemouth-October-7-2023-Premier-League,408,98,0.2,2,1,2,0,39,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,,0,1,2,0,0,0,5,100.0,0,0.0,0,4,2,43,9,0,1,0,0,0,2,1,50.0
