,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,CB,90,0,0,0,0,0.0,0.0,0,0,41.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,75.9,3.0,12.0,0.0,0.0,0.0,/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,CB,66,1,0,0,0,1.0,1.0,2,1,36.0,1.0,3.0,2.0,0.1,0.1,0.0,0.0,0.0,16.0,24.0,66.7,0.0,19.0,0.0,0.0,0.0,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,CB,90,0,0,0,0,0.0,0.0,0,0,85.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,68.0,77.0,88.3,5.0,54.0,1.0,0.0,0.0,/en/matches/e929e225/Luton-Town-West-Ham-United-September-1-2023-Premier-League,1.0,0.5,0.3958333333333333
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-12,Tue,Friendlies (M),Friendlies (M),Neutral,W 1–0,ma Morocco,bf Burkina Faso,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c55e273a/Morocco-Burkina-Faso-September-12-2023-Friendlies-M,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,West Ham,Manchester City,Y,CB,90,0,0,0,0,2.0,0.0,0,0,63.0,0.0,3.0,4.0,0.3,0.3,0.0,0.0,0.0,40.0,46.0,87.0,1.0,39.0,0.0,0.0,0.0,/en/matches/64c0a6e2/West-Ham-United-Manchester-City-September-16-2023-Premier-League,0.0,1.0,0.84375
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,West Ham,Liverpool,Y,CB,90,0,0,0,0,1.0,0.0,0,0,46.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,37.0,73.0,0.0,12.0,0.0,0.0,0.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,0.0,0.6666666666666666,0.9
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,West Ham,Sheffield Utd,Y,CB,90,0,0,0,0,2.0,0.0,0,0,75.0,1.0,2.0,6.0,0.3,0.3,0.0,0.0,0.0,55.0,61.0,90.2,2.0,51.0,0.0,0.0,0.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,1.0,0.3333333333333333,0.2604166666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-05,Thu,Europa Lg,Group stage,Away,W 2–1,eng West Ham,de Freiburg,Y,CB,90,1,0,0,0,1.0,1.0,0,0,85.0,2.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,58.0,78.0,74.4,1.0,59.0,0.0,0.0,0.0,/en/matches/734e1b51/Freiburg-West-Ham-United-October-5-2023-Europa-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,West Ham,Newcastle Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,62.2,2.0,24.0,1.0,1.0,1.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,0.6666666666666666,0.9642857142857144
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-14,Sat,Friendlies (M),Friendlies (M),Away,D 1–1,ma Morocco,ci Côte d'Ivoire,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2339884f/Cote-dIvoire-Morocco-October-14-2023-Friendlies-M,0.5,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-22,Sun,Premier League,Matchweek 9,Away,L 1–4,West Ham,Aston Villa,Y,CB,90,0,0,0,0,1.0,0.0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,40.0,72.5,1.0,29.0,0.0,0.0,0.0,/en/matches/7efcc598/Aston-Villa-West-Ham-United-October-22-2023-Premier-League,0.0,0.6666666666666666,0.6923076923076922
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-29,Sun,Premier League,Matchweek 10,Home,L 0–1,West Ham,Everton,Y,CB,90,0,0,0,0,2.0,0.0,0,0,109.0,4.0,3.0,0.0,0.1,0.1,0.0,1.0,0.0,73.0,95.0,76.8,3.0,76.0,4.0,0.0,0.0,/en/matches/868a89be/West-Ham-United-Everton-October-29-2023-Premier-League,0.0,0.3333333333333333,0.3888888888888888
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-11-01,Wed,EFL Cup,Fourth round,Home,W 3–1,West Ham,Arsenal,Y,CB,90,0,1,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7fbf0cfb/West-Ham-United-Arsenal-November-1-2023-EFL-Cup,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 2–3,West Ham,Brentford,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,29.0,42.0,69.0,5.0,27.0,0.0,1.0,0.0,/en/matches/3235dd6e/Brentford-West-Ham-United-November-4-2023-Premier-League,0.0,0.3333333333333333,0.7083333333333333
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-11-09,Thu,Europa Lg,Group stage,Home,W 1–0,eng West Ham,gr Olympiacos,Y,CB,90,0,0,0,0,3.0,1.0,0,0,78.0,1.0,1.0,2.0,0.2,0.2,0.0,0.0,0.0,57.0,67.0,85.1,5.0,45.0,0.0,0.0,0.0,/en/matches/9778001e/West-Ham-United-Olympiacos-November-9-2023-Europa-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–2,West Ham,Nott'ham Forest,Y,CB,90,0,0,0,0,0.0,0.0,0,0,77.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,64.0,72.0,88.9,5.0,54.0,1.0,0.0,0.0,/en/matches/76b8e568/West-Ham-United-Nottingham-Forest-November-12-2023-Premier-League,1.0,0.6666666666666666,0.5
