,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,N,FW,8,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,0.0,0.5,0.5357142857142857
1,1,1,1,1,1,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,N,FW,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,/en/matches/6bfb9dc0/Chelsea-Luton-Town-August-25-2023-Premier-League,1.0,0.5,0.4895833333333333
2,2,2,2,2,2,2023-08-30,Wed,EFL Cup,Second round,Home,W 2–1,Chelsea,AFC Wimbledon,Y,FW,64,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/94f0b08d/Chelsea-AFC-Wimbledon-August-30-2023-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,2023-09-16,Sat,Championship,Matchweek 6,Away,W 3–1,Sunderland,QPR,Y,FW,60,0,0,0,0,2,0,0,0,18.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,12.0,13.0,92.3,0.0,13.0,0.0,0.0,0.0,/en/matches/d27727d0/Queens-Park-Rangers-Sunderland-September-16-2023-Championship,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,2023-09-20,Wed,Championship,Matchweek 7,Away,W 3–1,Sunderland,Blackburn,Y,FW,63,0,0,0,0,1,1,0,0,28.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,15.0,19.0,78.9,1.0,18.0,1.0,3.0,1.0,/en/matches/988ead07/Blackburn-Rovers-Sunderland-September-20-2023-Championship,1.0,1.0,0.5
5,5,5,5,5,5,2023-09-24,Sun,Championship,Matchweek 8,Home,L 0–1,Sunderland,Cardiff City,Y,FW,62,0,0,0,0,1,1,1,0,13.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,7.0,9.0,77.8,0.0,5.0,0.0,0.0,0.0,/en/matches/303ad16d/Sunderland-Cardiff-City-September-24-2023-Championship,0.0,1.0,0.5
6,6,6,6,6,6,2023-09-29,Fri,Championship,Matchweek 9,Away,W 3–0,Sunderland,Sheffield Weds,Y,FW,76,0,1,0,0,1,1,0,0,22.0,0.0,0,0.0,0.0,0.0,0.1,6.0,2.0,14.0,16.0,87.5,3.0,10.0,1.0,0.0,0.0,/en/matches/8ecf97e4/Sheffield-Wednesday-Sunderland-September-29-2023-Championship,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,2023-10-04,Wed,Championship,Matchweek 10,Home,W 2–0,Sunderland,Watford,Y,FW,89,0,0,0,0,0,0,1,0,23.0,2.0,0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,17.0,82.4,2.0,16.0,1.0,1.0,0.0,/en/matches/37204d73/Sunderland-Watford-October-4-2023-Championship,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,2023-10-07,Sat,Championship,Matchweek 11,Home,L 0–4,Sunderland,Middlesbrough,Y,FW,45,0,0,0,0,0,0,0,0,10.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,1.0,5.0,1.0,2.0,2.0,/en/matches/d11e033a/Sunderland-Middlesbrough-October-7-2023-Championship,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,2023-10-21,Sat,Championship,Matchweek 12,Away,L 1–2,Sunderland,Stoke City,N,RM,25,0,0,0,0,0,0,0,0,8.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,0.0,6.0,0.0,0.0,0.0,/en/matches/21fb8322/Stoke-City-Sunderland-October-21-2023-Championship,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,2023-10-24,Tue,Championship,Matchweek 13,Away,L 0–1,Sunderland,Leicester City,Y,FW,63,0,0,0,0,1,1,0,0,27.0,0.0,0,1.0,0.3,0.3,0.0,0.0,0.0,12.0,17.0,70.6,3.0,17.0,1.0,1.0,0.0,/en/matches/0556c60b/Leicester-City-Sunderland-October-24-2023-Championship,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,2023-11-11,Sat,Championship,Matchweek 16,Home,W 3–1,Sunderland,Birmingham City,N,LM,3,0,0,0,0,2,1,0,0,7.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,1.0,/en/matches/ef0f042c/Sunderland-Birmingham-City-November-11-2023-Championship,1.0,0.0,0.5
