,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-04,Sat,UEFA Nations League,League A,Away,D 1–1,de Germany,it Italy,N,,22,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e1bf62bc/Italy-Germany-June-4-2022-UEFA-Nations-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-07,Tue,UEFA Nations League,League A,Home,D 1–1,de Germany,eng England,Y,DM,82,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d7df9e02/Germany-England-June-7-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-11,Sat,UEFA Nations League,League A,Away,D 1–1,de Germany,hu Hungary,N,,22,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d9799b68/Hungary-Germany-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-06-14,Tue,UEFA Nations League,League A,Home,W 5–2,de Germany,it Italy,Y,DM,86,1,0,1,1,2.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/22d66d31/Germany-Italy-June-14-2022-UEFA-Nations-League,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-07-30,Sat,Community Shield,FA Community Shield,Neutral,L 1–3,Manchester City,Liverpool,N,,18,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-07,Sun,Premier League,Matchweek 1,Away,W 2–0,Manchester City,West Ham,Y*,LM,77,0,0,0,0,2.0,0.0,0,0,68.0,0.0,0.0,0.0,0.1,0.1,0.1,4.0,1.0,57.0,63.0,90.5,7.0,38.0,4.0,3.0,1.0,/en/matches/ece62baf/West-Ham-United-Manchester-City-August-7-2022-Premier-League,1.0,0.5,0.42708333333333337
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-13,Sat,Premier League,Matchweek 2,Home,W 4–0,Manchester City,Bournemouth,Y*,DM,64,1,0,0,0,2.0,1.0,0,0,47.0,2.0,0.0,1.0,0.5,0.5,0.1,2.0,0.0,34.0,38.0,89.5,4.0,26.0,2.0,2.0,0.0,/en/matches/311d705c/Manchester-City-Bournemouth-August-13-2022-Premier-League,1.0,0.6666666666666666,0.5111111111111112
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-21,Sun,Premier League,Matchweek 3,Away,D 3–3,Manchester City,Newcastle Utd,Y*,LM,90,1,0,0,0,3.0,1.0,0,0,64.0,1.0,3.0,1.0,0.3,0.3,0.2,6.0,1.0,40.0,49.0,81.6,8.0,32.0,4.0,2.0,1.0,/en/matches/b513d9fe/Newcastle-United-Manchester-City-August-21-2022-Premier-League,0.5,0.6666666666666666,0.5000000000000001
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 4–2,Manchester City,Crystal Palace,N,DM,30,0,1,0,0,1.0,1.0,0,0,22.0,0.0,0.0,0.0,0.1,0.1,0.2,1.0,1.0,21.0,21.0,100.0,4.0,7.0,1.0,0.0,0.0,/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League,1.0,0.8333333333333334,0.7333333333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-08-31,Wed,Premier League,Matchweek 5,Home,W 6–0,Manchester City,Nott'ham Forest,Y*,DM,90,0,0,0,0,2.0,0.0,0,0,125.0,2.0,0.0,1.0,0.0,0.0,0.6,8.0,3.0,108.0,117.0,92.3,13.0,70.0,1.0,2.0,0.0,/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League,1.0,0.8333333333333334,0.5
