,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,CB,13,1,0,0,0,1,1,0,0,10.0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,8.0,8.0,100.0,1.0,7.0,0.0,0.0,0.0,/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,90.0,1.0,1,6.0,0.1,0.1,0.0,0.0,0.0,67.0,76.0,88.2,5.0,58.0,1.0,0.0,0.0,/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,51.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,37.0,38.0,97.4,0.0,30.0,0.0,0.0,0.0,/en/matches/f49c4ad2/Bournemouth-Tottenham-Hotspur-August-26-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,CB,90,1,0,0,0,1,1,0,0,83.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,68.0,74.0,91.9,5.0,55.0,0.0,0.0,0.0,/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,1.0,0.8333333333333334,0.4166666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,ec Ecuador,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2f7e4951/Argentina-Ecuador-September-7-2023-WCQ----CONMEBOL-M,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 3–0,ar Argentina,bo Bolivia,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/60df245b/Bolivia-Argentina-September-12-2023-WCQ----CONMEBOL-M,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 2–1,Tottenham,Sheffield Utd,Y,CB,90,0,0,0,0,2,0,0,0,90.0,3.0,1,0.0,0.1,0.1,0.1,2.0,1.0,72.0,80.0,90.0,7.0,61.0,3.0,0.0,0.0,/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League,1.0,1.0,0.3571428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-24,Sun,Premier League,Matchweek 6,Away,D 2–2,Tottenham,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,86.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,93.2,3.0,55.0,1.0,1.0,0.0,/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League,0.5,1.0,0.8333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Liverpool,Y,CB,90,0,0,0,0,2,0,1,0,109.0,3.0,3,2.0,0.1,0.1,0.0,6.0,0.0,95.0,100.0,95.0,8.0,80.0,1.0,1.0,0.0,/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,1.0,0.8333333333333334,0.9791666666666666
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-07,Sat,Premier League,Matchweek 8,Away,W 1–0,Tottenham,Luton Town,Y,CB,90,0,0,0,0,0,0,0,0,102.0,3.0,3,0.0,0.0,0.0,0.0,3.0,0.0,73.0,81.0,90.1,11.0,63.0,2.0,0.0,0.0,/en/matches/d021f28f/Luton-Town-Tottenham-Hotspur-October-7-2023-Premier-League,1.0,0.8333333333333334,0.3645833333333333
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-12,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,py Paraguay,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/26b9c13c/Argentina-Paraguay-October-12-2023-WCQ----CONMEBOL-M,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-17,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 2–0,ar Argentina,pe Peru,Y,CB,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3cf7c7b1/Peru-Argentina-October-17-2023-WCQ----CONMEBOL-M,1.0,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-23,Mon,Premier League,Matchweek 9,Home,W 2–0,Tottenham,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,120.0,1.0,1,1.0,0.0,0.0,0.1,1.0,0.0,104.0,114.0,91.2,10.0,92.0,2.0,1.0,1.0,/en/matches/8c6293a3/Tottenham-Hotspur-Fulham-October-23-2023-Premier-League,1.0,1.0,0.6249999999999999
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-10-27,Fri,Premier League,Matchweek 10,Away,W 2–1,Tottenham,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,158.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,141.0,151.0,93.4,8.0,123.0,1.0,0.0,0.0,/en/matches/6b0aa474/Crystal-Palace-Tottenham-Hotspur-October-27-2023-Premier-League,1.0,1.0,0.4374999999999999
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-11-06,Mon,Premier League,Matchweek 11,Home,L 1–4,Tottenham,Chelsea,Y,CB,32,0,0,0,0,0,0,0,1,21.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,2.0,13.0,0.0,0.0,0.0,/en/matches/478e4eb3/Tottenham-Hotspur-Chelsea-November-6-2023-Premier-League,0.0,1.0,0.5888888888888888
