,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-22,Tue,EFL Cup,Third round,Home,D 2 (4)–2 (5),West Brom,Brentford,Y,CB,58,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c3e41820/West-Bromwich-Albion-Brentford-September-22-2020-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-10-19,Mon,Premier League,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,CB,90,0,0,0,0,3,1,0,0,65.0,1.0,1,0.0,0.4,0.4,0.0,1.0,0.0,34.0,48.0,70.8,0.0,14.0,0.0,0.0,0.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.5,0.2051282051282051
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-26,Mon,Premier League,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,53.0,3.0,1,2.0,0.0,0.0,0.0,0.0,0.0,39.0,43.0,90.7,0.0,22.0,0.0,0.0,0.0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League,0.5,0.5,0.2976190476190475
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-11-02,Mon,Premier League,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,84.0,2.0,0,2.0,0.0,0.0,0.1,1.0,0.0,63.0,77.0,81.8,4.0,41.0,0.0,0.0,0.0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,0.0,0.5,0.2261904761904761
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y,CB,78,0,0,0,0,1,0,0,0,30.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,22.0,24.0,91.7,1.0,7.0,0.0,0.0,0.0,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,0.0,0.3333333333333333,0.6309523809523808
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,1,0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,0.0,10.0,0.0,0.0,0.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,1.0,0.1666666666666666,0.0952380952380952
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,52.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,48.0,95.8,2.0,27.0,0.0,0.0,0.0,/en/matches/ac9d70e3/West-Bromwich-Albion-Crystal-Palace-December-6-2020-Premier-League,0.0,0.3333333333333333,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-12,Sat,Premier League,Matchweek 12,Away,L 1–2,West Brom,Newcastle Utd,Y*,CB,90,0,0,0,0,0,0,1,0,36.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,27.0,30.0,90.0,2.0,14.0,0.0,0.0,0.0,/en/matches/4a2a6f14/Newcastle-United-West-Bromwich-Albion-December-12-2020-Premier-League,0.0,0.3333333333333333,0.4880952380952381
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-20,Sun,Premier League,Matchweek 14,Home,L 0–3,West Brom,Aston Villa,N,CB,13,0,0,0,0,0,0,0,0,7.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,0.0,0.0,/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,0.0,0.3333333333333333,0.4393939393939394
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-27,Sun,Premier League,Matchweek 15,Away,D 1–1,West Brom,Liverpool,N,CB,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/daa09f69/Liverpool-West-Bromwich-Albion-December-27-2020-Premier-League,0.5,0.0,0.7738095238095238
