,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
17,17,17,17,17,17,17,17,17,17,17,17,17,2023-01-23,Mon,Premier League,Matchweek 21,Home,L 0–1,Fulham,Tottenham,Y,LW,86,0,0,0,0,1,1,0,0,51.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,43.0,76.7,3.0,31.0,2.0,0.0,0.0,/en/matches/098cd338/Fulham-Tottenham-Hotspur-January-23-2023-Premier-League,0.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,2023-01-28,Sat,FA Cup,Fourth round proper,Home,D 1–1,Fulham,Sunderland,N,,22,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/191b65be/Fulham-Sunderland-January-28-2023-FA-Cup,0.5,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,2023-02-03,Fri,Premier League,Matchweek 22,Away,D 0–0,Fulham,Chelsea,Y,LW,74,0,0,0,0,1,1,0,0,27.0,3.0,0,0.0,0.1,0.1,0.2,5.0,0.0,12.0,15.0,80.0,2.0,19.0,3.0,7.0,6.0,/en/matches/c3cf244b/Chelsea-Fulham-February-3-2023-Premier-League,0.5,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,2023-02-11,Sat,Premier League,Matchweek 23,Home,W 2–0,Fulham,Nott'ham Forest,Y,LW,71,1,0,0,0,2,1,0,0,35.0,0.0,1,0.0,0.1,0.1,0.4,4.0,0.0,23.0,28.0,82.1,2.0,29.0,2.0,4.0,1.0,/en/matches/ee86dc99/Fulham-Nottingham-Forest-February-11-2023-Premier-League,1.0,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,2023-02-18,Sat,Premier League,Matchweek 24,Away,W 1–0,Fulham,Brighton,Y,"LW,RW",90,0,0,0,0,1,0,1,0,24.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,14.0,19.0,73.7,0.0,16.0,2.0,3.0,2.0,/en/matches/67a7aee6/Brighton-and-Hove-Albion-Fulham-February-18-2023-Premier-League,1.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,2023-02-24,Fri,Premier League,Matchweek 25,Home,D 1–1,Fulham,Wolves,Y,LW,82,0,0,0,0,0,0,0,0,33.0,1.0,1,0.0,0.0,0.0,0.0,4.0,0.0,13.0,21.0,61.9,0.0,22.0,2.0,6.0,1.0,/en/matches/b452508e/Fulham-Wolverhampton-Wanderers-February-24-2023-Premier-League,0.5,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,2023-02-28,Tue,FA Cup,Fifth round proper,Home,W 2–0,Fulham,Leeds United,N,,9,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/894f2b33/Fulham-Leeds-United-February-28-2023-FA-Cup,1.0,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,2023-03-06,Mon,Premier League,Matchweek 26,Away,L 2–3,Fulham,Brentford,Y,RW,82,0,0,0,0,0,0,1,0,34.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,4.0,19.0,5.0,2.0,2.0,/en/matches/3dce3a24/Brentford-Fulham-March-6-2023-Premier-League,0.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,2023-03-19,Sun,FA Cup,Quarter-finals,Away,L 1–3,Fulham,Manchester Utd,Y,AM,71,0,0,0,0,2,1,0,1,,,2,,,,,,,,,,,,,,,/en/matches/a1c08a96/Manchester-United-Fulham-March-19-2023-FA-Cup,0.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,2023-04-08,Sat,Premier League,Matchweek 30,Home,L 0–1,Fulham,West Ham,Y,"LW,RW",84,0,0,0,0,1,0,0,0,68.0,0.0,0,0.0,0.0,0.0,0.1,7.0,0.0,53.0,62.0,85.5,7.0,59.0,4.0,3.0,2.0,/en/matches/0ba42648/Fulham-West-Ham-United-April-8-2023-Premier-League,0.0,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,2023-04-15,Sat,Premier League,Matchweek 31,Away,W 3–1,Fulham,Everton,Y,LW,78,0,1,0,0,5,1,0,0,55.0,1.0,1,0.0,0.2,0.2,0.4,9.0,1.0,37.0,46.0,80.4,5.0,36.0,3.0,2.0,0.0,/en/matches/ecae749b/Everton-Fulham-April-15-2023-Premier-League,1.0,0.0,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,2023-04-22,Sat,Premier League,Matchweek 32,Home,W 2–1,Fulham,Leeds United,Y,LW,89,0,0,0,0,3,1,0,0,45.0,0.0,0,0.0,0.2,0.2,0.0,3.0,0.0,21.0,33.0,63.6,4.0,36.0,9.0,10.0,5.0,/en/matches/f2d8700d/Fulham-Leeds-United-April-22-2023-Premier-League,1.0,0.3333333333333333,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,2023-05-03,Wed,Premier League,Matchweek 28,Away,L 0–1,Fulham,Liverpool,Y,LW,78,0,0,0,0,2,0,0,0,49.0,0.0,0,2.0,0.1,0.1,0.4,3.0,0.0,25.0,34.0,73.5,7.0,30.0,8.0,3.0,1.0,/en/matches/24fb8eca/Liverpool-Fulham-May-3-2023-Premier-League,0.0,0.6666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,2023-05-08,Mon,Premier League,Matchweek 35,Home,W 5–3,Fulham,Leicester City,Y,LW,81,2,0,0,0,3,2,0,0,40.0,0.0,0,0.0,0.1,0.1,0.5,3.0,0.0,28.0,32.0,87.5,2.0,29.0,2.0,1.0,1.0,/en/matches/9a5efecc/Fulham-Leicester-City-May-8-2023-Premier-League,1.0,0.6666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,2023-05-13,Sat,Premier League,Matchweek 36,Away,W 2–0,Fulham,Southampton,Y,LW,77,0,0,0,0,1,0,0,0,63.0,0.0,0,0.0,0.2,0.2,0.1,3.0,0.0,48.0,58.0,82.8,8.0,36.0,2.0,2.0,1.0,/en/matches/e05f67be/Southampton-Fulham-May-13-2023-Premier-League,1.0,0.6666666666666666,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,2023-05-20,Sat,Premier League,Matchweek 37,Home,D 2–2,Fulham,Crystal Palace,Y,LW,90,0,1,0,0,2,2,0,0,41.0,1.0,0,1.0,0.1,0.1,0.3,5.0,1.0,21.0,35.0,60.0,3.0,23.0,5.0,2.0,2.0,/en/matches/844f2c37/Fulham-Crystal-Palace-May-20-2023-Premier-League,0.5,0.6666666666666666,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,2023-05-28,Sun,Premier League,Matchweek 38,Away,L 1–2,Fulham,Manchester Utd,Y,"LW,AM",90,0,1,0,0,0,0,0,0,43.0,0.0,0,0.0,0.0,0.0,0.2,6.0,2.0,30.0,37.0,81.1,3.0,24.0,1.0,2.0,1.0,/en/matches/64823dc9/Manchester-United-Fulham-May-28-2023-Premier-League,0.0,0.8333333333333334,0.5
