,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-09-03,Sat,Matchweek 11,Home,D 2–2,Fulham,Bournemouth,N,RW,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League
2,2022-09-03,Thu,Matchweek 12,Home,W 3–0,Fulham,Aston Villa,Y,LW,72,1,1,0,0,1,0,0,,0,3,0,3,0,1,0,0,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League
3,2022-09-03,Sun,Matchweek 13,Away,W 3–2,Fulham,Leeds United,Y,LW,88,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League
4,2022-09-03,Sat,Matchweek 14,Home,D 0–0,Fulham,Everton,Y,LW,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League
5,2022-09-03,Sat,Matchweek 15,Away,L 1–2,Fulham,Manchester City,Y,LW,79,2,0,2,0,0,2,3,66.7,1,1,0,1,0,2,1,0,/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League
6,2022-09-03,Sun,Matchweek 16,Home,L 1–2,Fulham,Manchester Utd,Y,LW,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League
7,2022-09-03,Mon,Matchweek 17,Away,W 3–0,Fulham,Crystal Palace,Y,LW,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/bbb301a6/Crystal-Palace-Fulham-December-26-2022-Premier-League
8,2022-09-03,Sat,Matchweek 18,Home,W 2–1,Fulham,Southampton,Y,LW,90,1,0,0,1,0,0,0,,0,2,0,2,2,3,1,0,/en/matches/a15bf99e/Fulham-Southampton-December-31-2022-Premier-League
9,2022-09-03,Tue,Matchweek 19,Away,W 1–0,Fulham,Leicester City,Y,LW,81,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,/en/matches/12e0894b/Leicester-City-Fulham-January-3-2023-Premier-League
