,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-26,Sat,Premier League,Matchweek 10,Home,D 0–0,Watford,Bournemouth,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,48.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,82.1,5.0,25.0,0.0,0.0,0.0,/en/matches/1ef8e186/Watford-Bournemouth-October-26-2019-Premier-League,0.5,0.5,0.3333333333333333
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-29,Tue,EFL Cup,Fourth round,Away,L 0–2,Watford,Everton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/bd7203ba/Everton-Watford-October-29-2019-EFL-Cup,0.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-11-02,Sat,Premier League,Matchweek 11,Home,L 1–2,Watford,Chelsea,Y*,CB,19,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,6.0,0.0,0.0,0.0,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League,0.0,0.3333333333333333,0.7619047619047619
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-08,Fri,Premier League,Matchweek 12,Away,W 2–0,Watford,Norwich City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,68.0,1.0,14.0,0.0,1.0,0.0,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,1.0,0.1666666666666666,0.1547619047619046
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-11-16,Sat,UEFA Euro Qualifying,Group stage,Home,D 0–0,nir Northern Ireland,nl Netherlands,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/52ef501e/Northern-Ireland-Netherlands-November-16-2019-UEFA-Euro-Qualifying,0.5,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-11-19,Tue,UEFA Euro Qualifying,Group stage,Away,L 1–6,nir Northern Ireland,de Germany,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/26ac9eef/Germany-Northern-Ireland-November-19-2019-UEFA-Euro-Qualifying,0.0,0.5,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–3,Watford,Burnley,Y,CB,90,0,0,0,0,1.0,0.0,0,0,49.0,2.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,33.0,40.0,82.5,1.0,24.0,0.0,1.0,1.0,/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League,0.0,0.5,0.4166666666666667
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Watford,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,41.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,1.0,13.0,0.0,0.0,0.0,/en/matches/3f1fdbad/Southampton-Watford-November-30-2019-Premier-League,0.0,0.1666666666666666,0.3214285714285713
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 0–2,Watford,Leicester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,35.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,20.0,70.0,1.0,8.0,0.0,0.0,0.0,/en/matches/8b04b0d5/Leicester-City-Watford-December-4-2019-Premier-League,0.0,0.0,0.9047619047619048
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-12-07,Sat,Premier League,Matchweek 16,Home,D 0–0,Watford,Crystal Palace,Y,CB,90,0,0,0,0,0.0,0.0,1,0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,35.0,88.6,1.0,19.0,0.0,0.0,0.0,/en/matches/90976b40/Watford-Crystal-Palace-December-7-2019-Premier-League,0.5,0.0,0.5833333333333334
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–2,Watford,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,42.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,45.5,0.0,14.0,0.0,0.0,0.0,/en/matches/f33bb4b3/Liverpool-Watford-December-14-2019-Premier-League,0.0,0.1666666666666666,0.9642857142857144
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-12-22,Sun,Premier League,Matchweek 18,Home,W 2–0,Watford,Manchester Utd,Y,CB,90,0,0,0,0,0.0,0.0,1,0,26.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,66.7,1.0,14.0,0.0,0.0,0.0,/en/matches/a58df282/Watford-Manchester-United-December-22-2019-Premier-League,1.0,0.1666666666666666,0.8095238095238095
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-12-26,Thu,Premier League,Matchweek 19,Away,D 1–1,Watford,Sheffield Utd,Y,CB,90,0,0,0,0,0.0,0.0,1,0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,1.0,18.0,0.0,0.0,0.0,/en/matches/960ce979/Sheffield-United-Watford-December-26-2019-Premier-League,0.5,0.5,0.9722222222222224
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-12-28,Sat,Premier League,Matchweek 20,Home,W 3–0,Watford,Aston Villa,Y,CB,84,0,0,0,0,0.0,0.0,0,0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.0,42.0,90.5,2.0,29.0,0.0,0.0,0.0,/en/matches/36dc1eb8/Watford-Aston-Villa-December-28-2019-Premier-League,1.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 2–1,Watford,Wolves,Y,CB,90,0,0,0,0,0.0,0.0,0,0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.0,77.4,2.0,22.0,0.0,1.0,1.0,/en/matches/dc2a86e8/Watford-Wolverhampton-Wanderers-January-1-2020-Premier-League,1.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-01-12,Sun,Premier League,Matchweek 22,Away,W 3–0,Watford,Bournemouth,Y,CB,90,0,0,0,0,0.0,0.0,0,0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,71.4,1.0,13.0,0.0,0.0,0.0,/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League,1.0,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 0–0,Watford,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,26.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13.0,15.0,86.7,1.0,8.0,0.0,0.0,0.0,/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League,0.5,1.0,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-01-21,Tue,Premier League,Matchweek 24,Away,L 1–2,Watford,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,1,0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,80.0,2.0,9.0,0.0,0.0,0.0,/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League,0.0,0.8333333333333334,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-02-01,Sat,Premier League,Matchweek 25,Home,L 2–3,Watford,Everton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,2.0,13.0,0.0,0.0,0.0,/en/matches/476d12a9/Watford-Everton-February-1-2020-Premier-League,0.0,0.5,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-02-08,Sat,Premier League,Matchweek 26,Away,D 1–1,Watford,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,85.2,0.0,14.0,0.0,0.0,0.0,/en/matches/111b8b45/Brighton-and-Hove-Albion-Watford-February-8-2020-Premier-League,0.5,0.1666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-02-23,Sun,Premier League,Matchweek 27,Away,L 0–3,Watford,Manchester Utd,Y,CB,90,0,0,0,0,0.0,0.0,1,0,37.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,93.1,2.0,20.0,0.0,0.0,0.0,/en/matches/835d0c36/Manchester-United-Watford-February-23-2020-Premier-League,0.0,0.1666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-02-29,Sat,Premier League,Matchweek 28,Home,W 3–0,Watford,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,93.3,2.0,8.0,0.0,0.0,0.0,/en/matches/4df69c15/Watford-Liverpool-February-29-2020-Premier-League,1.0,0.1666666666666666,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-03-07,Sat,Premier League,Matchweek 29,Away,L 0–1,Watford,Crystal Palace,Y,CB,90,0,0,0,0,0.0,0.0,0,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.7,3.0,25.0,0.0,0.0,0.0,/en/matches/7535d777/Crystal-Palace-Watford-March-7-2020-Premier-League,0.0,0.5,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2020-06-25,Thu,Premier League,Matchweek 31,Away,L 0–1,Watford,Burnley,N,CB,45,0,0,0,0,1.0,1.0,0,0,22.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,12.0,21.0,57.1,0.0,9.0,0.0,0.0,0.0,/en/matches/965fbb94/Burnley-Watford-June-25-2020-Premier-League,0.0,0.3333333333333333,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-06-28,Sun,Premier League,Matchweek 32,Home,L 1–3,Watford,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,1,0,57.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,48.0,77.1,2.0,31.0,0.0,0.0,0.0,/en/matches/37720dc3/Watford-Southampton-June-28-2020-Premier-League,0.0,0.3333333333333333,0.5
