,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Home,L 0–1,Newcastle Utd,Arsenal,Y,CM,66,0,0,0,0,0,0,0,0,32.0,3.0,0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,69.2,0.0,15.0,0.0,0.0,0.0,/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City,N,CM,17,0,1,0,0,0,0,1,0,12.0,0.0,1,1.0,0.0,0.0,0.1,1.0,1.0,11.0,11.0,100.0,2.0,6.0,0.0,0.0,0.0,/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,Y,CM,90,0,0,0,0,1,1,0,0,22.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,57.1,1.0,10.0,1.0,0.0,0.0,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,Y,CM,90,0,0,0,0,2,1,0,0,80.0,2.0,1,1.0,0.1,0.1,0.1,5.0,0.0,57.0,72.0,79.2,6.0,54.0,1.0,1.0,1.0,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,0.5,0.3333333333333333,0.2023809523809523
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-29,Sun,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,Y,DM,90,0,0,0,0,0,0,0,0,59.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,32.0,47.0,68.1,2.0,28.0,0.0,0.0,0.0,/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,0.0,0.5,0.6904761904761905
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,CM,90,0,0,0,0,1,1,0,0,46.0,2.0,2,3.0,0.0,0.0,0.4,4.0,0.0,30.0,36.0,83.3,4.0,20.0,0.0,1.0,1.0,/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League,1.0,0.5,0.4880952380952381
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–1,Newcastle Utd,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,39.0,1.0,2,1.0,0.0,0.0,0.0,1.0,0.0,21.0,30.0,70.0,1.0,16.0,0.0,0.0,0.0,/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,0.0,0.5,0.869047619047619
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 1–1,Newcastle Utd,Wolves,Y,CM,81,0,0,0,0,3,0,0,1,79.0,0.0,1,0.0,0.1,0.1,0.1,6.0,0.0,53.0,70.0,75.7,1.0,43.0,0.0,2.0,0.0,/en/matches/efe2b576/Newcastle-United-Wolverhampton-Wanderers-October-27-2019-Premier-League,0.5,0.3333333333333333,0.7692307692307693
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-08,Sun,Premier League,Matchweek 16,Home,W 2–1,Newcastle Utd,Southampton,N,RM,6,0,0,0,0,1,1,0,0,4.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,/en/matches/5d9f7fe3/Newcastle-United-Southampton-December-8-2019-Premier-League,1.0,0.5,0.782051282051282
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–1,Newcastle Utd,Burnley,Y,CM,90,0,0,0,0,3,0,0,0,61.0,3.0,2,1.0,0.1,0.1,0.0,2.0,0.0,29.0,47.0,61.7,2.0,28.0,0.0,1.0,1.0,/en/matches/4c3c57fa/Burnley-Newcastle-United-December-14-2019-Premier-League,0.0,0.5,0.1111111111111111
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-12-21,Sat,Premier League,Matchweek 18,Home,W 1–0,Newcastle Utd,Crystal Palace,N,"DM,CM",27,0,0,0,0,0,0,0,0,9.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,0.0,2.0,1.0,0.0,0.0,/en/matches/5e599d06/Newcastle-United-Crystal-Palace-December-21-2019-Premier-League,1.0,0.5,0.6527777777777778
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,CM,90,0,0,0,0,1,0,0,0,46.0,4.0,1,1.0,0.0,0.0,0.2,3.0,0.0,24.0,32.0,75.0,1.0,14.0,0.0,1.0,1.0,/en/matches/b3d5292f/Manchester-United-Newcastle-United-December-26-2019-Premier-League,0.0,0.6666666666666666,0.5238095238095238
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-28,Sat,Premier League,Matchweek 20,Home,L 1–2,Newcastle Utd,Everton,N,LM,6,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/6edbd555/Newcastle-United-Everton-December-28-2019-Premier-League,0.0,0.3333333333333333,0.6785714285714286
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-01-01,Wed,Premier League,Matchweek 21,Home,L 0–3,Newcastle Utd,Leicester City,N,CM,45,0,0,0,0,0,0,0,0,18.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,1.0,7.0,1.0,1.0,0.0,/en/matches/a7902bb1/Newcastle-United-Leicester-City-January-1-2020-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-01-04,Sat,FA Cup,Third round,Away,D 1–1,Newcastle Utd,Rochdale,Y,CM,90,0,0,0,0,3,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/030e0a8f/Rochdale-Newcastle-United-January-4-2020-FA-Cup,0.5,0.0,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-01-11,Sat,Premier League,Matchweek 22,Away,D 1–1,Newcastle Utd,Wolves,Y,CM,90,0,0,0,0,2,0,0,0,63.0,2.0,0,2.0,0.1,0.1,0.0,1.0,0.0,40.0,48.0,83.3,2.0,36.0,0.0,4.0,0.0,/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League,0.5,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-01-14,Tue,FA Cup,Third round,Home,W 4–1,Newcastle Utd,Rochdale,Y,CM,90,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b1b251e0/Newcastle-United-Rochdale-January-14-2020-FA-Cup,1.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-01-18,Sat,Premier League,Matchweek 23,Home,W 1–0,Newcastle Utd,Chelsea,N,"CM,RB",20,0,0,0,0,0,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,4.0,0.0,1.0,1.0,/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-01-21,Tue,Premier League,Matchweek 24,Away,D 2–2,Newcastle Utd,Everton,Y,"CM,FW",90,0,0,0,0,1,0,0,0,77.0,2.0,0,3.0,0.0,0.0,0.0,2.0,0.0,51.0,65.0,78.5,4.0,56.0,2.0,1.0,1.0,/en/matches/33b8c50a/Everton-Newcastle-United-January-21-2020-Premier-League,0.5,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-01-25,Sat,FA Cup,Fourth round,Home,D 0–0,Newcastle Utd,Oxford United,Y,CM,86,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5250414d/Newcastle-United-Oxford-United-January-25-2020-FA-Cup,0.5,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-02-01,Sat,Premier League,Matchweek 25,Home,D 0–0,Newcastle Utd,Norwich City,N,CM,34,0,0,0,0,2,1,0,0,24.0,0.0,3,0.0,0.1,0.1,0.0,2.0,0.0,14.0,16.0,87.5,0.0,9.0,0.0,0.0,0.0,/en/matches/eef415ec/Newcastle-United-Norwich-City-February-1-2020-Premier-League,0.5,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-02-04,Tue,FA Cup,Fourth round,Away,W 3–2,Newcastle Utd,Oxford United,Y,CM,120,1,1,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/6021db52/Oxford-United-Newcastle-United-February-4-2020-FA-Cup,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-02-16,Sun,Premier League,Matchweek 26,Away,L 0–4,Newcastle Utd,Arsenal,Y,CM,90,0,0,0,0,3,1,0,0,48.0,3.0,1,2.0,0.1,0.1,0.1,1.0,0.0,30.0,33.0,90.9,0.0,27.0,1.0,1.0,1.0,/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League,0.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-02-22,Sat,Premier League,Matchweek 27,Away,L 0–1,Newcastle Utd,Crystal Palace,Y,CM,90,0,0,0,0,1,0,1,0,77.0,2.0,2,1.0,0.0,0.0,0.0,5.0,0.0,47.0,63.0,74.6,1.0,46.0,1.0,3.0,0.0,/en/matches/5947b8fb/Crystal-Palace-Newcastle-United-February-22-2020-Premier-League,0.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-03-03,Tue,FA Cup,Fifth round,Away,W 3–2,Newcastle Utd,West Brom,Y,DM,90,0,0,0,0,4,2,0,0,,,2,,,,,,,,,,,,,,,/en/matches/67445d2b/West-Bromwich-Albion-Newcastle-United-March-3-2020-FA-Cup,1.0,0.3333333333333333,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-03-07,Sat,Premier League,Matchweek 29,Away,W 1–0,Newcastle Utd,Southampton,N,CM,12,0,0,0,0,1,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,2.0,10.0,0.0,0.0,0.0,/en/matches/947a04e9/Southampton-Newcastle-United-March-7-2020-Premier-League,1.0,0.3333333333333333,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-06-28,Sun,FA Cup,Quarter-finals,Home,L 0–2,Newcastle Utd,Manchester City,Y,CM,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/5ed71076/Newcastle-United-Manchester-City-June-28-2020-FA-Cup,0.0,0.6666666666666666,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-07-01,Wed,Premier League,Matchweek 32,Away,W 4–1,Newcastle Utd,Bournemouth,Y,AM,32,1,0,0,0,2,1,0,0,15.0,1.0,0,1.0,0.5,0.5,0.0,1.0,1.0,9.0,9.0,100.0,2.0,7.0,0.0,0.0,0.0,/en/matches/92aaad57/Bournemouth-Newcastle-United-July-1-2020-Premier-League,1.0,0.6666666666666666,0.5
