,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-23,Sun,First League,Matchweek 1,Away,W 6–0,Slavia Prague,České Budĕjov.,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b69fdeb1/Ceske-Budejov-Slavia-Prague-August-23-2020-Czech-First-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-08-29,Sat,First League,Matchweek 2,Home,W 3–0,Slavia Prague,Příbram,Y,,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e00172c0/Slavia-Prague-Pribram-August-29-2020-Czech-First-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-04,Fri,UEFA Nations League,League B,Away,W 3–1,cz Czech Republic,sk Slovakia,Y,RB,90,1,0,0,0,3.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1485b67f/Slovakia-Czech-Republic-September-4-2020-UEFA-Nations-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-12,Sat,First League,Matchweek 3,Away,D 1–1,Slavia Prague,FK Pardubice,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/98a81273/FK-Pardubice-Slavia-Prague-September-12-2020-Czech-First-League,0.5,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-18,Fri,First League,Matchweek 4,Home,W 5–1,Slavia Prague,Teplice,Y,,90,0,2,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/94f20364/Slavia-Prague-Teplice-September-18-2020-Czech-First-League,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-09-22,Tue,Champions Lg,Play-off round,Home,D 0–0,cz Slavia Prague,dk Midtjylland,Y,RB,90,0,0,0,0,3.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/3f374a89/Slavia-Prague-Midtjylland-September-22-2020-Champions-League,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-09-26,Sat,First League,Matchweek 5,Home,W 3–0,Slavia Prague,Slovácko,N,,7,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ae4842e0/Slavia-Prague-Slovacko-September-26-2020-Czech-First-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-09-30,Wed,Champions Lg,Play-off round,Away,L 1–4,cz Slavia Prague,dk Midtjylland,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/6f9fbfd3/Midtjylland-Slavia-Prague-September-30-2020-Champions-League,0.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-04,Sun,Premier League,Matchweek 4,Away,W 3–0,West Ham,Leicester City,Y,RB,90,0,0,0,0,0.0,0.0,1,0,52.0,3.0,3.0,2.0,0.0,0.0,0.1,3.0,0.0,20.0,39.0,51.3,1.0,23.0,2.0,0.0,0.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,1.0,0.5,0.7976190476190476
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-11,Sun,UEFA Nations League,League B,Away,W 2–1,cz Czech Republic,il Israel,Y,RB,90,0,0,0,0,0.0,0.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/b5de5338/Israel-Czech-Republic-October-11-2020-UEFA-Nations-League,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-10-14,Wed,UEFA Nations League,League B,Away,L 0–1,cz Czech Republic,sct Scotland,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/50b21b8e/Scotland-Czech-Republic-October-14-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 3–3,West Ham,Tottenham,Y,RB,90,0,0,0,0,1.0,0.0,0,0,56.0,4.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,32.0,46.0,69.6,6.0,22.0,3.0,0.0,0.0,/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,0.5,0.6666666666666666,0.726190476190476
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 1–1,West Ham,Manchester City,Y,RB,90,0,1,0,0,0.0,0.0,1,0,52.0,5.0,1.0,3.0,0.0,0.0,0.1,2.0,1.0,21.0,38.0,55.3,2.0,18.0,5.0,0.0,0.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,0.5,0.75
