,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2020-10-25,Fri,Matchweek 8,Home,W 2–0,Southampton,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/4117b695/Southampton-Newcastle-United-November-6-2020-Premier-League,,,,,,,,,,,,,,,
1,2020-10-25,Mon,Matchweek 9,Away,D 1–1,Southampton,Wolves,N,"On matchday squad, but did not play",/en/matches/e5bfd125/Wolverhampton-Wanderers-Southampton-November-23-2020-Premier-League,,,,,,,,,,,,,,,
2,2020-10-25,Sun,Matchweek 10,Home,L 2–3,Southampton,Manchester Utd,N,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/e0a84e7e/Southampton-Manchester-United-November-29-2020-Premier-League
3,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,
4,2020-10-25,Sun,Matchweek 12,Home,W 3–0,Southampton,Sheffield Utd,N,FW,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League
5,2020-10-25,Wed,Matchweek 13,Away,D 1–1,Southampton,Arsenal,N,"On matchday squad, but did not play",/en/matches/0ceceee4/Arsenal-Southampton-December-16-2020-Premier-League,,,,,,,,,,,,,,,
6,2020-10-25,Sat,Matchweek 14,Home,L 0–1,Southampton,Manchester City,N,FW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/8d4a02ae/Southampton-Manchester-City-December-19-2020-Premier-League
7,2020-10-25,Sat,Matchweek 15,Away,D 0–0,Southampton,Fulham,N,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/cf86c208/Fulham-Southampton-December-26-2020-Premier-League
8,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,
9,2020-10-25,Mon,Matchweek 17,Home,W 1–0,Southampton,Liverpool,N,FW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d0482032/Southampton-Liverpool-January-4-2021-Premier-League
10,2020-10-25,Sat,Matchweek 19,Away,L 0–2,Southampton,Leicester City,N,FW,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/85d4ec49/Leicester-City-Southampton-January-16-2021-Premier-League
11,2020-10-25,Tue,Matchweek 20,Home,L 1–3,Southampton,Arsenal,N,FW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League
12,2020-10-25,Sat,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,N,"On matchday squad, but did not play",/en/matches/10d13e5b/Southampton-Aston-Villa-January-30-2021-Premier-League,,,,,,,,,,,,,,,
13,2020-10-25,Tue,Matchweek 22,Away,L 0–9,Southampton,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/37a9f2fd/Manchester-United-Southampton-February-2-2021-Premier-League,,,,,,,,,,,,,,,
14,2020-10-25,Sat,Matchweek 23,Away,L 2–3,Southampton,Newcastle Utd,N,AM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/5313627a/Newcastle-United-Southampton-February-6-2021-Premier-League
15,2020-10-25,Sun,Matchweek 24,Home,L 1–2,Southampton,Wolves,N,"On matchday squad, but did not play",/en/matches/34682a95/Southampton-Wolverhampton-Wanderers-February-14-2021-Premier-League,,,,,,,,,,,,,,,
16,2020-10-25,Sat,Matchweek 25,Home,D 1–1,Southampton,Chelsea,N,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/9e4c8c99/Southampton-Chelsea-February-20-2021-Premier-League
17,2020-10-25,Tue,Matchweek 18,Away,L 0–3,Southampton,Leeds United,N,"On matchday squad, but did not play",/en/matches/6a198933/Leeds-United-Southampton-February-23-2021-Premier-League,,,,,,,,,,,,,,,
18,2020-10-25,Mon,Matchweek 26,Away,L 0–1,Southampton,Everton,N,FW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/a81e1c82/Everton-Southampton-March-1-2021-Premier-League
19,2020-10-25,Sat,Matchweek 27,Away,W 2–0,Southampton,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/9d08bb4e/Sheffield-United-Southampton-March-6-2021-Premier-League,,,,,,,,,,,,,,,
20,2020-10-25,Wed,Matchweek 33,Away,L 2–5,Southampton,Manchester City,N,"On matchday squad, but did not play",/en/matches/ba04db4f/Manchester-City-Southampton-March-10-2021-Premier-League,,,,,,,,,,,,,,,
21,2020-10-25,Sun,Matchweek 28,Home,L 1–2,Southampton,Brighton,N,FW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/b40eb9c6/Southampton-Brighton-and-Hove-Albion-March-14-2021-Premier-League
22,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-10-25,Wed,Matchweek 29,Away,L 1–2,Southampton,Tottenham,N,"On matchday squad, but did not play",/en/matches/81a7befa/Tottenham-Hotspur-Southampton-April-21-2021-Premier-League,,,,,,,,,,,,,,,
24,2020-10-25,Fri,Matchweek 34,Home,D 1–1,Southampton,Leicester City,N,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League
25,2020-10-25,Sat,Matchweek 35,Away,L 0–2,Southampton,Liverpool,N,"On matchday squad, but did not play",/en/matches/e5923f92/Liverpool-Southampton-May-8-2021-Premier-League,,,,,,,,,,,,,,,
26,2020-10-25,Tue,Matchweek 32,Home,W 3–1,Southampton,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/5e4ec091/Southampton-Crystal-Palace-May-11-2021-Premier-League,,,,,,,,,,,,,,,
27,2020-10-25,Sat,Matchweek 36,Home,W 3–1,Southampton,Fulham,N,"On matchday squad, but did not play",/en/matches/34739ed7/Southampton-Fulham-May-15-2021-Premier-League,,,,,,,,,,,,,,,
28,2020-10-25,Tue,Matchweek 37,Home,L 0–2,Southampton,Leeds United,N,"On matchday squad, but did not play",/en/matches/de4e566f/Southampton-Leeds-United-May-18-2021-Premier-League,,,,,,,,,,,,,,,
29,2020-10-25,Sun,Matchweek 38,Away,L 0–3,Southampton,West Ham,N,"On matchday squad, but did not play",/en/matches/50ec33b2/West-Ham-United-Southampton-May-23-2021-Premier-League,,,,,,,,,,,,,,,
