,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-07,Mon,UEFA Nations League,League B,Away,W 2–1,sct Scotland,cz Czech Republic,Y,CM,70,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/10fdc7d0/Czech-Republic-Scotland-September-7-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-14,Mon,Premier League,Matchweek 1,Home,L 0–2,Sheffield Utd,Wolves,Y,"CM,LM",90,0,0,0,0,1,0,0,0,56.0,2.0,1,1.0,0.0,0.0,0.1,4.0,0.0,31.0,47.0,66.0,5.0,22.0,0.0,3.0,1.0,/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-21,Mon,Premier League,Matchweek 2,Away,L 0–1,Sheffield Utd,Aston Villa,Y,"LM,CM",62,0,0,0,0,0,0,0,0,15.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,1.0,6.0,0.0,1.0,1.0,/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,N,"LM,CM",28,0,0,0,0,0,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,17.0,70.6,2.0,8.0,0.0,0.0,0.0,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League,0.0,0.3333333333333333,0.5952380952380952
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-11,Sun,UEFA Nations League,League B,Home,W 1–0,sct Scotland,sk Slovakia,Y,CM,71,0,0,0,0,0,0,1,0,,,3,,,,,,,,,,,,,,,/en/matches/0a841e64/Scotland-Slovakia-October-11-2020-UEFA-Nations-League,1.0,0.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-22,Sun,Premier League,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,Y,"CM,LM",90,0,0,0,0,1,1,0,0,66.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,61.0,85.2,7.0,38.0,6.0,2.0,2.0,/en/matches/8ed7d991/Sheffield-United-West-Ham-United-November-22-2020-Premier-League,0.0,0.3333333333333333,0.6025641025641025
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-28,Sat,Premier League,Matchweek 10,Away,L 0–1,Sheffield Utd,West Brom,Y,"CM,LM",90,0,0,0,0,2,0,0,0,51.0,1.0,0,0.0,0.1,0.1,0.1,7.0,0.0,33.0,44.0,75.0,9.0,30.0,1.0,0.0,0.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,0.0,0.3333333333333333,0.0833333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–2,Sheffield Utd,Leicester City,Y,CM,90,0,0,0,0,0,0,0,0,43.0,0.0,0,2.0,0.0,0.0,0.1,1.0,0.0,23.0,38.0,60.5,7.0,22.0,3.0,2.0,2.0,/en/matches/c1c08638/Sheffield-United-Leicester-City-December-6-2020-Premier-League,0.0,0.3333333333333333,0.2619047619047618
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-13,Sun,Premier League,Matchweek 12,Away,L 0–3,Sheffield Utd,Southampton,Y,"CM,LM",90,0,0,0,0,0,0,0,0,37.0,4.0,2,0.0,0.0,0.0,0.2,2.0,0.0,21.0,30.0,70.0,2.0,16.0,0.0,0.0,0.0,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League,0.0,0.0,0.5119047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-17,Thu,Premier League,Matchweek 13,Home,L 2–3,Sheffield Utd,Manchester Utd,Y,CM,90,0,0,0,0,1,0,0,0,50.0,0.0,1,0.0,0.1,0.1,0.2,5.0,0.0,34.0,42.0,81.0,6.0,12.0,1.0,3.0,1.0,/en/matches/3b3cc5f6/Sheffield-United-Manchester-United-December-17-2020-Premier-League,0.0,0.0,0.5595238095238095
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-12-20,Sun,Premier League,Matchweek 14,Away,D 1–1,Sheffield Utd,Brighton,Y,CM,32,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,5.0,0.0,0.0,0.0,/en/matches/d1273e90/Brighton-and-Hove-Albion-Sheffield-United-December-20-2020-Premier-League,0.5,0.0,0.2738095238095237
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-12-29,Tue,Premier League,Matchweek 16,Away,L 0–1,Sheffield Utd,Burnley,N,"CM,CB",34,0,0,0,0,0,0,0,0,40.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,32.0,35.0,91.4,3.0,28.0,3.0,2.0,2.0,/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League,0.0,0.1666666666666666,0.5128205128205129
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-02,Sat,Premier League,Matchweek 17,Away,L 0–2,Sheffield Utd,Crystal Palace,Y,CM,90,0,0,0,0,2,0,1,0,65.0,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,45.0,55.0,81.8,5.0,41.0,2.0,4.0,2.0,/en/matches/84a373f5/Crystal-Palace-Sheffield-United-January-2-2021-Premier-League,0.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-01-09,Sat,FA Cup,Third round proper,Away,W 3–2,Sheffield Utd,Bristol Rovers,Y,CM,85,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/981a94db/Bristol-Rovers-Sheffield-United-January-9-2021-FA-Cup,1.0,0.1666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-01-12,Tue,Premier League,Matchweek 18,Home,W 1–0,Sheffield Utd,Newcastle Utd,Y,"CM,LM",90,0,0,0,0,1,0,0,0,79.0,1.0,1,0.0,0.0,0.0,0.1,4.0,0.0,62.0,67.0,92.5,11.0,40.0,3.0,3.0,1.0,/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-01-17,Sun,Premier League,Matchweek 19,Home,L 1–3,Sheffield Utd,Tottenham,Y,CM,90,0,1,0,0,1,1,0,0,71.0,3.0,1,2.0,0.0,0.0,0.3,4.0,1.0,47.0,58.0,81.0,7.0,38.0,4.0,2.0,0.0,/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League,0.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-01-23,Sat,FA Cup,Fourth round proper,Home,W 2–1,Sheffield Utd,Plymouth Argyle,Y,CM,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ecec9284/Sheffield-United-Plymouth-Argyle-January-23-2021-FA-Cup,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-01-27,Wed,Premier League,Matchweek 20,Away,W 2–1,Sheffield Utd,Manchester Utd,Y,CM,90,0,1,0,0,0,0,0,0,40.0,2.0,3,1.0,0.0,0.0,0.8,2.0,1.0,22.0,28.0,78.6,3.0,19.0,3.0,2.0,1.0,/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-01-30,Sat,Premier League,Matchweek 21,Away,L 0–1,Sheffield Utd,Manchester City,Y,"CM,LM",90,0,0,0,0,1,0,0,0,39.0,2.0,0,1.0,0.1,0.1,0.0,1.0,0.0,21.0,27.0,77.8,1.0,25.0,2.0,3.0,2.0,/en/matches/150c80d7/Manchester-City-Sheffield-United-January-30-2021-Premier-League,0.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-02-02,Tue,Premier League,Matchweek 22,Home,W 2–1,Sheffield Utd,West Brom,Y,CM,90,0,0,0,0,1,1,1,0,95.0,3.0,1,0.0,0.0,0.0,0.2,8.0,1.0,67.0,88.0,76.1,17.0,69.0,6.0,0.0,0.0,/en/matches/2d3d863d/Sheffield-United-West-Bromwich-Albion-February-2-2021-Premier-League,1.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-02-07,Sun,Premier League,Matchweek 23,Home,L 1–2,Sheffield Utd,Chelsea,Y,"CM,LM",90,0,0,0,0,1,1,0,0,44.0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,29.0,37.0,78.4,4.0,20.0,3.0,1.0,1.0,/en/matches/d3467620/Sheffield-United-Chelsea-February-7-2021-Premier-League,0.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Sheffield Utd,Bristol City,Y,DM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/5b0b0614/Sheffield-United-Bristol-City-February-10-2021-FA-Cup,1.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-02-20,Sat,Premier League,Matchweek 25,Away,L 0–1,Sheffield Utd,Fulham,Y,CM,90,0,0,0,0,0,0,0,0,33.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,3.0,17.0,1.0,0.0,0.0,/en/matches/b1892d66/Fulham-Sheffield-United-February-20-2021-Premier-League,0.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-02-28,Sun,Premier League,Matchweek 26,Home,L 0–2,Sheffield Utd,Liverpool,Y,CM,79,0,0,0,0,1,0,0,0,42.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,5.0,20.0,1.0,1.0,0.0,/en/matches/3826d9aa/Sheffield-United-Liverpool-February-28-2021-Premier-League,0.0,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-03-03,Wed,Premier League,Matchweek 29,Home,W 1–0,Sheffield Utd,Aston Villa,Y,CM,90,0,0,0,0,0,0,0,0,41.0,4.0,1,1.0,0.0,0.0,0.0,4.0,0.0,16.0,30.0,53.3,1.0,18.0,1.0,1.0,0.0,/en/matches/3a9c1c4d/Sheffield-United-Aston-Villa-March-3-2021-Premier-League,1.0,0.3333333333333333,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-03-06,Sat,Premier League,Matchweek 27,Home,L 0–2,Sheffield Utd,Southampton,Y,CM,90,0,0,0,0,1,0,1,0,64.0,2.0,1,1.0,0.0,0.0,0.2,3.0,0.0,40.0,54.0,74.1,9.0,20.0,1.0,6.0,4.0,/en/matches/9d08bb4e/Sheffield-United-Southampton-March-6-2021-Premier-League,0.0,0.3333333333333333,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-03-14,Sun,Premier League,Matchweek 28,Away,L 0–5,Sheffield Utd,Leicester City,Y,CM,90,0,0,0,0,0,0,0,0,42.0,0.0,1,4.0,0.0,0.0,0.0,1.0,0.0,24.0,34.0,70.6,4.0,21.0,3.0,4.0,2.0,/en/matches/d3bc5214/Leicester-City-Sheffield-United-March-14-2021-Premier-League,0.0,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-03-21,Sun,FA Cup,Quarter-finals,Away,L 0–2,Sheffield Utd,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/42982e25/Chelsea-Sheffield-United-March-21-2021-FA-Cup,0.0,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,2021-03-31,Wed,WCQ,First round,Home,W 4–0,sct Scotland,fo Faroe Islands,N,,18,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9931d889/Scotland-Faroe-Islands-March-31-2021-WCQ----UEFA-M,1.0,0.0,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,2021-04-03,Sat,Premier League,Matchweek 30,Away,L 1–2,Sheffield Utd,Leeds United,Y,CM,90,0,0,0,0,0,0,0,0,43.0,1.0,0,0.0,0.0,0.0,0.1,4.0,0.0,25.0,37.0,67.6,2.0,26.0,1.0,1.0,1.0,/en/matches/c4ed64b9/Leeds-United-Sheffield-United-April-3-2021-Premier-League,0.0,0.3333333333333333,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-04-11,Sun,Premier League,Matchweek 31,Home,L 0–3,Sheffield Utd,Arsenal,Y,"LM,CM",90,0,0,0,0,0,0,0,0,45.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,45.0,86.7,2.0,32.0,0.0,0.0,0.0,/en/matches/34395b54/Sheffield-United-Arsenal-April-11-2021-Premier-League,0.0,0.3333333333333333,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,2021-04-17,Sat,Premier League,Matchweek 32,Away,L 0–1,Sheffield Utd,Wolves,Y,CM,90,0,0,0,0,1,0,0,0,70.0,2.0,1,0.0,0.0,0.0,0.1,1.0,0.0,55.0,63.0,87.3,10.0,49.0,3.0,1.0,0.0,/en/matches/07745ff2/Wolverhampton-Wanderers-Sheffield-United-April-17-2021-Premier-League,0.0,0.3333333333333333,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-04-24,Sat,Premier League,Matchweek 33,Home,W 1–0,Sheffield Utd,Brighton,Y,CM,90,0,0,0,0,0,0,0,0,48.0,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,28.0,37.0,75.7,3.0,14.0,1.0,2.0,2.0,/en/matches/1ef0a8f2/Sheffield-United-Brighton-and-Hove-Albion-April-24-2021-Premier-League,1.0,0.0,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,2021-05-02,Sun,Premier League,Matchweek 34,Away,L 0–4,Sheffield Utd,Tottenham,Y,CM,90,0,0,0,0,1,0,0,0,36.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,23.0,29.0,79.3,3.0,22.0,0.0,4.0,3.0,/en/matches/8b2e31ef/Tottenham-Hotspur-Sheffield-United-May-2-2021-Premier-League,0.0,0.3333333333333333,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,2021-05-08,Sat,Premier League,Matchweek 35,Home,L 0–2,Sheffield Utd,Crystal Palace,Y,"CM,LM",90,0,0,0,0,0,0,0,0,50.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,32.0,41.0,78.0,8.0,22.0,0.0,3.0,2.0,/en/matches/02c409c1/Sheffield-United-Crystal-Palace-May-8-2021-Premier-League,0.0,0.3333333333333333,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,2021-05-16,Sun,Premier League,Matchweek 36,Away,W 1–0,Sheffield Utd,Everton,Y,CM,90,0,0,0,0,1,1,0,0,52.0,2.0,2,1.0,0.0,0.0,0.0,2.0,0.0,38.0,43.0,88.4,3.0,20.0,2.0,2.0,0.0,/en/matches/707d5282/Everton-Sheffield-United-May-16-2021-Premier-League,1.0,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,2021-05-19,Wed,Premier League,Matchweek 37,Away,L 0–1,Sheffield Utd,Newcastle Utd,Y,CM,90,0,0,0,0,0,0,0,0,60.0,4.0,0,0.0,0.0,0.0,0.2,5.0,0.0,51.0,57.0,89.5,6.0,33.0,2.0,0.0,0.0,/en/matches/62adcd41/Newcastle-United-Sheffield-United-May-19-2021-Premier-League,0.0,0.3333333333333333,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 1–0,Sheffield Utd,Burnley,Y,"CM,AM",90,0,0,0,0,0,0,1,0,35.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,22.0,27.0,81.5,2.0,15.0,1.0,1.0,0.0,/en/matches/2c07a228/Sheffield-United-Burnley-May-23-2021-Premier-League,1.0,0.3333333333333333,0.5
