,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,West Ham,Y,LB,90,0,0,0,0,0.0,0.0,0,0,69.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,56.0,76.8,3.0,35.0,1.0,3.0,1.0,/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,0.5,0.5,0.511904761904762
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 1–3,Bournemouth,Liverpool,Y,LB,90,0,0,0,0,0.0,0.0,0,0,62.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,72.7,3.0,21.0,1.0,2.0,1.0,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–2,Bournemouth,Tottenham,Y,LB,90,0,0,0,0,0.0,0.0,0,0,54.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,32.0,46.0,69.6,2.0,28.0,2.0,2.0,2.0,/en/matches/f49c4ad2/Bournemouth-Tottenham-Hotspur-August-26-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-29,Tue,EFL Cup,Second round,Away,W 3–2,Bournemouth,Swansea City,N,,45,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/ad941675/Swansea-City-Bournemouth-August-29-2023-EFL-Cup,1.0,0.1666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Bournemouth,Brentford,Y,LB,90,0,0,0,0,0.0,0.0,0,0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,34.0,67.6,0.0,19.0,1.0,0.0,0.0,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,0.5,0.3333333333333333,0.6354166666666666
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-07,Thu,Euro Qualifying,Group stage,Away,W 2–1,hu Hungary,rs Serbia,Y,DM,69,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0c9ec616/Serbia-Hungary-September-7-2023-Euro-Qualifying,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-10,Sun,Friendlies (M),Friendlies (M),Home,D 1–1,hu Hungary,cz Czech Republic,Y,DM,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/0c690a8f/Hungary-Czech-Republic-September-10-2023-Friendlies-M,0.5,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-17,Sun,Premier League,Matchweek 5,Home,D 0–0,Bournemouth,Chelsea,Y,LB,73,0,0,0,0,0.0,0.0,1,0,44.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,71.4,3.0,18.0,3.0,0.0,0.0,/en/matches/be0cbf88/Bournemouth-Chelsea-September-17-2023-Premier-League,0.5,0.6666666666666666,0.5357142857142857
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,Bournemouth,Brighton,Y,LB,90,0,0,0,0,0.0,0.0,0,0,39.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,76.7,0.0,20.0,3.0,1.0,1.0,/en/matches/5593f16c/Brighton-and-Hove-Albion-Bournemouth-September-24-2023-Premier-League,0.0,0.6666666666666666,0.6041666666666666
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-27,Wed,EFL Cup,Third round,Home,W 2–0,Bournemouth,Stoke City,Y,LB,90,0,0,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/22f62b32/Bournemouth-Stoke-City-September-27-2023-EFL-Cup,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 0–4,Bournemouth,Arsenal,Y,LB,82,0,0,0,0,1.0,0.0,0,0,45.0,2.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,28.0,37.0,75.7,1.0,24.0,1.0,2.0,1.0,/en/matches/8de4aca0/Bournemouth-Arsenal-September-30-2023-Premier-League,0.0,0.5,0.8437500000000001
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 0–3,Bournemouth,Everton,Y,LB,66,0,0,0,0,1.0,0.0,0,0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,0.0,15.0,2.0,1.0,1.0,/en/matches/497b9558/Everton-Bournemouth-October-7-2023-Premier-League,0.0,0.3333333333333333,0.6190476190476192
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-14,Sat,Euro Qualifying,Group stage,Home,W 2–1,hu Hungary,rs Serbia,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/68e53e40/Hungary-Serbia-October-14-2023-Euro-Qualifying,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-10-17,Tue,Euro Qualifying,Group stage,Away,D 2–2,hu Hungary,lt Lithuania,Y,DM,45,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a40e3f43/Lithuania-Hungary-October-17-2023-Euro-Qualifying,0.5,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-10-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Bournemouth,Wolves,Y,LB,84,0,0,0,0,0.0,0.0,0,0,44.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,20.0,33.0,60.6,2.0,25.0,2.0,3.0,0.0,/en/matches/007b352e/Bournemouth-Wolverhampton-Wanderers-October-21-2023-Premier-League,0.0,0.5,0.5357142857142857
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2023-10-28,Sat,Premier League,Matchweek 10,Home,W 2–1,Bournemouth,Burnley,N,LW,9,0,0,0,0,1.0,0.0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,/en/matches/c4c42d3e/Bournemouth-Burnley-October-28-2023-Premier-League,1.0,0.5,0.3854166666666666
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2023-11-01,Wed,EFL Cup,Fourth round,Home,L 1–2,Bournemouth,Liverpool,Y,LB,90,0,0,0,0,2.0,1.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fcc1e67b/Bournemouth-Liverpool-November-1-2023-EFL-Cup,0.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 1–6,Bournemouth,Manchester City,Y,LB,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,69.2,1.0,18.0,1.0,1.0,0.0,/en/matches/e75a870b/Manchester-City-Bournemouth-November-4-2023-Premier-League,0.0,0.3333333333333333,0.8645833333333333
