,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,Sheffield Utd,Y,CM,90,0,0,0,0,2.0,0.0,0,0,66.0,2.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,37.0,56.0,66.1,4.0,43.0,1.0,2.0,1.0,/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Bournemouth,Aston Villa,Y,CM,90,0,0,0,0,0.0,0.0,0,0,42.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,26.0,31.0,83.9,4.0,26.0,0.0,1.0,0.0,/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 1–3,Bournemouth,Manchester City,Y,CM,90,0,0,0,0,0.0,0.0,1,0,46.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,36.0,75.0,2.0,30.0,0.0,1.0,1.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,0.0,0.5,0.6428571428571429
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 1–3,Bournemouth,Leicester City,Y,CM,90,0,0,0,0,1.0,0.0,1,0,69.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,57.0,77.2,11.0,50.0,0.0,3.0,3.0,/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,0.0,0.5,0.630952380952381
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-06,Fri,Friendlies (M),Friendlies (M),Neutral,D 2–2,co Colombia,br Brazil,N,,30,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3797cc3d/Brazil-Colombia-September-6-2019-Friendlies-M,0.5,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-10,Tue,Friendlies (M),Friendlies (M),Home,D 0–0,co Colombia,ve Venezuela,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/d6223b9a/Colombia-Venezuela-September-10-2019-Friendlies-M,0.5,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-15,Sun,Premier League,Matchweek 5,Home,W 3–1,Bournemouth,Everton,N,CM,14,0,0,0,0,0.0,0.0,0,0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League,1.0,0.3333333333333333,0.6904761904761905
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-20,Fri,Premier League,Matchweek 6,Away,W 3–1,Bournemouth,Southampton,Y,CM,90,0,0,0,0,0.0,0.0,1,0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,58.3,3.0,22.0,1.0,0.0,0.0,/en/matches/ebbb65f5/Southampton-Bournemouth-September-20-2019-Premier-League,1.0,0.6666666666666666,0.75
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Bournemouth,West Ham,Y,CM,90,0,0,0,0,0.0,0.0,1,0,62.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,39.0,51.0,76.5,6.0,36.0,1.0,1.0,1.0,/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League,0.5,0.8333333333333334,0.6428571428571429
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-06,Sun,Premier League,Matchweek 8,Away,L 0–1,Bournemouth,Arsenal,Y,CM,90,0,0,0,0,2.0,0.0,0,0,63.0,0.0,2.0,0.0,0.1,0.1,0.0,1.0,0.0,47.0,52.0,90.4,7.0,29.0,0.0,2.0,2.0,/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League,0.0,0.8333333333333334,0.8214285714285714
