,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-07,Sun,Premier League,Matchweek 1,Home,L 1–2,Manchester Utd,Brighton,Y,CB,90,0,0,0,0,3.0,0.0,1,0,100.0,2.0,1.0,2.0,0.1,0.1,0.0,3.0,0.0,75.0,81.0,92.6,2.0,52.0,1.0,1.0,1.0,/en/matches/8251694e/Manchester-United-Brighton-and-Hove-Albion-August-7-2022-Premier-League,0.0,0.5,0.5222222222222223
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 0–4,Manchester Utd,Brentford,Y,CB,45,0,0,0,0,0.0,0.0,0,0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,1.0,20.0,0.0,0.0,0.0,/en/matches/04712d4e/Brentford-Manchester-United-August-13-2022-Premier-League,0.0,0.5,0.5208333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-22,Mon,Premier League,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,37.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,81.8,0.0,10.0,0.0,0.0,0.0,/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,1.0,0.5,0.6428571428571427
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,61.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,68.8,0.0,30.0,0.0,1.0,1.0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League,1.0,0.3333333333333333,0.6555555555555556
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-09-01,Thu,Premier League,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,CB,90,0,0,0,0,0.0,0.0,1,0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,2.0,24.0,0.0,1.0,1.0,/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League,1.0,0.6666666666666666,0.1538461538461538
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-04,Sun,Premier League,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,CB,79,0,0,0,0,0.0,0.0,0,0,43.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,34.0,85.3,0.0,31.0,0.0,0.0,0.0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,1.0,1.0,0.9666666666666668
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-08,Thu,Europa Lg,Group stage,Home,L 0–1,eng Manchester Utd,es Real Sociedad,N,CB,45,0,0,0,0,0.0,0.0,1,0,49.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,43.0,79.1,3.0,30.0,1.0,1.0,1.0,/en/matches/edf0e464/Manchester-United-Real-Sociedad-September-8-2022-Europa-League,0.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-09-15,Thu,Europa Lg,Group stage,Away,W 2–0,eng Manchester Utd,md Sheriff Tiraspol,Y,CB,89,0,0,0,0,0.0,0.0,0,0,103.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,97.0,89.7,7.0,76.0,4.0,0.0,0.0,/en/matches/8812c2ac/Sheriff-Tiraspol-Manchester-United-September-15-2022-Europa-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–0,ar Argentina,hn Honduras,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/23561d05/Argentina-Honduras-September-23-2022-Friendlies-M,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,W 3–0,ar Argentina,jm Jamaica,N,,13,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d73b7ead/Jamaica-Argentina-September-27-2022-Friendlies-M,1.0,0.6666666666666666,0.5
