,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,2022-08-08,Mon,PL2 — Div. 1,Matchweek 1,Home,W 3–2,Crystal Palace,Brighton,Y,CB,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/07278d07/Crystal-Palace-U21-Brighton-and-Hove-Albion-U21-August-8-2022-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,1,1,2022-08-15,Mon,Premier League,Matchweek 2,Away,D 1–1,Crystal Palace,Liverpool,N,RB,12,0,0,0,0,1.0,0.0,0,0,13.0,0.0,1.0,2.0,0.1,0.1,0.3,1.0,0.0,4.0,5.0,80.0,0.0,3.0,0.0,0.0,0.0,/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,0.5,0.5,0.5555555555555556
2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Home,W 3–1,Crystal Palace,Aston Villa,N,CB,1,0,0,0,0,0.0,0.0,0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,4.0,0.0,0.0,0.0,/en/matches/3f89bccf/Crystal-Palace-Aston-Villa-August-20-2022-Premier-League,1.0,0.5,0.4761904761904761
3,3,3,3,3,3,3,3,2022-08-23,Tue,EFL Cup,Second round,Away,W 2–0,Crystal Palace,Oxford United,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/8293dad0/Oxford-United-Crystal-Palace-August-23-2022-EFL-Cup,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 2–4,Crystal Palace,Manchester City,N,LB,34,0,0,0,0,0.0,0.0,0,0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,0.0,6.0,0.0,0.0,0.0,/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League,0.0,0.8333333333333334,0.7444444444444446
5,5,5,5,5,5,5,5,2022-12-26,Mon,Premier League,Matchweek 17,Home,L 0–3,Crystal Palace,Fulham,N,DM,31,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,5.0,0.0,0.0,0.0,/en/matches/bbb301a6/Crystal-Palace-Fulham-December-26-2022-Premier-League,0.0,0.6666666666666666,0.3229166666666667
6,6,6,6,6,6,6,6,2023-01-18,Wed,Premier League,Matchweek 7,Home,D 1–1,Crystal Palace,Manchester Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,43.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,85.7,3.0,16.0,0.0,0.0,0.0,/en/matches/adf46096/Crystal-Palace-Manchester-United-January-18-2023-Premier-League,0.5,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,2023-01-21,Sat,Premier League,Matchweek 21,Home,D 0–0,Crystal Palace,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,41.0,2.0,1.0,2.0,0.1,0.1,0.0,1.0,0.0,22.0,27.0,81.5,0.0,14.0,0.0,0.0,0.0,/en/matches/8468f673/Crystal-Palace-Newcastle-United-January-21-2023-Premier-League,0.5,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,2023-02-04,Sat,Premier League,Matchweek 22,Away,L 1–2,Crystal Palace,Manchester Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,62.0,1.0,3.0,2.0,0.5,0.5,0.0,0.0,0.0,46.0,51.0,90.2,5.0,29.0,1.0,0.0,0.0,/en/matches/dca5ea6c/Manchester-United-Crystal-Palace-February-4-2023-Premier-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,2023-02-18,Sat,Premier League,Matchweek 24,Away,D 1–1,Crystal Palace,Brentford,N,LB,9,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,1.0,5.0,1.0,0.0,0.0,/en/matches/f6370484/Brentford-Crystal-Palace-February-18-2023-Premier-League,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,2023-04-25,Tue,Premier League,Matchweek 33,Away,L 0–2,Crystal Palace,Wolves,Y,"CB,RB",90,0,0,0,0,0.0,0.0,0,0,66.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,57.0,86.0,5.0,38.0,2.0,0.0,0.0,/en/matches/825c78f1/Wolverhampton-Wanderers-Crystal-Palace-April-25-2023-Premier-League,0.0,0.3333333333333333,0.5
