,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Fri,Premier League,Matchweek 1,Home,L 0–2,Crystal Palace,Arsenal,Y,DM,74,0,0,0,0,0,0,0,0,39,1,1,1,0.0,0.0,0.0,1,0,32,34,94.1,6,25,2,0,0,Match Report
1,Mon,Premier League,Matchweek 2,Away,D 1–1,Crystal Palace,Liverpool,Y,CM,78,0,0,0,0,1,0,0,0,39,0,3,2,0.0,0.0,0.5,2,0,25,29,86.2,5,13,0,0,0,Match Report
2,Sat,Premier League,Matchweek 3,Home,W 3–1,Crystal Palace,Aston Villa,Y,"CM,LM",90,0,0,0,0,1,0,0,0,51,1,0,2,0.0,0.0,0.0,1,1,36,42,85.7,5,29,1,1,0,Match Report
3,Tue,EFL Cup,Second round,Away,W 2–0,Crystal Palace,Oxford United,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat,Premier League,Matchweek 4,Away,L 2–4,Crystal Palace,Manchester City,Y,CM,90,0,0,0,0,1,1,0,0,29,1,1,1,0.0,0.0,0.0,0,0,18,20,90.0,1,13,0,0,0,Match Report
5,Tue,Premier League,Matchweek 5,Home,D 1–1,Crystal Palace,Brentford,Y,"DM,CM",90,0,1,0,0,0,0,1,0,84,6,2,0,0.0,0.0,0.1,3,1,58,68,85.3,7,38,3,0,0,Match Report
6,Sat,Premier League,Matchweek 6,Away,D 0–0,Crystal Palace,Newcastle Utd,Y,CM,90,0,0,0,0,4,0,0,0,64,5,3,5,0.1,0.1,0.2,5,0,35,44,79.5,3,28,0,2,1,Match Report
7,Fri,Friendlies (M),Friendlies (M),Neutral,W 1–0,ml Mali,zm Zambia,Y,DM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
8,Sat,Premier League,Matchweek 9,Home,L 1–2,Crystal Palace,Chelsea,Y,CM,83,0,0,0,0,0,0,0,0,28,0,2,1,0.0,0.0,0.0,1,0,19,21,90.5,0,17,0,0,0,Match Report
9,Sun,Premier League,Matchweek 10,Home,W 2–1,Crystal Palace,Leeds United,Y,CM,63,0,0,0,0,0,0,1,0,49,2,3,1,0.0,0.0,0.1,3,0,29,37,78.4,3,21,1,0,0,Match Report
10,Sat,Premier League,Matchweek 11,Away,D 0–0,Crystal Palace,Leicester City,Y,CM,55,0,0,0,0,1,0,1,0,39,1,1,1,0.0,0.0,0.1,1,0,27,34,79.4,1,21,1,0,0,Match Report
11,Tue,Premier League,Matchweek 12,Home,W 2–1,Crystal Palace,Wolves,Y,CM,90,0,0,0,0,1,1,1,0,66,3,3,2,0.0,0.0,0.0,0,0,44,50,88.0,4,29,0,0,0,Match Report
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sun,Premier League,Matchweek 15,Away,W 2–1,Crystal Palace,West Ham,Y,CM,76,0,0,0,0,1,1,0,0,54,2,0,0,0.1,0.1,0.0,1,0,49,52,94.2,9,42,1,2,2,Match Report
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sat,Premier League,Matchweek 16,Away,L 0–1,Crystal Palace,Nott'ham Forest,Y,"CM,DM",84,0,0,0,0,0,0,0,0,58,3,1,1,0.0,0.0,0.0,2,0,50,54,92.6,5,26,0,0,0,Match Report
