,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Home,D 0–0,Leicester City,Wolves,N,RM,15,0,0,0,0,2,0,0,0,18.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,13.0,69.2,0.0,12.0,0.0,1.0,0.0,/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League,0.5,0.5,0.9230769230769232
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-18,Sun,Premier League,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,N,RM,11,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,8.0,87.5,2.0,6.0,0.0,0.0,0.0,/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,0.5,0.5,0.4761904761904761
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,Y,RM,63,0,0,0,0,1,0,1,0,36.0,2.0,1,2.0,0.0,0.0,0.1,3.0,0.0,15.0,28.0,53.6,1.0,22.0,2.0,2.0,1.0,/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,1.0,0.5,0.4880952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Leicester City,Luton Town,Y,LW,90,0,1,0,0,2,2,0,0,,,2,,,,,,,,,,,,,,,/en/matches/6244e915/Luton-Town-Leicester-City-September-24-2019-EFL-Cup,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-29,Sun,Premier League,Matchweek 7,Home,W 5–0,Leicester City,Newcastle Utd,N,LM,33,0,1,0,0,0,0,0,0,43.0,1.0,1,1.0,0.0,0.0,0.7,2.0,1.0,33.0,36.0,91.7,4.0,29.0,2.0,0.0,0.0,/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,1.0,0.8333333333333334,0.4285714285714285
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 1–2,Leicester City,Liverpool,N,RM,45,0,0,0,0,0,0,0,0,34.0,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,32.0,65.6,5.0,25.0,0.0,0.0,0.0,/en/matches/aaed1c4e/Liverpool-Leicester-City-October-5-2019-Premier-League,0.0,1.0,0.988095238095238
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-25,Fri,Premier League,Matchweek 10,Away,W 9–0,Leicester City,Southampton,N,LM,19,0,0,0,0,1,1,0,0,19.0,1.0,0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,16.0,81.3,2.0,15.0,1.0,3.0,3.0,/en/matches/3e9712d7/Southampton-Leicester-City-October-25-2019-Premier-League,1.0,0.6666666666666666,0.3809523809523809
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-29,Tue,EFL Cup,Fourth round,Away,W 3–1,Leicester City,Burton Albion,Y,LW,90,0,0,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/85106595/Burton-Albion-Leicester-City-October-29-2019-EFL-Cup,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-01,Sun,Premier League,Matchweek 14,Home,W 2–1,Leicester City,Everton,N,LM,9,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,3.0,1.0,0.0,0.0,/en/matches/aa2284c2/Leicester-City-Everton-December-1-2019-Premier-League,1.0,0.6666666666666666,0.5512820512820512
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-08,Sun,Premier League,Matchweek 16,Away,W 4–1,Leicester City,Aston Villa,N,RM,15,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.4,2.0,0.0,8.0,10.0,80.0,0.0,8.0,1.0,1.0,1.0,/en/matches/559e812a/Aston-Villa-Leicester-City-December-8-2019-Premier-League,1.0,1.0,0.4642857142857142
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-12-18,Wed,EFL Cup,Quarter-finals,Away,D 2 (4)–2 (2),Leicester City,Everton,Y,LW,81,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0db919e8/Everton-Leicester-City-December-18-2019-EFL-Cup,0.5,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-12-21,Sat,Premier League,Matchweek 18,Away,L 1–3,Leicester City,Manchester City,N,RM,27,0,0,0,0,0,0,0,0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,0.0,12.0,1.0,2.0,1.0,/en/matches/733c0243/Manchester-City-Leicester-City-December-21-2019-Premier-League,0.0,0.8333333333333334,0.8333333333333334
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-26,Thu,Premier League,Matchweek 19,Home,L 0–4,Leicester City,Liverpool,N,RM,33,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,3.0,12.0,0.0,2.0,1.0,/en/matches/4b8063da/Leicester-City-Liverpool-December-26-2019-Premier-League,0.0,0.5,1.0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-12-28,Sat,Premier League,Matchweek 20,Away,W 2–1,Leicester City,West Ham,Y,LM,90,0,0,0,0,1,1,0,0,67.0,1.0,2,4.0,0.1,0.1,0.0,1.0,0.0,36.0,53.0,67.9,8.0,44.0,0.0,4.0,1.0,/en/matches/1f2bd890/West-Ham-United-Leicester-City-December-28-2019-Premier-League,1.0,0.1666666666666666,0.3214285714285714
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-01-04,Sat,FA Cup,Third round,Home,W 2–0,Leicester City,Wigan Athletic,Y,CM,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5e1d79b5/Leicester-City-Wigan-Athletic-January-4-2020-FA-Cup,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-01-08,Wed,EFL Cup,Semi-finals,Home,D 1–1,Leicester City,Aston Villa,N,,12,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/00a88285/Leicester-City-Aston-Villa-January-8-2020-EFL-Cup,0.5,0.6666666666666666,0.5
