,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Home,L 0–1,Newcastle Utd,Arsenal,Y,CM,90,0,0,0,0,0,0,0,0,45.0,4.0,4,1.0,0.0,0.0,0.1,3.0,0.0,26.0,31.0,83.9,4.0,17.0,1.0,3.0,3.0,/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City,Y,CM,90,0,0,0,0,1,0,0,0,41.0,2.0,0,1.0,0.0,0.0,0.2,1.0,0.0,15.0,25.0,60.0,1.0,24.0,1.0,6.0,1.0,/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,Y,CM,90,0,0,0,0,1,0,0,0,21.0,3.0,1,2.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,83.3,1.0,5.0,0.0,0.0,0.0,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-28,Wed,EFL Cup,Second round,Home,D 1 (2)–1 (4),Newcastle Utd,Leicester City,Y,CM,120,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/551a9edd/Newcastle-United-Leicester-City-August-28-2019-EFL-Cup,0.5,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,Y,CM,90,0,1,0,0,2,1,1,0,58.0,1.0,1,1.0,0.1,0.1,0.4,0.0,0.0,43.0,50.0,86.0,3.0,35.0,1.0,2.0,1.0,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,0.5,0.5,0.2023809523809523
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool,Y,CM,90,0,0,0,0,1,0,0,0,46.0,8.0,3,1.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,62.1,1.0,14.0,0.0,1.0,1.0,/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League,0.0,0.6666666666666666,0.8452380952380951
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-21,Sat,Premier League,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton,Y,CM,90,0,0,0,0,0,0,0,0,33.0,3.0,2,1.0,0.0,0.0,0.3,1.0,0.0,20.0,26.0,76.9,2.0,18.0,1.0,0.0,0.0,/en/matches/966fb8b0/Newcastle-United-Brighton-and-Hove-Albion-September-21-2019-Premier-League,0.5,0.3333333333333333,0.4285714285714285
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-29,Sun,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,Y,DM,42,0,0,0,0,1,0,0,1,26.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,95.0,2.0,11.0,0.0,1.0,1.0,/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,0.0,0.3333333333333333,0.6904761904761905
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 3–2,Newcastle Utd,West Ham,Y,CM,90,0,0,0,0,0,0,0,0,34.0,3.0,2,0.0,0.0,0.0,0.5,2.0,1.0,14.0,22.0,63.6,0.0,11.0,0.0,2.0,2.0,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League,1.0,0.1666666666666666,0.2142857142857142
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–1,Newcastle Utd,Bournemouth,Y,CM,90,0,0,0,0,0,0,1,0,45.0,1.0,1,0.0,0.0,0.0,0.1,3.0,0.0,30.0,36.0,83.3,2.0,19.0,1.0,1.0,1.0,/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League,1.0,0.5,0.5833333333333334
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-11-25,Mon,Premier League,Matchweek 13,Away,L 0–2,Newcastle Utd,Aston Villa,Y,CM,90,0,0,0,0,1,1,0,0,42.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,76.7,2.0,17.0,2.0,1.0,0.0,/en/matches/f6f8808e/Aston-Villa-Newcastle-United-November-25-2019-Premier-League,0.0,0.6666666666666666,0.34722222222222215
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-11-30,Sat,Premier League,Matchweek 14,Home,D 2–2,Newcastle Utd,Manchester City,Y,CM,90,0,0,0,0,0,0,0,0,30.0,3.0,1,2.0,0.0,0.0,0.0,1.0,0.0,13.0,19.0,68.4,0.0,3.0,0.0,0.0,0.0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,0.5,0.6666666666666666,0.761904761904762
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-05,Thu,Premier League,Matchweek 15,Away,W 2–0,Newcastle Utd,Sheffield Utd,Y,CM,90,0,0,0,0,1,0,0,0,40.0,2.0,2,2.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,75.9,2.0,13.0,0.0,2.0,1.0,/en/matches/8a9fa2d9/Sheffield-United-Newcastle-United-December-5-2019-Premier-League,1.0,0.5,0.5595238095238095
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-12-08,Sun,Premier League,Matchweek 16,Home,W 2–1,Newcastle Utd,Southampton,Y,CM,90,0,0,0,0,0,0,0,0,39.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,3.0,19.0,4.0,4.0,3.0,/en/matches/5d9f7fe3/Newcastle-United-Southampton-December-8-2019-Premier-League,1.0,0.5,0.782051282051282
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–1,Newcastle Utd,Burnley,Y,CM,90,0,0,0,0,1,0,0,0,51.0,1.0,1,1.0,0.0,0.0,0.2,1.0,0.0,31.0,44.0,70.5,2.0,31.0,2.0,3.0,2.0,/en/matches/4c3c57fa/Burnley-Newcastle-United-December-14-2019-Premier-League,0.0,0.8333333333333334,0.1111111111111111
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-12-21,Sat,Premier League,Matchweek 18,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,CM,63,0,0,0,0,0,0,0,0,25.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,52.2,0.0,14.0,4.0,1.0,1.0,/en/matches/5e599d06/Newcastle-United-Crystal-Palace-December-21-2019-Premier-League,1.0,0.6666666666666666,0.6527777777777778
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-12-28,Sat,Premier League,Matchweek 20,Home,L 1–2,Newcastle Utd,Everton,Y,"CM,RM",90,0,0,0,0,1,0,1,0,59.0,3.0,1,1.0,0.0,0.0,0.1,4.0,0.0,34.0,38.0,89.5,11.0,28.0,2.0,4.0,1.0,/en/matches/6edbd555/Newcastle-United-Everton-December-28-2019-Premier-League,0.0,0.6666666666666666,0.6785714285714286
