,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2020-09-21,Mon,Premier League,Matchweek 2,Home,W 1–0,Aston Villa,Sheffield Utd,Y,CB,90,1,0,0,0,1,1,0,0,48.0,1.0,2,0.0,0.1,0.1,0.0,0.0,0.0,33.0,38.0,86.8,1.0,24.0,0.0,0.0,0.0,/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,1.0,0.5
1,1,2020-09-28,Mon,Premier League,Matchweek 3,Away,W 3–0,Aston Villa,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,33.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,78.9,0.0,11.0,0.0,0.0,0.0,/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League,1.0,0.5
2,2,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,N,,33,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/8f27b32d/Aston-Villa-Stoke-City-October-1-2020-EFL-Cup,0.0,0.5
3,3,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 7–2,Aston Villa,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,22.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,13.0,61.5,0.0,4.0,0.0,0.0,0.0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,1.0,0.6666666666666666
4,4,2020-10-18,Sun,Premier League,Matchweek 5,Away,W 1–0,Aston Villa,Leicester City,Y,CB,90,0,0,0,0,1,0,0,0,56.0,0.0,2,2.0,0.2,0.2,0.0,0.0,0.0,39.0,47.0,83.0,0.0,30.0,0.0,0.0,0.0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League,1.0,0.6666666666666666
5,5,2020-10-23,Fri,Premier League,Matchweek 6,Home,L 0–3,Aston Villa,Leeds United,Y,CB,90,0,0,0,0,1,1,0,0,31.0,0.0,0,3.0,0.1,0.1,0.0,0.0,0.0,12.0,16.0,75.0,0.0,10.0,0.0,0.0,0.0,/en/matches/873ab775/Aston-Villa-Leeds-United-October-23-2020-Premier-League,0.0,0.6666666666666666
6,6,2020-11-01,Sun,Premier League,Matchweek 7,Home,L 3–4,Aston Villa,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,43.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.0,60.5,0.0,20.0,0.0,0.0,0.0,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,0.0,0.6666666666666666
7,7,2020-11-08,Sun,Premier League,Matchweek 8,Away,W 3–0,Aston Villa,Arsenal,Y,CB,90,0,0,0,0,1,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,86.7,1.0,16.0,0.0,0.0,0.0,/en/matches/90fd3597/Arsenal-Aston-Villa-November-8-2020-Premier-League,1.0,0.3333333333333333
8,8,2020-11-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Aston Villa,Brighton,Y,CB,90,1,0,0,0,1,1,0,0,46.0,0.0,1,0.0,0.2,0.2,0.0,0.0,0.0,40.0,41.0,97.6,2.0,32.0,0.0,0.0,0.0,/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League,0.0,0.3333333333333333
9,9,2020-11-30,Mon,Premier League,Matchweek 10,Away,L 1–2,Aston Villa,West Ham,Y,CB,90,0,0,0,0,2,1,0,0,75.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,59.0,64.0,92.2,2.0,41.0,1.0,0.0,0.0,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,0.0,0.3333333333333333
10,10,2020-12-12,Sat,Premier League,Matchweek 12,Away,W 1–0,Aston Villa,Wolves,Y,CB,90,0,0,0,0,1,0,1,0,39.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,28.0,33.0,84.8,1.0,27.0,0.0,0.0,0.0,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,1.0,0.3333333333333333
11,11,2020-12-26,Sat,Premier League,Matchweek 15,Home,W 3–0,Aston Villa,Crystal Palace,N,CB,46,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,2.0,0.0,0.0,0.0,/en/matches/537b6ef8/Aston-Villa-Crystal-Palace-December-26-2020-Premier-League,1.0,0.3333333333333333
12,12,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Aston Villa,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,33.0,3.0,1,3.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,87.0,2.0,13.0,0.0,0.0,0.0,/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League,0.5,0.6666666666666666
13,13,2021-01-01,Fri,Premier League,Matchweek 17,Away,L 1–2,Aston Villa,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,42.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,0.0,27.0,0.0,0.0,0.0,/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League,0.0,0.8333333333333334
14,14,2021-01-20,Wed,Premier League,Matchweek 1,Away,L 0–2,Aston Villa,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,36.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0,26.0,26.0,100.0,0.0,24.0,0.0,0.0,0.0,/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League,0.0,0.5
