,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-07-23,Tue,Champions Lg,Second qualifying round,Away,D 0–0,gr Olympiacos,cz Viktoria Plzeň,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/15837020/Viktoria-Plzen-Olympiacos-July-23-2019-Champions-League,0.5,0.5
1,1,2019-07-30,Tue,Champions Lg,Second qualifying round,Home,W 4–0,gr Olympiacos,cz Viktoria Plzeň,Y,AM,84,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4f407c30/Olympiacos-Viktoria-Plzen-July-30-2019-Champions-League,1.0,0.5
2,2,2019-08-07,Wed,Champions Lg,Third qualifying round,Away,W 1–0,gr Olympiacos,tr Başakşehir,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/13eca501/Istanbul-Basaksehir-Olympiacos-August-7-2019-Champions-League,1.0,0.5
3,3,2019-08-13,Tue,Champions Lg,Third qualifying round,Home,W 2–0,gr Olympiacos,tr Başakşehir,Y,AM,67,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b3635835/Olympiacos-Istanbul-Basaksehir-August-13-2019-Champions-League,1.0,0.8333333333333334
4,4,2019-08-21,Wed,Champions Lg,Play-off round,Home,W 4–0,gr Olympiacos,ru Krasnodar,Y,AM,89,1,1,0,0,4.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3ceb7ca5/Olympiacos-Krasnodar-August-21-2019-Champions-League,1.0,1.0
5,5,2019-08-24,Sat,Super League,Matchweek 1,Home,W 1–0,Olympiacos,Asteras Tripoli,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/efc9600a/Olympiacos-Asteras-Tripoli-August-24-2019-Super-League-Greece,1.0,1.0
6,6,2019-08-27,Tue,Champions Lg,Play-off round,Away,W 2–1,gr Olympiacos,ru Krasnodar,Y,AM,83,0,0,0,0,2.0,2.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/aeb1ba33/Krasnodar-Olympiacos-August-27-2019-Champions-League,1.0,1.0
7,7,2019-09-01,Sun,Super League,Matchweek 2,Away,W 1–0,Olympiacos,Larissa,Y,AM,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b10ae4a3/Larissa-Olympiacos-September-1-2019-Super-League-Greece,1.0,1.0
8,8,2019-09-14,Sat,Super League,Matchweek 3,Home,W 5–0,Olympiacos,Volos NFC,Y,AM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/53a5c2ad/Olympiacos-Volos-NFC-September-14-2019-Super-League-Greece,1.0,1.0
9,9,2019-09-18,Wed,Champions Lg,Group stage,Home,D 2–2,gr Olympiacos,eng Tottenham,Y,LW,90,1,0,0,0,4.0,3.0,0,0,51.0,1.0,0.0,0.0,0.3,0.3,0.1,5.0,1.0,33.0,39.0,84.6,7.0,40.0,8.0,6.0,5.0,/en/matches/a6045d6f/Olympiacos-Tottenham-Hotspur-September-18-2019-Champions-League,0.5,1.0
