,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-15,Sun,Premier League,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,AM,70,0,0,0,0,0,0,0,0,48.0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,38.0,45.0,84.4,5.0,32.0,0.0,3.0,3.0,/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League,0.5,0.5,0.2499999999999999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-24,Tue,EFL Cup,Third round,Home,W 5–0,Arsenal,Nott'ham Forest,Y*,AM,70,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/37d4aeed/Arsenal-Nottingham-Forest-September-24-2019-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-10-30,Wed,EFL Cup,Fourth round,Away,D 5 (4)–5 (5),Arsenal,Liverpool,Y,AM,64,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8d8c441c/Liverpool-Arsenal-October-30-2019-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-11-02,Sat,Premier League,Matchweek 11,Home,D 1–1,Arsenal,Wolves,Y,AM,90,0,0,0,0,0,0,0,0,106.0,0.0,0,1.0,0.0,0.0,0.1,7.0,0.0,87.0,100.0,87.0,12.0,61.0,4.0,1.0,1.0,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League,0.5,0.6666666666666666,0.6538461538461539
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y,AM,90,0,0,0,0,0,0,0,0,52.0,2.0,0,1.0,0.0,0.0,0.1,1.0,0.0,38.0,44.0,86.4,7.0,29.0,3.0,2.0,1.0,/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League,0.0,0.6666666666666666,1.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-11-23,Sat,Premier League,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y,AM,90,0,0,0,0,1,1,0,0,61.0,2.0,0,0.0,0.1,0.1,0.3,8.0,0.0,38.0,56.0,67.9,7.0,36.0,0.0,3.0,3.0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League,0.5,0.3333333333333333,0.1904761904761904
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-28,Thu,Europa Lg,Group stage,Home,L 1–2,eng Arsenal,de Eint Frankfurt,N,RW,31,0,0,0,0,0,0,0,0,24.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,23.0,78.3,1.0,19.0,0.0,2.0,2.0,/en/matches/d38f5b61/Arsenal-Eintracht-Frankfurt-November-28-2019-Europa-League,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-12-01,Sun,Premier League,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,Y,"LW,AM",88,0,0,0,0,2,1,0,0,63.0,2.0,0,0.0,0.2,0.2,0.2,7.0,0.0,43.0,55.0,78.2,4.0,23.0,2.0,0.0,0.0,/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League,0.5,0.1666666666666666,0.375
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-05,Thu,Premier League,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y,"AM,LW",90,0,1,0,0,1,0,0,0,62.0,0.0,1,0.0,0.1,0.1,0.1,2.0,1.0,38.0,54.0,70.4,3.0,30.0,1.0,0.0,0.0,/en/matches/372828cb/Arsenal-Brighton-and-Hove-Albion-December-5-2019-Premier-League,0.0,0.3333333333333333,0.2261904761904761
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-09,Mon,Premier League,Matchweek 16,Away,W 3–1,Arsenal,West Ham,Y,AM,90,0,0,0,0,1,0,0,0,77.0,0.0,0,0.0,0.4,0.4,0.1,5.0,2.0,62.0,71.0,87.3,8.0,51.0,11.0,2.0,1.0,/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League,1.0,0.1666666666666666,0.4404761904761904
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-12-15,Sun,Premier League,Matchweek 17,Home,L 0–3,Arsenal,Manchester City,Y,AM,58,0,0,0,0,0,0,0,0,47.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,42.0,81.0,6.0,30.0,0.0,1.0,0.0,/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League,0.0,0.5,0.6547619047619048
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-12-26,Thu,Premier League,Matchweek 19,Away,D 1–1,Arsenal,Bournemouth,Y,AM,74,0,0,0,0,1,0,0,0,52.0,0.0,1,0.0,0.1,0.1,0.2,9.0,0.0,37.0,45.0,82.2,9.0,31.0,3.0,1.0,0.0,/en/matches/5b1ecf02/Bournemouth-Arsenal-December-26-2019-Premier-League,0.5,0.3333333333333333,0.2692307692307692
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-29,Sun,Premier League,Matchweek 20,Home,L 1–2,Arsenal,Chelsea,Y,AM,75,0,0,0,0,0,0,0,0,40.0,1.0,0,0.0,0.0,0.0,0.1,4.0,0.0,29.0,35.0,82.9,6.0,24.0,1.0,1.0,1.0,/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League,0.0,0.5,0.3809523809523809
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 2–0,Arsenal,Manchester Utd,Y,"AM,FW",90,0,0,0,0,0,0,0,0,55.0,1.0,1,0.0,0.0,0.0,0.1,2.0,0.0,43.0,51.0,84.3,5.0,34.0,5.0,2.0,1.0,/en/matches/f6b7d570/Arsenal-Manchester-United-January-1-2020-Premier-League,1.0,0.1666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-01-06,Mon,FA Cup,Third round,Home,W 1–0,Arsenal,Leeds United,Y,AM,76,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/846567ab/Arsenal-Leeds-United-January-6-2020-FA-Cup,1.0,0.5,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-01-11,Sat,Premier League,Matchweek 22,Away,D 1–1,Arsenal,Crystal Palace,Y,AM,69,0,0,0,0,0,0,0,0,34.0,2.0,0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,29.0,75.9,3.0,13.0,0.0,0.0,0.0,/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League,0.5,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 1–1,Arsenal,Sheffield Utd,Y,AM,90,0,0,0,0,0,0,0,0,57.0,2.0,0,0.0,0.0,0.0,0.2,6.0,1.0,46.0,53.0,86.8,8.0,28.0,2.0,2.0,2.0,/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League,0.5,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-01-21,Tue,Premier League,Matchweek 24,Away,D 2–2,Arsenal,Chelsea,Y,"AM,RM",54,0,0,0,0,0,0,0,0,34.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,96.8,2.0,27.0,2.0,0.0,0.0,/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League,0.5,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-02-02,Sun,Premier League,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y,AM,62,0,0,0,0,1,0,1,0,50.0,1.0,2,0.0,0.0,0.0,0.1,5.0,0.0,35.0,44.0,79.5,6.0,27.0,3.0,0.0,0.0,/en/matches/a6b40849/Burnley-Arsenal-February-2-2020-Premier-League,0.5,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-02-16,Sun,Premier League,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y,AM,89,1,0,0,0,1,1,0,0,54.0,1.0,0,0.0,0.5,0.5,0.2,5.0,0.0,47.0,50.0,94.0,10.0,37.0,7.0,2.0,1.0,/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League,1.0,0.5,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-02-23,Sun,Premier League,Matchweek 27,Home,W 3–2,Arsenal,Everton,Y,AM,81,0,0,0,0,0,0,0,0,61.0,1.0,0,2.0,0.0,0.0,0.0,4.0,1.0,48.0,55.0,87.3,6.0,46.0,3.0,1.0,1.0,/en/matches/485003ed/Arsenal-Everton-February-23-2020-Premier-League,1.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-02-27,Thu,Europa Lg,Round of 32,Home,L 1–2,eng Arsenal,gr Olympiacos,Y,AM,120,0,0,0,0,1,0,0,0,100.0,2.0,0,0.0,0.0,0.0,0.2,4.0,0.0,75.0,96.0,78.1,17.0,70.0,8.0,1.0,1.0,/en/matches/5d07525e/Arsenal-Olympiacos-February-27-2020-Europa-League,0.0,0.8333333333333334,0.5
