,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2019-07-01,Mon,Africa Cup of Nations,Group stage,Neutral,L 0–3,ke Kenya,sn Senegal,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9c61558a/Kenya-Senegal-July-1-2019-Africa-Cup-of-Nations,0.0,0.5,0.5
1,1,1,1,1,1,1,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 1–2,Tottenham,Leicester City,N,DM,24,0,0,0,0,0.0,0.0,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,20.0,90.0,5.0,11.0,0.0,1.0,1.0,/en/matches/e30adc4b/Leicester-City-Tottenham-Hotspur-September-21-2019-Premier-League,0.0,0.5,0.5476190476190476
2,2,2,2,2,2,2,2019-09-24,Tue,EFL Cup,Third round,Away,D 0 (3)–0 (4),Tottenham,Colchester Utd,Y,DM,120,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/e19b8e86/Colchester-United-Tottenham-Hotspur-September-24-2019-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,N,CM,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/23ec5db0/Tottenham-Hotspur-Southampton-September-28-2019-Premier-League,1.0,0.1666666666666666,0.630952380952381
4,4,4,4,4,4,4,2019-10-13,Sun,Friendlies (M),Friendlies (M),Home,L 0–1,ke Kenya,mz Mozambique,Y*,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/dcd26453/Kenya-Mozambique-October-13-2019-Friendlies-M,0.0,0.5,0.5
5,5,5,5,5,5,5,2019-11-14,Thu,Africa Cup of Nations qualification,Group stage,Away,D 1–1,ke Kenya,eg Egypt,Y*,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/87895b39/Egypt-Kenya-November-14-2019-Africa-Cup-of-Nations-qualification,0.5,0.5,0.5
6,6,6,6,6,6,6,2019-11-18,Mon,Africa Cup of Nations qualification,Group stage,Home,D 1–1,ke Kenya,tg Togo,Y*,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/98e5f1d4/Kenya-Togo-November-18-2019-Africa-Cup-of-Nations-qualification,0.5,0.5,0.5
7,7,7,7,7,7,7,2019-12-11,Wed,Champions Lg,Group stage,Away,L 1–3,eng Tottenham,de Bayern Munich,N,DM,10,0,0,0,0,0.0,0.0,0,0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,6.0,0.0,0.0,0.0,/en/matches/44702c8f/Bayern-Munich-Tottenham-Hotspur-December-11-2019-Champions-League,0.0,0.3333333333333333,0.5
