,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-29,Sat,Community Shield,FA Community Shield,Neutral,D 1 (4)–1 (5),Liverpool,Arsenal,Y,LB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/1f445267/Arsenal-Liverpool-August-29-2020-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-04,Fri,UEFA Nations League,League B,Home,D 1–1,sct Scotland,il Israel,Y*,LB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/cf70d0d0/Scotland-Israel-September-4-2020-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-07,Mon,UEFA Nations League,League B,Away,W 2–1,sct Scotland,cz Czech Republic,Y*,LB,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/10fdc7d0/Czech-Republic-Scotland-September-7-2020-UEFA-Nations-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-12,Sat,Premier League,Matchweek 1,Home,W 4–3,Liverpool,Leeds United,Y,LB,90,0,1,0,0,0.0,0.0,0,0,69.0,0.0,2.0,0.0,0.0,0.0,0.1,2.0,1.0,38.0,62.0,61.3,4.0,27.0,1.0,2.0,0.0,/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-20,Sun,Premier League,Matchweek 2,Away,W 2–0,Liverpool,Chelsea,Y,LB,90,0,0,0,0,2.0,0.0,0,0,119.0,1.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,88.0,110.0,80.0,7.0,84.0,8.0,3.0,2.0,/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,1.0,0.8333333333333334,0.5476190476190477
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-09-28,Mon,Premier League,Matchweek 3,Home,W 3–1,Liverpool,Arsenal,Y,LB,90,1,0,0,0,1.0,1.0,0,0,123.0,1.0,0.0,1.0,0.6,0.6,0.1,3.0,0.0,94.0,115.0,81.7,3.0,86.0,2.0,0.0,0.0,/en/matches/ebe4e309/Liverpool-Arsenal-September-28-2020-Premier-League,1.0,1.0,0.880952380952381
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 2–7,Liverpool,Aston Villa,Y,LB,90,0,0,0,0,1.0,1.0,0,0,117.0,1.0,0.0,2.0,0.2,0.2,0.1,3.0,0.0,85.0,107.0,79.4,10.0,73.0,5.0,2.0,2.0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,0.0,1.0,0.7738095238095237
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-08,Thu,UEFA Euro Qualifying,Semi-finals,Home,D 0 (5)–0 (3),sct Scotland,il Israel,Y*,DM,120,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/b2ea5359/Scotland-Israel-October-8-2020-UEFA-Euro-Qualifying,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-11,Sun,UEFA Nations League,League B,Home,W 1–0,sct Scotland,sk Slovakia,Y*,LB,90,0,0,0,0,0.0,0.0,1,0,,,3.0,,,,,,,,,,,,,,,/en/matches/0a841e64/Scotland-Slovakia-October-11-2020-UEFA-Nations-League,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-17,Sat,Premier League,Matchweek 5,Away,D 2–2,Liverpool,Everton,Y,LB,90,0,1,0,0,0.0,0.0,0,0,69.0,0.0,1.0,2.0,0.0,0.0,0.7,7.0,1.0,52.0,63.0,82.5,7.0,45.0,4.0,2.0,1.0,/en/matches/6da04e2d/Merseyside-Derby-Everton-Liverpool-October-17-2020-Premier-League,0.5,0.5,0.8452380952380952
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-10-21,Wed,Champions Lg,Group stage,Away,W 1–0,eng Liverpool,nl Ajax,Y,"LB,LM",90,0,0,0,0,0.0,0.0,0,0,100.0,2.0,1.0,0.0,0.0,0.0,0.4,6.0,0.0,74.0,95.0,77.9,11.0,56.0,9.0,2.0,0.0,/en/matches/51c298ad/Ajax-Liverpool-October-21-2020-Champions-League,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-10-24,Sat,Premier League,Matchweek 6,Home,W 2–1,Liverpool,Sheffield Utd,Y,LB,90,0,0,0,0,1.0,0.0,0,0,100.0,1.0,0.0,3.0,0.0,0.0,0.1,3.0,1.0,71.0,90.0,78.9,3.0,67.0,2.0,1.0,1.0,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,1.0,0.8333333333333334,0.3333333333333333
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-10-27,Tue,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,dk Midtjylland,Y,LB,90,0,0,0,0,1.0,0.0,0,0,93.0,1.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,77.0,88.0,87.5,7.0,60.0,4.0,2.0,2.0,/en/matches/26a68a35/Liverpool-Midtjylland-October-27-2020-Champions-League,1.0,0.8333333333333334,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-10-31,Sat,Premier League,Matchweek 7,Home,W 2–1,Liverpool,West Ham,Y,LB,90,0,0,0,0,1.0,0.0,0,0,87.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,71.0,84.0,84.5,0.0,52.0,4.0,0.0,0.0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,1.0,1.0,0.5476190476190476
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-11-03,Tue,Champions Lg,Group stage,Away,W 5–0,eng Liverpool,it Atalanta,Y,LB,65,0,0,0,0,1.0,0.0,0,0,85.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,79.7,6.0,60.0,4.0,1.0,0.0,/en/matches/687460ab/Atalanta-Liverpool-November-3-2020-Champions-League,1.0,1.0,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-11-08,Sun,Premier League,Matchweek 8,Away,D 1–1,Liverpool,Manchester City,Y,LB,90,0,0,0,0,0.0,0.0,0,0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,46.0,62.0,74.2,4.0,40.0,1.0,2.0,1.0,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,0.5,1.0,0.9305555555555556
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-11-12,Thu,UEFA Euro Qualifying,Finals,Away,D 1 (5)–1 (4),sct Scotland,rs Serbia,Y*,DM,120,0,0,0,0,1.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/afeef25f/Serbia-Scotland-November-12-2020-UEFA-Euro-Qualifying,0.5,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-11-18,Wed,UEFA Nations League,League B,Away,L 0–1,sct Scotland,il Israel,Y*,LB,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/605c5c95/Israel-Scotland-November-18-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-11-22,Sun,Premier League,Matchweek 9,Home,W 3–0,Liverpool,Leicester City,Y,LB,90,0,1,0,0,1.0,0.0,0,0,90.0,1.0,0.0,2.0,0.0,0.0,0.7,5.0,2.0,58.0,80.0,72.5,4.0,60.0,4.0,2.0,2.0,/en/matches/cc230451/Liverpool-Leicester-City-November-22-2020-Premier-League,1.0,0.3333333333333333,0.9230769230769232
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-11-25,Wed,Champions Lg,Group stage,Home,L 0–2,eng Liverpool,it Atalanta,N,LB,30,0,0,0,0,0.0,0.0,0,0,44.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,33.0,43.0,76.7,1.0,32.0,5.0,0.0,0.0,/en/matches/827bc8a4/Liverpool-Atalanta-November-25-2020-Champions-League,0.0,0.5,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-11-28,Sat,Premier League,Matchweek 10,Away,D 1–1,Liverpool,Brighton,Y,LB,90,0,0,0,0,0.0,0.0,0,0,115.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,83.0,106.0,78.3,8.0,72.0,2.0,3.0,1.0,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,0.5,0.3333333333333333,0.4880952380952381
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-12-01,Tue,Champions Lg,Group stage,Home,W 1–0,eng Liverpool,nl Ajax,Y,LB,90,0,0,0,0,1.0,0.0,0,0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,53.0,77.4,2.0,37.0,3.0,2.0,1.0,/en/matches/912c702e/Liverpool-Ajax-December-1-2020-Champions-League,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-12-06,Sun,Premier League,Matchweek 11,Home,W 4–0,Liverpool,Wolves,Y,LB,90,0,0,0,0,0.0,0.0,0,0,82.0,2.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,62.0,75.0,82.7,3.0,48.0,1.0,3.0,1.0,/en/matches/25249736/Liverpool-Wolverhampton-Wanderers-December-6-2020-Premier-League,1.0,0.5,0.6428571428571427
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-12-09,Wed,Champions Lg,Group stage,Away,D 1–1,eng Liverpool,dk Midtjylland,N,LB,30,0,0,0,0,0.0,0.0,0,0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,58.8,0.0,9.0,0.0,0.0,0.0,/en/matches/a6b14ad5/Midtjylland-Liverpool-December-9-2020-Champions-League,0.5,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-12-13,Sun,Premier League,Matchweek 12,Away,D 1–1,Liverpool,Fulham,Y,LB,90,0,0,0,0,0.0,0.0,0,0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,104.0,82.7,5.0,53.0,3.0,2.0,1.0,/en/matches/5abb0bd1/Fulham-Liverpool-December-13-2020-Premier-League,0.5,0.8333333333333334,0.3333333333333333
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-12-16,Wed,Premier League,Matchweek 13,Home,W 2–1,Liverpool,Tottenham,Y,LB,90,0,1,0,0,0.0,0.0,0,0,135.0,1.0,1.0,2.0,0.0,0.0,0.3,7.0,1.0,102.0,125.0,81.6,14.0,98.0,5.0,4.0,1.0,/en/matches/966f86fe/Liverpool-Tottenham-Hotspur-December-16-2020-Premier-League,1.0,0.6666666666666666,0.773809523809524
