,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Away,W 1–0,eng England,is Iceland,N,,23,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4d475727/Iceland-England-September-5-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Premier League,Matchweek 1,Away,L 0–1,Southampton,Crystal Palace,Y,FW,90,0,0,0,0,3.0,2.0,0,0,23.0,0.0,0.0,1.0,0.4,0.4,0.1,3.0,0.0,8.0,13.0,61.5,3.0,19.0,1.0,1.0,0.0,/en/matches/db261cb0/Crystal-Palace-Southampton-September-12-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-16,Wed,EFL Cup,Second round,Home,L 0–2,Southampton,Brentford,Y,FW,90,0,0,0,0,3.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/451d06e1/Southampton-Brentford-September-16-2020-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-20,Sun,Premier League,Matchweek 2,Home,L 2–5,Southampton,Tottenham,Y,FW,90,2,0,1,1,1.0,1.0,0,0,28.0,0.0,0.0,3.0,0.8,0.0,0.0,1.0,0.0,11.0,20.0,55.0,2.0,10.0,2.0,1.0,0.0,/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,0.0,0.3333333333333333,0.4999999999999999
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 1–0,Southampton,Burnley,Y,FW,90,1,0,0,0,1.0,1.0,0,0,49.0,0.0,0.0,5.0,0.4,0.4,0.0,0.0,0.0,16.0,33.0,48.5,1.0,28.0,4.0,2.0,2.0,/en/matches/ae113c54/Burnley-Southampton-September-26-2020-Premier-League,1.0,0.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 2–0,Southampton,West Brom,Y,FW,90,0,0,0,0,2.0,1.0,0,0,41.0,1.0,0.0,2.0,0.1,0.1,0.1,3.0,0.0,17.0,31.0,54.8,3.0,23.0,0.0,0.0,0.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,1.0,0.3333333333333333,0.369047619047619
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-08,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,wls Wales,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4aa5cdf1/England-Wales-October-8-2020-Friendlies-M,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-17,Sat,Premier League,Matchweek 5,Away,D 3–3,Southampton,Chelsea,Y,FW,90,1,0,0,0,4.0,2.0,0,0,27.0,0.0,0.0,1.0,0.9,0.9,0.0,2.0,1.0,7.0,13.0,53.8,0.0,14.0,2.0,5.0,2.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,1.0,0.6904761904761906
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-25,Sun,Premier League,Matchweek 6,Home,W 2–0,Southampton,Everton,Y,FW,90,0,2,0,0,1.0,0.0,0,0,55.0,2.0,0.0,2.0,0.0,0.0,0.1,4.0,1.0,30.0,41.0,73.2,3.0,26.0,2.0,6.0,4.0,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,1.0,0.8333333333333334,0.642857142857143
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-01,Sun,Premier League,Matchweek 7,Away,W 4–3,Southampton,Aston Villa,Y,FW,84,1,0,0,0,2.0,1.0,0,0,22.0,2.0,0.0,1.0,0.1,0.1,0.1,2.0,0.0,7.0,11.0,63.6,2.0,9.0,0.0,2.0,2.0,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,1.0,0.8333333333333334,0.6410256410256411
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-12-07,Mon,Premier League,Matchweek 11,Away,W 2–1,Southampton,Brighton,N,FW,45,1,0,1,1,1.0,1.0,0,0,17.0,0.0,0.0,1.0,0.8,0.0,0.3,1.0,0.0,5.0,8.0,62.5,0.0,8.0,0.0,4.0,1.0,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,1.0,0.8333333333333334,0.5833333333333334
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-12-13,Sun,Premier League,Matchweek 12,Home,W 3–0,Southampton,Sheffield Utd,Y,FW,90,0,1,0,0,5.0,2.0,0,0,36.0,1.0,0.0,1.0,1.0,1.0,0.1,4.0,1.0,15.0,25.0,60.0,0.0,25.0,2.0,3.0,1.0,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League,1.0,1.0,0.1309523809523809
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-12-16,Wed,Premier League,Matchweek 13,Away,D 1–1,Southampton,Arsenal,Y,FW,90,0,0,0,0,1.0,0.0,1,0,31.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,19.0,78.9,0.0,16.0,1.0,2.0,1.0,/en/matches/0ceceee4/Arsenal-Southampton-December-16-2020-Premier-League,0.5,1.0,0.3809523809523809
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-12-19,Sat,Premier League,Matchweek 14,Home,L 0–1,Southampton,Manchester City,Y,FW,40,0,0,0,0,2.0,0.0,0,0,13.0,3.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,6.0,8.0,75.0,2.0,10.0,1.0,1.0,1.0,/en/matches/8d4a02ae/Southampton-Manchester-City-December-19-2020-Premier-League,0.0,0.8333333333333334,0.7222222222222222
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-12-29,Tue,Premier League,Matchweek 16,Home,D 0–0,Southampton,West Ham,Y,FW,90,0,0,0,0,0.0,0.0,0,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,50.0,3.0,14.0,1.0,2.0,0.0,/en/matches/7577b54b/Southampton-West-Ham-United-December-29-2020-Premier-League,0.5,0.5,0.3928571428571428
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-01-04,Mon,Premier League,Matchweek 17,Home,W 1–0,Southampton,Liverpool,Y,FW,76,1,0,0,0,2.0,2.0,0,0,28.0,1.0,0.0,1.0,0.1,0.1,0.1,3.0,0.0,14.0,21.0,66.7,2.0,14.0,1.0,1.0,1.0,/en/matches/d0482032/Southampton-Liverpool-January-4-2021-Premier-League,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-01-23,Sat,FA Cup,Fourth round proper,Home,W 1–0,Southampton,Arsenal,Y,FW,84,0,0,0,0,4.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/37753f62/Southampton-Arsenal-January-23-2021-FA-Cup,1.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-01-26,Tue,Premier League,Matchweek 20,Home,L 1–3,Southampton,Arsenal,Y,FW,73,0,0,0,0,3.0,1.0,0,0,28.0,1.0,0.0,1.0,0.2,0.2,0.1,3.0,1.0,14.0,20.0,70.0,3.0,20.0,1.0,4.0,3.0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League,0.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-01-30,Sat,Premier League,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,Y,FW,90,0,0,0,0,2.0,1.0,0,0,23.0,0.0,0.0,0.0,0.1,0.1,0.8,4.0,0.0,9.0,20.0,45.0,3.0,15.0,1.0,1.0,1.0,/en/matches/10d13e5b/Southampton-Aston-Villa-January-30-2021-Premier-League,0.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-02-02,Tue,Premier League,Matchweek 22,Away,L 0–9,Southampton,Manchester Utd,Y,"LM,FW",69,0,0,0,0,0.0,0.0,0,0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,71.4,2.0,7.0,0.0,1.0,0.0,/en/matches/37a9f2fd/Manchester-United-Southampton-February-2-2021-Premier-League,0.0,0.3333333333333333,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-02-06,Sat,Premier League,Matchweek 23,Away,L 2–3,Southampton,Newcastle Utd,Y,FW,90,0,0,0,0,4.0,2.0,0,0,37.0,2.0,0.0,1.0,0.7,0.7,0.0,3.0,0.0,15.0,23.0,65.2,2.0,19.0,2.0,1.0,0.0,/en/matches/5313627a/Newcastle-United-Southampton-February-6-2021-Premier-League,0.0,0.0,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-02-11,Thu,FA Cup,Fifth round proper,Away,W 2–0,Southampton,Wolves,Y,FW,82,1,0,0,0,5.0,3.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/58a6c558/Wolverhampton-Wanderers-Southampton-February-11-2021-FA-Cup,1.0,0.0,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-02-14,Sun,Premier League,Matchweek 24,Home,L 1–2,Southampton,Wolves,Y,"FW,AM",90,1,0,0,0,2.0,1.0,0,0,29.0,1.0,1.0,3.0,0.3,0.3,0.1,2.0,0.0,9.0,17.0,52.9,1.0,15.0,5.0,0.0,0.0,/en/matches/34682a95/Southampton-Wolverhampton-Wanderers-February-14-2021-Premier-League,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-02-20,Sat,Premier League,Matchweek 25,Home,D 1–1,Southampton,Chelsea,Y,FW,84,0,0,0,0,1.0,0.0,0,0,27.0,1.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,8.0,14.0,57.1,2.0,18.0,0.0,1.0,0.0,/en/matches/9e4c8c99/Southampton-Chelsea-February-20-2021-Premier-League,0.5,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-02-23,Tue,Premier League,Matchweek 18,Away,L 0–3,Southampton,Leeds United,N,FW,33,0,0,0,0,1.0,0.0,0,0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,0.0,10.0,2.0,2.0,2.0,/en/matches/6a198933/Leeds-United-Southampton-February-23-2021-Premier-League,0.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-03-01,Mon,Premier League,Matchweek 26,Away,L 0–1,Southampton,Everton,Y,FW,90,0,0,0,0,1.0,0.0,0,0,35.0,2.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,19.0,24.0,79.2,2.0,19.0,1.0,2.0,0.0,/en/matches/a81e1c82/Everton-Southampton-March-1-2021-Premier-League,0.0,0.1666666666666666,0.5
