,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,2022-08-14,Sun,Premier League,Matchweek 2,Away,L 0–1,West Ham,Nott'ham Forest,N,RW,6,0,0,0,0,0.0,0.0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,/en/matches/b1ebeda5/Nottingham-Forest-West-Ham-United-August-14-2022-Premier-League,0.0,0.5,0.4404761904761904
1,1,1,1,1,1,1,1,2022-08-18,Thu,Conf Lg,Play-off round,Home,W 3–1,eng West Ham,dk Viborg,Y,LM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3d017f98/West-Ham-United-Viborg-August-18-2022-Europa-Conference-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2022-08-21,Sun,Premier League,Matchweek 3,Home,L 0–2,West Ham,Brighton,N,"LW,FW",17,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,6.0,0.0,0.0,0.0,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League,0.0,0.5,0.5238095238095238
3,3,3,3,3,3,3,3,2022-08-25,Thu,Conf Lg,Play-off round,Away,W 3–0,eng West Ham,dk Viborg,Y,AM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/186dcc75/Viborg-West-Ham-United-August-25-2022-Europa-Conference-League,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 1–2,West Ham,Chelsea,N,FW,5,0,0,0,0,1.0,0.0,0,0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League,0.0,0.6666666666666666,0.38541666666666663
5,5,5,5,5,5,5,5,2022-09-08,Thu,Conf Lg,Group stage,Home,W 3–1,eng West Ham,ro FCSB,Y,LW,67,0,0,0,0,1.0,0.0,1,0,30.0,3.0,0.0,1.0,0.0,0.0,0.3,7.0,1.0,15.0,21.0,71.4,2.0,11.0,0.0,4.0,1.0,/en/matches/174368b2/West-Ham-United-FCSB-September-8-2022-Europa-Conference-League,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,2022-09-15,Thu,Conf Lg,Group stage,Away,W 3–2,eng West Ham,dk Silkeborg,Y,FW,85,0,1,0,0,0.0,0.0,0,0,30.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,2.0,20.0,23.0,87.0,4.0,16.0,4.0,3.0,0.0,/en/matches/c48dba9f/Silkeborg-West-Ham-United-September-15-2022-Europa-Conference-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,2022-09-18,Sun,Premier League,Matchweek 8,Away,L 0–1,West Ham,Everton,N,LW,30,0,0,0,0,2.0,1.0,0,0,17.0,2.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,7.0,12.0,58.3,0.0,10.0,2.0,0.0,0.0,/en/matches/96e9dc0f/Everton-West-Ham-United-September-18-2022-Premier-League,0.0,0.6666666666666666,0.511904761904762
8,8,8,8,8,8,8,8,2022-09-24,Sat,Friendlies (M),Friendlies (M),Neutral,W 2–1,ci Côte d'Ivoire,tg Togo,Y,DM,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a7573103/Cote-dIvoire-Togo-September-24-2022-Friendlies-M,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,2022-10-01,Sat,Premier League,Matchweek 9,Home,W 2–0,West Ham,Wolves,Y,LW,33,0,0,0,0,1.0,0.0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.0,6.0,0.0,0.0,0.0,/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League,1.0,0.6666666666666666,0.5111111111111112
