,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,2023-03-03,Fri,PL2 — Div. 1,Matchweek 21,Home,L 1–5,West Ham United,Manchester City,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f4f9f788/West-Ham-United-U21-Manchester-City-U21-March-3-2023-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,2023-03-09,Thu,Conf Lg,Round of 16,Away,W 2–0,eng West Ham,cy AÉK Lárnaka,N,LW,9,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,7.0,7.0,100.0,1.0,6.0,1.0,1.0,1.0,/en/matches/e95ea2cf/AEK-Larnaka-West-Ham-United-March-9-2023-Europa-Conference-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,2023-03-12,Sun,Premier League,Matchweek 27,Home,D 1–1,West Ham,Aston Villa,N,FW,5,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,/en/matches/df6f054e/West-Ham-United-Aston-Villa-March-12-2023-Premier-League,0.5,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,2023-03-16,Thu,Conf Lg,Round of 16,Home,W 4–0,eng West Ham,cy AÉK Lárnaka,N,"LW,DM",37,0,0,0,0,2.0,0.0,0,0,29.0,2.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,15.0,20.0,75.0,1.0,21.0,3.0,0.0,0.0,/en/matches/021e8f6f/West-Ham-United-AEK-Larnaka-March-16-2023-Europa-Conference-League,1.0,0.5,0.5
14,14,14,14,14,14,14,14,2023-04-05,Wed,Premier League,Matchweek 7,Home,L 1–5,West Ham,Newcastle Utd,N,LW,28,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,83.3,2.0,11.0,1.0,1.0,1.0,/en/matches/4a87012d/West-Ham-United-Newcastle-United-April-5-2023-Premier-League,0.0,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,2023-04-08,Sat,Premier League,Matchweek 30,Away,W 1–0,West Ham,Fulham,N,FW,1,0,0,0,0,1.0,1.0,0,0,3.0,1.0,0.0,0.0,0.5,0.5,0.1,2.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,0.0,0.0,/en/matches/0ba42648/Fulham-West-Ham-United-April-8-2023-Premier-League,1.0,0.5,0.5
16,16,16,16,16,16,16,16,2023-04-16,Sun,Premier League,Matchweek 31,Home,D 2–2,West Ham,Arsenal,N,FW,4,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/3120ba0d/West-Ham-United-Arsenal-April-16-2023-Premier-League,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,2023-04-20,Thu,Conf Lg,Quarter-finals,Home,W 4–1,eng West Ham,be Gent,N,RW,13,0,0,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,7.0,0.0,1.0,0.0,/en/matches/ca66c615/West-Ham-United-Gent-April-20-2023-Europa-Conference-League,1.0,0.5,0.5
18,18,18,18,18,18,18,18,2023-04-23,Sun,Premier League,Matchweek 32,Away,W 4–0,West Ham,Bournemouth,N,LW,15,0,0,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,71.4,0.0,8.0,4.0,1.0,1.0,/en/matches/3306d30f/Bournemouth-West-Ham-United-April-23-2023-Premier-League,1.0,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,2023-04-26,Wed,Premier League,Matchweek 33,Home,L 1–2,West Ham,Liverpool,N,LW,21,0,0,0,0,1.0,0.0,0,0,10.0,0.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,3.0,5.0,60.0,0.0,4.0,1.0,0.0,0.0,/en/matches/f2f795ae/West-Ham-United-Liverpool-April-26-2023-Premier-League,0.0,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,2023-04-29,Sat,Premier League,Matchweek 34,Away,L 3–4,West Ham,Crystal Palace,N,FW,2,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,1.0,0.0,/en/matches/4ec72d3b/Crystal-Palace-West-Ham-United-April-29-2023-Premier-League,0.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,2023-05-14,Sun,Premier League,Matchweek 36,Away,L 0–2,West Ham,Brentford,Y,LW,58,0,0,0,0,0.0,0.0,0,0,34.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,65.2,1.0,14.0,0.0,1.0,0.0,/en/matches/9a41c925/Brentford-West-Ham-United-May-14-2023-Premier-League,0.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,2023-05-28,Sun,Premier League,Matchweek 38,Away,L 1–2,West Ham,Leicester City,N,LW,20,0,0,0,0,2.0,0.0,0,0,19.0,0.0,0.0,3.0,0.1,0.1,0.0,0.0,0.0,13.0,13.0,100.0,0.0,15.0,0.0,0.0,0.0,/en/matches/a96c9915/Leicester-City-West-Ham-United-May-28-2023-Premier-League,0.0,0.0,0.5
