,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Fulham,Everton,Y,CB,90,0,0,0,0,0,0,0,0,76,0,0,0,0.0,0.0,0.0,0,0,62,70,88.6,5,59,1,0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,1192,462,0.0,0,6,0,0,68,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,11,0,,0,,0,0,0,55,0,0,0,0,0,0,6,3,60.0
1,2023-08-19,Sat,Premier League,Matchweek 2,Home,L 0–3,Fulham,Brentford,Y*,CB,63,0,0,0,0,0,0,2,1,58,0,1,1,0.0,0.0,0.0,0,0,47,51,92.2,1,37,2,0,https://fbref.com/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,939,272,0.0,0,3,0,0,46,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,3,0,9,1,,0,,0,0,0,41,0,1,2,0,1,0,4,1,50.0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-29,Tue,EFL Cup,Second round,Home,D 1 (5)–1 (3),Fulham,Tottenham,Y,CB,120,0,0,0,0,0,0,0,0,,,6,,,,,,,,,,,,,,https://fbref.com/en/matches/2ec5a2ca/Fulham-Tottenham-Hotspur-August-29-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
4,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–5,Fulham,Manchester City,Y,CB,90,1,0,0,0,1,1,0,0,62,1,3,0,1.0,1.0,0.0,0,0,45,54,83.3,4,32,0,1,https://fbref.com/en/matches/88066bdf/Manchester-City-Fulham-September-2-2023-Premier-League,862,380,0.0,0,3,0,0,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.0,1,0,4,3,1,6,2,100.0,0,0.0,1,1,0,37,1,0,0,0,0,0,11,1,100.0
5,2023-09-09,Sat,Friendlies (M),Friendlies (M),Home,W 3–0,us United States,uz Uzbekistan,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/66385fb9/United-States-Uzbekistan-September-9-2023-Friendlies-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
6,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Fulham,Luton Town,Y*,CB,90,0,0,0,0,0,0,0,0,155,3,0,0,0.0,0.0,0.0,1,0,140,148,94.6,13,115,3,0,https://fbref.com/en/matches/48b1bdc7/Fulham-Luton-Town-September-16-2023-Premier-League,2815,873,0.1,0,18,1,0,146,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,100.0,0,0,3,3,0,7,2,0.0,1,100.0,0,0,0,129,0,0,0,0,0,0,8,2,40.0
7,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 0–0,Fulham,Crystal Palace,Y*,CB,90,0,0,0,0,0,0,1,0,71,3,0,0,0.0,0.0,0.0,0,0,51,59,86.4,8,39,4,0,https://fbref.com/en/matches/cf0b2b19/Crystal-Palace-Fulham-September-23-2023-Premier-League,1104,337,0.0,0,5,0,0,59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.0,1,0,3,4,0,5,0,,0,,0,2,0,44,0,0,3,0,0,0,5,0,0.0
8,2023-09-27,Wed,EFL Cup,Third round,Home,W 2–1,Fulham,Norwich City,N,,8,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/a83ae0f3/Fulham-Norwich-City-September-27-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
9,2023-10-02,Mon,Premier League,Matchweek 7,Home,L 0–2,Fulham,Chelsea,Y*,CB,90,0,0,0,0,0,0,0,0,85,1,1,1,0.0,0.0,0.0,1,0,71,79,89.9,3,52,0,0,https://fbref.com/en/matches/c9787e60/Fulham-Chelsea-October-2-2023-Premier-League,1360,570,0.0,0,6,0,0,73,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,2,1,2,3,1,10,1,,0,,0,0,0,64,0,0,0,0,0,0,4,3,75.0
10,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–1,Fulham,Sheffield Utd,Y*,CB,90,0,0,0,0,0,0,0,0,66,4,1,2,0.0,0.0,0.0,1,0,45,56,80.4,1,36,0,0,https://fbref.com/en/matches/ffc59ea8/Fulham-Sheffield-United-October-7-2023-Premier-League,1003,325,0.0,0,2,0,0,50,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,100.0,0,2,5,2,0,9,0,,0,,0,0,1,32,1,0,0,0,0,0,7,3,60.0
