,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-16,Thu,Europa Lg,Group stage,Away,W 2–0,eng West Ham,hr Dinamo Zagreb,Y,CB,90,0,0,0,0,0,0,0,0,54.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,40.0,47.0,85.1,2.0,40.0,0.0,0.0,0.0,/en/matches/e7e7f198/Dinamo-Zagreb-West-Ham-United-September-16-2021-Europa-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-22,Wed,EFL Cup,Third round,Away,W 1–0,West Ham,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/6cb102d3/Manchester-United-West-Ham-United-September-22-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-30,Thu,Europa Lg,Group stage,Home,W 2–0,eng West Ham,at Rapid Wien,Y,CB,90,0,0,0,0,1,0,1,0,63.0,4.0,1,1.0,0.2,0.2,0.0,1.0,0.0,48.0,53.0,90.6,1.0,38.0,0.0,0.0,0.0,/en/matches/d2ff6580/West-Ham-United-Rapid-Wien-September-30-2021-Europa-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-10-21,Thu,Europa Lg,Group stage,Home,W 3–0,eng West Ham,be Genk,Y,CB,90,1,0,0,0,1,1,0,0,65.0,0.0,0,1.0,0.3,0.3,0.0,0.0,0.0,56.0,62.0,90.3,3.0,50.0,0.0,0.0,0.0,/en/matches/0134a1bd/West-Ham-United-Genk-October-21-2021-Europa-League,1.0,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-27,Wed,EFL Cup,Fourth round,Home,D 0 (5)–0 (3),West Ham,Manchester City,Y,CB,120,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4cc7cf93/West-Ham-United-Manchester-City-October-27-2021-EFL-Cup,0.5,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-11-04,Thu,Europa Lg,Group stage,Away,D 2–2,eng West Ham,be Genk,Y,CB,90,0,0,0,0,1,0,0,0,60.0,4.0,1,0.0,0.3,0.3,0.1,1.0,0.0,46.0,53.0,86.8,2.0,41.0,0.0,0.0,0.0,/en/matches/f5da596e/Genk-West-Ham-United-November-4-2021-Europa-League,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-11-25,Thu,Europa Lg,Group stage,Away,W 2–0,eng West Ham,at Rapid Wien,Y,CB,90,0,0,0,0,0,0,0,0,89.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,76.0,77.0,98.7,2.0,64.0,1.0,0.0,0.0,/en/matches/7785059b/Rapid-Wien-West-Ham-United-November-25-2021-Europa-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-12-04,Sat,Premier League,Matchweek 15,Home,W 3–2,West Ham,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,41.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,33.0,35.0,94.3,0.0,23.0,0.0,0.0,0.0,/en/matches/776aa8ab/West-Ham-United-Chelsea-December-4-2021-Premier-League,1.0,0.6666666666666666,0.8333333333333334
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-12-12,Sun,Premier League,Matchweek 16,Away,D 0–0,West Ham,Burnley,Y,CB,90,0,0,0,0,1,1,0,0,41.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,73.5,0.0,18.0,0.0,0.0,0.0,/en/matches/6d236ce6/Burnley-West-Ham-United-December-12-2021-Premier-League,0.5,0.8333333333333334,0.3452380952380952
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-12-15,Wed,Premier League,Matchweek 17,Away,L 0–2,West Ham,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,54.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,80.4,0.0,32.0,0.0,0.0,0.0,/en/matches/3f1ff3a5/Arsenal-West-Ham-United-December-15-2021-Premier-League,0.0,0.8333333333333334,0.3809523809523809
10,10,10,10,10,10,10,10,10,10,10,10,10,2021-12-22,Wed,EFL Cup,Quarter-finals,Away,L 1–2,West Ham,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/6981927c/Tottenham-Hotspur-West-Ham-United-December-22-2021-EFL-Cup,0.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,2021-12-26,Sun,Premier League,Matchweek 19,Home,L 2–3,West Ham,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,46.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,86.5,2.0,18.0,0.0,0.0,0.0,/en/matches/36a056cf/West-Ham-United-Southampton-December-26-2021-Premier-League,0.0,0.1666666666666666,0.4166666666666666
12,12,12,12,12,12,12,12,12,12,12,12,12,2021-12-28,Tue,Premier League,Matchweek 20,Away,W 4–1,West Ham,Watford,Y,CB,90,0,0,0,0,0,0,0,0,53.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,38.0,47.0,80.9,3.0,29.0,0.0,0.0,0.0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,1.0,0.0,0.0476190476190476
13,13,13,13,13,13,13,13,13,13,13,13,13,2022-01-01,Sat,Premier League,Matchweek 21,Away,W 3–2,West Ham,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,24.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,72.2,0.0,10.0,0.0,0.0,0.0,/en/matches/b0b5cba6/Crystal-Palace-West-Ham-United-January-1-2022-Premier-League,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,2022-01-09,Sun,FA Cup,Third round proper,Home,W 2–0,West Ham,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/b5e5de2f/West-Ham-United-Leeds-United-January-9-2022-FA-Cup,1.0,0.6666666666666666,0.5
