,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-15,Tue,EFL Cup,Second round,Away,W 3–1,Aston Villa,Burton Albion,Y,FW,79,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/84027e41/Burton-Albion-Aston-Villa-September-15-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-24,Thu,EFL Cup,Third round,Away,W 3–0,Aston Villa,Bristol City,Y,FW,90,1,0,0,0,8,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c92b74a3/Bristol-City-Aston-Villa-September-24-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,Y,FW,90,0,0,0,0,6,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8f27b32d/Aston-Villa-Stoke-City-October-1-2020-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-11-08,Sun,Premier League,Matchweek 8,Away,W 3–0,Aston Villa,Arsenal,N,RW,3,0,0,0,0,0,0,0,0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,/en/matches/90fd3597/Arsenal-Aston-Villa-November-8-2020-Premier-League,1.0,0.6666666666666666,0.75
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Aston Villa,Brighton,N,RW,17,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,9.0,14.0,64.3,3.0,12.0,0.0,2.0,1.0,/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League,0.0,0.6666666666666666,0.3333333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-30,Mon,Premier League,Matchweek 10,Away,L 1–2,Aston Villa,West Ham,N,LW,17,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,4.0,1.0,1.0,1.0,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,0.0,0.3333333333333333,0.7142857142857143
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-12,Sat,Premier League,Matchweek 12,Away,W 1–0,Aston Villa,Wolves,N,RW,16,1,0,1,1,0,0,0,0,6.0,0.0,0,0.0,0.8,0.0,0.0,1.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,0.0,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,1.0,0.3333333333333333,0.4861111111111111
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-17,Thu,Premier League,Matchweek 13,Home,D 0–0,Aston Villa,Burnley,Y,LW,90,0,0,0,0,8,3,0,0,45.0,0.0,0,1.0,0.4,0.4,0.2,10.0,0.0,23.0,31.0,74.2,2.0,31.0,6.0,5.0,4.0,/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League,0.5,0.3333333333333333,0.5833333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-20,Sun,Premier League,Matchweek 14,Away,W 3–0,Aston Villa,West Brom,Y,LW,90,2,0,1,1,7,5,0,0,54.0,0.0,0,0.0,1.6,0.8,0.0,5.0,0.0,29.0,41.0,70.7,5.0,36.0,4.0,2.0,2.0,/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,1.0,0.5,0.2142857142857141
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-26,Sat,Premier League,Matchweek 15,Home,W 3–0,Aston Villa,Crystal Palace,Y,"LW,RW",85,1,0,0,0,5,4,0,0,56.0,0.0,2,0.0,1.0,1.0,0.2,5.0,0.0,23.0,42.0,54.8,0.0,34.0,6.0,8.0,6.0,/en/matches/537b6ef8/Aston-Villa-Crystal-Palace-December-26-2020-Premier-League,1.0,0.8333333333333334,0.3571428571428571
