,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-08-23,Tue,EFL Cup,Second round,Away,D 2 (5)–2 (3),Bournemouth,Norwich City,Y,AM,120,1,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b44a73fc/Norwich-City-Bournemouth-August-23-2022-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 0–9,Bournemouth,Liverpool,N,CM,9,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,0.0,1.0,0.0,/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,0.0,0.5,0.3854166666666666
2,2,2,2,2,2022-11-08,Tue,EFL Cup,Third round,Home,W 4–1,Bournemouth,Everton,N,,25,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9900f678/Bournemouth-Everton-November-8-2022-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,2023-02-19,Sun,Superliga,Regular season,Away,D 1–1,Nordsjælland,Lyngby,Y,FW,84,0,1,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a819fb73/Lyngby-Nordsjaelland-February-19-2023-Superliga,0.5,0.5,0.5
4,4,4,4,4,2023-02-24,Fri,Superliga,Regular season,Home,W 4–2,Nordsjælland,Odense,Y,FW,86,1,0,0,0,7,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/57649c8c/Nordsjaelland-Odense-February-24-2023-Superliga,1.0,0.5,0.5
5,5,5,5,5,2023-03-05,Sun,Superliga,Regular season,Away,L 1–2,Nordsjælland,Silkeborg,Y,FW,90,1,0,0,0,4,3,0,0,,,1,,,,,,,,,,,,,,,/en/matches/f94bd996/Silkeborg-Nordsjaelland-March-5-2023-Superliga,0.0,0.8333333333333334,0.5
6,6,6,6,6,2023-03-19,Sun,Superliga,Regular season,Home,W 2–1,Nordsjælland,Brøndby,Y,FW,90,0,0,0,0,5,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/141b6a10/Nordsjaelland-Brondby-March-19-2023-Superliga,1.0,0.5,0.5
7,7,7,7,7,2023-04-17,Mon,Superliga,Relegation round,Away,D 1–1,Nordsjælland,Randers,N,,22,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ebc7be78/Randers-Nordsjaelland-April-17-2023-Superliga,0.5,0.6666666666666666,0.5
8,8,8,8,8,2023-04-23,Sun,Superliga,Relegation round,Away,L 0–1,Nordsjælland,Viborg,Y,FW,58,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f94f4e86/Viborg-Nordsjaelland-April-23-2023-Superliga,0.0,0.5,0.5
9,9,9,9,9,2023-04-30,Sun,Superliga,Relegation round,Home,L 0–1,Nordsjælland,AGF,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3807386b/Nordsjaelland-AGF-April-30-2023-Superliga,0.0,0.5,0.5
10,10,10,10,10,2023-05-08,Mon,Superliga,Relegation round,Home,W 3–2,Nordsjælland,FC Copenhagen,N,,1,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/9afe54c4/Nordsjaelland-FC-Copenhagen-May-8-2023-Superliga,1.0,0.1666666666666666,0.5
