,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,Sun,Premier League,Matchweek 1,Home,L 2–4,Newcastle Utd,West Ham,Y,CB,90,0,0,0,0,3,0,0,0,62.0,0.0,0,1.0,0.3,0.3,0.0,2.0,0.0,35.0,49.0,71.4,3.0,26.0,1.0,0.0,0.0,/en/matches/41091264/Newcastle-United-West-Ham-United-August-15-2021-Premier-League,0.0,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-25,Wed,EFL Cup,Second round,Home,D 0 (3)–0 (4),Newcastle Utd,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-11,Sat,Premier League,Matchweek 4,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,CB,83,0,0,0,0,0,0,0,0,41.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,28.0,34.0,82.4,0.0,23.0,0.0,0.0,0.0,/en/matches/7794fd6c/Manchester-United-Newcastle-United-September-11-2021-Premier-League,0.0,0.5,0.75
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-17,Fri,Premier League,Matchweek 5,Home,D 1–1,Newcastle Utd,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,33.0,1.0,2,2.0,0.0,0.0,0.0,1.0,0.0,14.0,23.0,60.9,1.0,15.0,0.0,0.0,0.0,/en/matches/aad7d38a/Newcastle-United-Leeds-United-September-17-2021-Premier-League,0.5,0.1666666666666666,0.4642857142857142
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 1–1,Newcastle Utd,Watford,Y,CB,90,0,0,0,0,2,0,0,0,41.0,2.0,1,1.0,0.7,0.7,0.0,0.0,0.0,22.0,30.0,73.3,2.0,16.0,0.0,1.0,1.0,/en/matches/70fda3e9/Watford-Newcastle-United-September-25-2021-Premier-League,0.5,0.3333333333333333,0.5333333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 1–2,Newcastle Utd,Wolves,Y,CB,90,0,0,0,0,0,0,1,0,48.0,3.0,1,2.0,0.0,0.0,0.0,0.0,0.0,33.0,40.0,82.5,2.0,32.0,0.0,2.0,1.0,/en/matches/00dcbdaa/Wolverhampton-Wanderers-Newcastle-United-October-2-2021-Premier-League,0.0,0.3333333333333333,0.5897435897435898
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-17,Sun,Premier League,Matchweek 8,Home,L 2–3,Newcastle Utd,Tottenham,Y,CB,90,0,0,0,0,1,0,1,0,47.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,86.5,4.0,25.0,0.0,0.0,0.0,/en/matches/4bd69343/Newcastle-United-Tottenham-Hotspur-October-17-2021-Premier-League,0.0,0.3333333333333333,0.7575757575757577
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 1–1,Newcastle Utd,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,27.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,52.6,0.0,6.0,1.0,0.0,0.0,/en/matches/4d1b6f6f/Crystal-Palace-Newcastle-United-October-23-2021-Premier-League,0.5,0.1666666666666666,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-30,Sat,Premier League,Matchweek 10,Home,L 0–3,Newcastle Utd,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,20.0,1.0,3,2.0,0.0,0.0,0.1,1.0,0.0,6.0,11.0,54.5,0.0,6.0,0.0,1.0,1.0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,0.0,0.1666666666666666,0.8571428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Newcastle Utd,Brighton,Y,CB,90,0,1,0,0,0,0,0,0,54.0,2.0,1,2.0,0.0,0.0,0.2,2.0,1.0,37.0,46.0,80.4,2.0,29.0,0.0,0.0,0.0,/en/matches/10d11999/Brighton-and-Hove-Albion-Newcastle-United-November-6-2021-Premier-League,0.5,0.1666666666666666,0.3809523809523809
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-20,Sat,Premier League,Matchweek 12,Home,D 3–3,Newcastle Utd,Brentford,Y,CB,90,0,0,0,0,1,1,0,0,36.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,28.0,34.0,82.4,2.0,17.0,0.0,1.0,1.0,/en/matches/adbf56bc/Newcastle-United-Brentford-November-20-2021-Premier-League,0.5,0.3333333333333333,0.3452380952380953
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-30,Tue,Premier League,Matchweek 14,Home,D 1–1,Newcastle Utd,Norwich City,Y,CB,8,0,0,0,0,0,0,0,1,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,85.7,0.0,11.0,0.0,0.0,0.0,/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League,0.5,0.3333333333333333,0.7023809523809524
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-12-19,Sun,Premier League,Matchweek 18,Home,L 0–4,Newcastle Utd,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,36.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,100.0,1.0,23.0,0.0,0.0,0.0,/en/matches/4d9bcee9/Newcastle-United-Manchester-City-December-19-2021-Premier-League,0.0,0.5,0.7857142857142856
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-01-22,Sat,Premier League,Matchweek 23,Away,W 1–0,Newcastle Utd,Leeds United,N,CB,23,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/07df6328/Leeds-United-Newcastle-United-January-22-2022-Premier-League,1.0,0.3333333333333333,0.5
