,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sun,Premier League,Matchweek 1,Away,W 4–2,West Ham,Newcastle Utd,Y,LB,90,1,0,0,0,2,1,0,0,96,4,1,2,0.1,0.1,0.1,2,0,69,81,85.2,7,53,2,1,0,Match Report
1,Mon,Premier League,Matchweek 2,Home,W 4–1,West Ham,Leicester City,Y,LB,90,0,0,0,0,1,0,0,0,81,1,0,1,0.1,0.1,0.0,2,1,64,77,83.1,8,50,1,0,0,Match Report
2,Sat,Premier League,Matchweek 3,Home,D 2–2,West Ham,Crystal Palace,Y,LB,90,0,0,0,0,0,0,0,0,74,3,2,1,0.0,0.0,0.1,2,0,45,65,69.2,7,33,0,1,0,Match Report
3,Sat,Premier League,Matchweek 4,Away,D 0–0,West Ham,Southampton,Y,LB,90,0,0,0,0,2,0,0,0,72,0,1,0,0.1,0.1,0.1,4,0,58,67,86.6,7,40,0,0,0,Match Report
4,Thu,Europa Lg,Group stage,Away,W 2–0,eng West Ham,hr Dinamo Zagreb,Y,"LB,CB",90,0,0,0,0,0,0,0,0,91,0,0,1,0.0,0.0,0.0,2,0,74,88,84.1,7,58,3,1,0,Match Report
5,Sun,Premier League,Matchweek 5,Home,L 1–2,West Ham,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,67,0,0,0,0.0,0.0,0.2,2,0,50,62,80.6,4,44,4,1,1,Match Report
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat,Premier League,Matchweek 6,Away,W 2–1,West Ham,Leeds United,Y,LB,90,0,0,0,0,2,1,0,0,58,1,0,2,0.1,0.1,0.1,3,0,36,52,69.2,4,29,1,0,0,Match Report
8,Thu,Europa Lg,Group stage,Home,W 2–0,eng West Ham,at Rapid Wien,Y,LB,90,0,0,0,0,0,0,0,0,94,2,1,0,0.0,0.0,0.5,3,0,68,88,77.3,7,50,4,1,0,Match Report
9,Sun,Premier League,Matchweek 7,Home,L 1–2,West Ham,Brentford,Y,LB,90,0,0,0,0,0,0,0,0,95,0,1,1,0.0,0.0,0.2,5,1,73,95,76.8,15,58,7,0,0,Match Report
10,Sun,Premier League,Matchweek 8,Away,W 1–0,West Ham,Everton,Y,LB,90,0,0,0,0,0,0,0,0,118,1,1,0,0.0,0.0,0.0,0,0,78,111,70.3,12,62,2,0,0,Match Report
11,Thu,Europa Lg,Group stage,Home,W 3–0,eng West Ham,be Genk,Y,LB,66,0,2,0,0,1,0,0,0,83,1,1,0,0.1,0.1,0.4,2,2,52,71,73.2,7,61,4,1,0,Match Report
12,Sun,Premier League,Matchweek 9,Home,W 1–0,West Ham,Tottenham,Y,LB,90,0,1,0,0,0,0,0,0,70,2,1,2,0.0,0.0,0.3,2,1,44,62,71.0,4,41,1,0,0,Match Report
13,Wed,EFL Cup,Fourth round,Home,D 0 (5)–0 (3),West Ham,Manchester City,Y,LB,120,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
14,Sun,Premier League,Matchweek 10,Away,W 4–1,West Ham,Aston Villa,Y,LB,90,0,0,0,0,1,0,0,0,71,1,1,0,0.1,0.1,0.1,4,0,58,66,87.9,8,26,0,0,0,Match Report
15,Thu,Europa Lg,Group stage,Away,D 2–2,eng West Ham,be Genk,Y,LB,90,0,0,0,0,0,0,0,0,79,1,1,0,0.0,0.0,1.1,6,1,66,76,86.8,5,53,1,0,0,Match Report
16,Sun,Premier League,Matchweek 11,Home,W 3–2,West Ham,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,53,0,2,0,0.0,0.0,0.0,0,0,34,46,73.9,6,21,2,1,1,Match Report
17,Sat,Premier League,Matchweek 12,Away,L 0–1,West Ham,Wolves,Y,LB,90,0,0,0,0,0,0,0,0,93,1,1,2,0.0,0.0,0.2,2,0,66,81,81.5,9,58,5,2,1,Match Report
18,Thu,Europa Lg,Group stage,Away,W 2–0,eng West Ham,at Rapid Wien,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sun,Premier League,Matchweek 13,Away,L 1–2,West Ham,Manchester City,Y,LB,60,0,0,0,0,1,0,0,0,26,0,1,1,0.0,0.0,0.0,0,0,16,19,84.2,3,13,0,0,0,Match Report
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Wed,Premier League,Matchweek 18,Home,W 2–0,West Ham,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,100,0,2,1,0.0,0.0,0.1,2,1,70,91,76.9,7,53,2,5,2,Match Report
22,Sun,Premier League,Matchweek 22,Home,L 2–3,West Ham,Leeds United,Y,"LB,CB",90,0,1,0,0,0,0,0,0,65,2,1,1,0.0,0.0,0.7,7,1,44,60,73.3,3,27,0,1,1,Match Report
23,Sat,Premier League,Matchweek 23,Away,L 0–1,West Ham,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,58,0,2,1,0.0,0.0,0.0,0,0,38,52,73.1,3,27,0,1,0,Match Report
24,Sat,FA Cup,Fourth round proper,Away,W 2–1,West Ham,Kidderminster,N,,58,0,1,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
25,Tue,Premier League,Matchweek 24,Home,W 1–0,West Ham,Watford,Y,LB,90,0,0,0,0,0,0,0,0,95,2,1,1,0.0,0.0,0.1,2,0,67,87,77.0,5,62,2,0,0,Match Report
26,Sun,Premier League,Matchweek 25,Away,D 2–2,West Ham,Leicester City,Y,LB,90,0,0,0,0,1,0,1,0,66,2,1,2,0.2,0.2,0.0,1,0,44,58,75.9,6,42,5,2,1,Match Report
27,Sat,Premier League,Matchweek 26,Home,D 1–1,West Ham,Newcastle Utd,Y,LB,90,0,1,0,0,1,0,0,0,68,0,1,1,0.0,0.0,0.2,1,1,53,64,82.8,8,34,0,0,0,Match Report
