,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,Premier League,Matchweek 1,Home,L 0–2,West Ham,Newcastle Utd,Y*,AM,66,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.1,2,0,38,45,84.4,2,29,0,0,0,Match Report
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sun,Premier League,Matchweek 3,Home,W 4–0,West Ham,Wolves,N,RM,3,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,5,0,0,0,Match Report
3,Wed,EFL Cup,Fourth round,Away,L 1–4,West Ham,Everton,Y*,DM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
4,Sun,Premier League,Matchweek 4,Away,W 3–0,West Ham,Leicester City,N,RM,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Match Report
5,Sun,Premier League,Matchweek 5,Away,D 3–3,West Ham,Tottenham,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat,Premier League,Matchweek 6,Home,D 1–1,West Ham,Manchester City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sun,Premier League,Matchweek 9,Away,W 1–0,West Ham,Sheffield Utd,N,RW,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Match Report
9,Mon,Premier League,Matchweek 10,Home,W 2–1,West Ham,Aston Villa,N,CM,12,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,Match Report
10,Sat,Premier League,Matchweek 11,Home,L 1–3,West Ham,Manchester Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Fri,Premier League,Matchweek 12,Away,W 2–1,West Ham,Leeds United,N,AM,7,0,0,0,0,0,0,1,0,8,0,1,0,0.0,0.0,0.0,1,0,6,6,100.0,0,0,0,0,0,Match Report
12,Wed,Premier League,Matchweek 13,Home,D 1–1,West Ham,Crystal Palace,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Mon,Premier League,Matchweek 14,Away,L 0–3,West Ham,Chelsea,Y*,AM,90,0,0,0,0,0,0,0,0,62,1,2,0,0.0,0.0,0.0,2,0,49,59,83.1,7,43,3,0,0,Match Report
14,Sun,Premier League,Matchweek 15,Home,D 2–2,West Ham,Brighton,Y*,AM,45,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.0,3,0,19,22,86.4,1,14,0,0,0,Match Report
15,Tue,Premier League,Matchweek 16,Away,D 0–0,West Ham,Southampton,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fri,Premier League,Matchweek 17,Away,W 1–0,West Ham,Everton,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Mon,FA Cup,Third round proper,Away,W 1–0,West Ham,Stockport,Y*,DM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
18,Sat,Premier League,Matchweek 19,Home,W 1–0,West Ham,Burnley,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tue,Premier League,Matchweek 18,Home,W 2–1,West Ham,West Brom,N,FW,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,0,0,Match Report
20,Sat,FA Cup,Fourth round proper,Home,W 4–0,West Ham,Doncaster,Y*,DM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
21,Tue,Premier League,Matchweek 20,Away,W 3–2,West Ham,Crystal Palace,N,AM,4,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,7,8,87.5,0,4,0,0,0,Match Report
22,Sun,Premier League,Matchweek 21,Home,L 1–3,West Ham,Liverpool,N,AM,12,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,0,7,0,0,0,Match Report
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sat,Premier League,Matchweek 23,Away,D 0–0,West Ham,Fulham,N,RM,35,0,0,0,0,0,0,0,0,20,0,1,0,0.0,0.0,0.0,0,0,11,15,73.3,1,8,1,0,0,Match Report
25,Tue,FA Cup,Fifth round proper,Away,L 0–1,West Ham,Manchester Utd,Y*,DM,120,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
26,Mon,Premier League,Matchweek 24,Home,W 3–0,West Ham,Sheffield Utd,N,DM,28,0,0,0,0,0,0,0,0,23,0,1,0,0.0,0.0,0.0,0,0,21,22,95.5,0,12,0,0,0,Match Report
