,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Home,W 4–0,Manchester Utd,Chelsea,Y,DM,90,0,0,0,0,0,0,0,0,61.0,2.0,2,3.0,0.0,0.0,0.0,2.0,0.0,39.0,49.0,79.6,3.0,30.0,1.0,1.0,0.0,/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-19,Mon,Premier League,Matchweek 2,Away,D 1–1,Manchester Utd,Wolves,Y,DM,90,0,0,0,0,2,0,0,0,84.0,2.0,1,0.0,0.1,0.1,0.0,0.0,0.0,61.0,74.0,82.4,2.0,44.0,0.0,0.0,0.0,/en/matches/d8a7f871/Wolverhampton-Wanderers-Manchester-United-August-19-2019-Premier-League,0.5,0.5,0.7976190476190477
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 1–2,Manchester Utd,Crystal Palace,Y,DM,84,0,0,0,0,3,0,0,0,66.0,0.0,2,1.0,0.3,0.3,0.1,7.0,0.0,49.0,58.0,84.5,6.0,37.0,1.0,0.0,0.0,/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League,0.0,0.5,0.5119047619047619
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Away,D 1–1,Manchester Utd,Southampton,Y,DM,81,0,1,0,0,1,0,0,0,69.0,2.0,2,4.0,0.0,0.0,0.3,4.0,1.0,42.0,54.0,77.8,7.0,29.0,0.0,1.0,1.0,/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League,0.5,0.5,0.5357142857142858
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-06,Fri,UEFA Euro Qualifying,Group stage,Home,L 1–2,sct Scotland,ru Russia,Y,CM,77,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/ed64a9f4/Scotland-Russia-September-6-2019-UEFA-Euro-Qualifying,0.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-09,Mon,UEFA Euro Qualifying,Group stage,Home,L 0–4,sct Scotland,be Belgium,Y,CM,90,0,0,0,0,1,1,1,0,,,3,,,,,,,,,,,,,,,/en/matches/3e98d971/Scotland-Belgium-September-9-2019-UEFA-Euro-Qualifying,0.0,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester Utd,Leicester City,Y,DM,90,0,0,0,0,0,0,0,0,53.0,2.0,2,0.0,0.0,0.0,0.0,2.0,1.0,31.0,39.0,79.5,7.0,29.0,3.0,6.0,4.0,/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League,1.0,0.1666666666666666,0.769230769230769
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 0–2,Manchester Utd,West Ham,Y,DM,90,0,0,0,0,1,1,0,0,64.0,2.0,1,1.0,0.1,0.1,0.1,3.0,0.0,44.0,52.0,84.6,5.0,31.0,3.0,3.0,3.0,/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League,0.0,0.3333333333333333,0.7023809523809524
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-30,Mon,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Arsenal,Y,DM,90,1,0,0,0,3,1,0,0,53.0,4.0,2,2.0,0.3,0.3,0.0,2.0,0.0,28.0,36.0,77.8,2.0,33.0,2.0,5.0,2.0,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League,0.5,0.3333333333333333,0.8571428571428573
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-03,Thu,Europa Lg,Group stage,Away,D 0–0,eng Manchester Utd,nl AZ Alkmaar,N,RW,8,0,0,0,0,0,0,0,0,5.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,4.0,100.0,1.0,5.0,0.0,0.0,0.0,/en/matches/c7f9121a/AZ-Alkmaar-Manchester-United-October-3-2019-Europa-League,0.5,0.5,0.5
