,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2020-09-19,Sun,Matchweek 5,Away,D 1–1,Fulham,Sheffield Utd,N,AM,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League
1,2020-09-19,Sat,Matchweek 6,Home,L 1–2,Fulham,Crystal Palace,Y,"CM,DM",78,3,1,2,1,0,1,3,33.3,2,1,0,1,1,4,1,0,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League
2,2020-09-19,Mon,Matchweek 7,Home,W 2–0,Fulham,West Brom,Y,DM,45,4,3,3,1,0,1,3,33.3,2,1,0,1,1,5,1,0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League
3,2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2020-09-19,Sun,Matchweek 9,Home,L 2–3,Fulham,Everton,Y,DM,68,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,1,0,/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League
5,2020-09-19,Mon,Matchweek 10,Away,W 2–1,Fulham,Leicester City,N,RM,14,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League
6,2020-09-19,Sat,Matchweek 11,Away,L 0–2,Fulham,Manchester City,N,CM,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/887dfef6/Manchester-City-Fulham-December-5-2020-Premier-League
7,2020-09-19,Sun,Matchweek 12,Home,D 1–1,Fulham,Liverpool,Y,CM,79,3,2,1,1,1,1,1,100.0,0,2,0,2,4,7,2,0,/en/matches/5abb0bd1/Fulham-Liverpool-December-13-2020-Premier-League
8,2020-09-19,Wed,Matchweek 13,Home,D 0–0,Fulham,Brighton,N,CM,29,2,2,1,0,1,0,0,,0,1,0,1,1,3,0,0,/en/matches/eb73d532/Fulham-Brighton-and-Hove-Albion-December-16-2020-Premier-League
9,2020-09-19,Sat,Matchweek 14,Away,D 1–1,Fulham,Newcastle Utd,Y,"CM,DM",90,3,2,1,2,0,0,1,0.0,1,1,0,1,3,6,2,0,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League
10,2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2020-09-19,Wed,Matchweek 18,Home,L 1–2,Fulham,Manchester Utd,N,"DM,CM",12,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,/en/matches/2a3855db/Fulham-Manchester-United-January-20-2021-Premier-League
12,2020-09-19,Wed,Matchweek 20,Away,D 0–0,Fulham,Brighton,N,CM,25,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,/en/matches/ea5464bd/Brighton-and-Hove-Albion-Fulham-January-27-2021-Premier-League
13,2020-09-19,Sat,Matchweek 21,Away,D 2–2,Fulham,West Brom,Y,CM,71,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League
