,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-08-07,Sun,Premier League,Matchweek 1,Home,L 0–2,West Ham,Manchester City,N,"CM,FW",1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/ece62baf/West-Ham-United-Manchester-City-August-7-2022-Premier-League,0.0,0.5,0.4166666666666667
1,1,1,1,1,2022-08-18,Thu,Conf Lg,Play-off round,Home,W 3–1,eng West Ham,dk Viborg,Y,CM,83,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3d017f98/West-Ham-United-Viborg-August-18-2022-Europa-Conference-League,1.0,0.5,0.5
2,2,2,2,2,2022-08-25,Thu,Conf Lg,Play-off round,Away,W 3–0,eng West Ham,dk Viborg,N,,23,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/186dcc75/Viborg-West-Ham-United-August-25-2022-Europa-Conference-League,1.0,0.5,0.5
3,3,3,3,3,2022-09-15,Thu,Conf Lg,Group stage,Away,W 3–2,eng West Ham,dk Silkeborg,N,CM,1,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/c48dba9f/Silkeborg-West-Ham-United-September-15-2022-Europa-Conference-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,2022-10-27,Thu,Conf Lg,Group stage,Home,W 1–0,eng West Ham,dk Silkeborg,Y,CM,82,0,0,0,0,1.0,0.0,1,0,67.0,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,57.0,62.0,91.9,6.0,35.0,2.0,0.0,0.0,/en/matches/2a93e308/West-Ham-United-Silkeborg-October-27-2022-Europa-Conference-League,1.0,1.0,0.5
5,5,5,5,5,2022-11-03,Thu,Conf Lg,Group stage,Away,W 3–0,eng West Ham,ro FCSB,Y,CM,90,0,0,0,0,1.0,0.0,0,0,83.0,2.0,4.0,1.0,0.0,0.0,0.1,3.0,1.0,64.0,72.0,88.9,7.0,44.0,2.0,0.0,0.0,/en/matches/f7665df4/FCSB-West-Ham-United-November-3-2022-Europa-Conference-League,1.0,1.0,0.5
6,6,6,6,6,2022-11-09,Wed,EFL Cup,Third round,Home,D 2 (9)–2 (10),West Ham,Blackburn,Y,CM,64,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/491550ae/West-Ham-United-Blackburn-Rovers-November-9-2022-EFL-Cup,0.5,1.0,0.5
7,7,7,7,7,2023-02-04,Sat,Championship,Matchweek 30,Home,D 0–0,Rotherham Utd,Sheffield Utd,Y,CM,90,0,0,0,0,0.0,0.0,0,0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,61.1,4.0,19.0,0.0,0.0,0.0,/en/matches/736d1de7/Rotherham-United-Sheffield-United-February-4-2023-Championship,0.5,0.8333333333333334,0.5
8,8,8,8,8,2023-02-11,Sat,Championship,Matchweek 31,Away,D 0–0,Rotherham Utd,Blackpool,Y,CM,90,0,0,0,0,1.0,0.0,0,0,58.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,0.0,31.0,51.0,60.8,4.0,16.0,0.0,0.0,0.0,/en/matches/4001fe71/Blackpool-Rotherham-United-February-11-2023-Championship,0.5,0.6666666666666666,0.5
9,9,9,9,9,2023-02-14,Tue,Championship,Matchweek 32,Away,L 1–2,Rotherham Utd,Reading,Y,CM,90,0,1,0,0,0.0,0.0,0,0,59.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,33.0,49.0,67.3,4.0,25.0,2.0,2.0,1.0,/en/matches/ac764429/Reading-Rotherham-United-February-14-2023-Championship,0.0,0.5,0.5
