,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Manchester City,Liverpool,N,,32,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a0579b11/Liverpool-Manchester-City-August-4-2019-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 5–0,Manchester City,West Ham,N,AM,11,0,0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,8.0,0.0,0.0,0.0,/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y,CM,90,0,0,0,0,3,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,N,LM,1,1,0,0,0,1,1,0,0,5.0,2.0,0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-10-19,Sat,Premier League,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,N,LM,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,1.0,1.0,0.7857142857142857
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–1,eng Manchester City,it Atalanta,Y,AM,81,0,1,0,0,0,0,2,1,46.0,0.0,0,2.0,0.0,0.0,1.9,7.0,2.0,36.0,40.0,90.0,3.0,37.0,1.0,3.0,3.0,/en/matches/a84fbb10/Manchester-City-Atalanta-October-22-2019-Champions-League,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,N,DM,15,0,0,0,0,2,2,0,0,23.0,2.0,0,0.0,0.1,0.1,0.2,5.0,0.0,18.0,20.0,90.0,1.0,18.0,1.0,2.0,2.0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,1.0,1.0,0.858974358974359
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton,Y,CM,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,1.0,1.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–1,Manchester City,Southampton,N,"RM,CM",7,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,100.0,2.0,4.0,0.0,0.0,0.0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,1.0,1.0,0.2738095238095237
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-23,Sat,Premier League,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,N,"AM,LM",24,0,0,0,0,2,1,0,0,13.0,1.0,0,1.0,0.1,0.1,0.0,2.0,0.0,8.0,10.0,80.0,1.0,11.0,0.0,0.0,0.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,1.0,1.0,0.8571428571428573
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-11-26,Tue,Champions Lg,Group stage,Home,D 1–1,eng Manchester City,ua Shakhtar,N,LM,15,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,2.0,11.0,0.0,0.0,0.0,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,0.5,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-11-30,Sat,Premier League,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,N,"LM,LW",21,0,0,0,0,0,0,0,0,13.0,0.0,0,1.0,0.0,0.0,0.0,4.0,1.0,9.0,10.0,90.0,5.0,11.0,0.0,1.0,0.0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,0.5,0.8333333333333334,0.5512820512820513
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-03,Tue,Premier League,Matchweek 15,Away,W 4–1,Manchester City,Burnley,N,RM,11,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,85.7,2.0,6.0,0.0,1.0,1.0,/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,1.0,0.6666666666666666,0.5476190476190477
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-12-11,Wed,Champions Lg,Group stage,Away,W 4–1,eng Manchester City,hr Dinamo Zagreb,Y,"LM,LW",90,1,1,0,0,4,1,0,0,94.0,2.0,1,0.0,0.7,0.7,1.1,7.0,2.0,72.0,79.0,91.1,12.0,71.0,5.0,6.0,5.0,/en/matches/06664f7a/Dinamo-Zagreb-Manchester-City-December-11-2019-Champions-League,1.0,0.6666666666666666,0.5
