,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,La Liga,Matchweek 1,Away,D 0–0,Barcelona,Getafe,N,CM,12,0,0,0,0,2,0,0,0,16.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,9.0,12.0,75.0,2.0,12.0,1.0,2.0,1.0,/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,La Liga,Matchweek 2,Home,W 2–0,Barcelona,Cádiz,N,"AM,LW",23,0,0,0,0,3,1,0,0,19.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,14.0,14.0,100.0,1.0,14.0,3.0,1.0,0.0,/en/matches/312852e3/Barcelona-Cadiz-August-20-2023-La-Liga,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,La Liga,Matchweek 3,Away,W 4–3,Barcelona,Villarreal,N,LW,15,0,0,0,0,2,0,0,0,7.0,0.0,0,0.0,0.3,0.3,0.0,1.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,0.0,0.0,/en/matches/b10c7abc/Villarreal-Barcelona-August-27-2023-La-Liga,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Brighton,Manchester Utd,N,AM,27,0,0,0,0,2,2,0,0,14.0,0.0,0,2.0,0.5,0.5,0.0,2.0,0.0,8.0,9.0,88.9,4.0,8.0,1.0,1.0,0.0,/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,1.0,0.8333333333333334,0.4895833333333333
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-21,Thu,Europa Lg,Group stage,Home,L 2–3,eng Brighton,gr AEK Athens,Y,AM,90,0,0,0,0,1,1,0,0,49.0,0.0,1,1.0,0.0,0.0,0.0,6.0,0.0,41.0,44.0,93.2,5.0,42.0,0.0,2.0,1.0,/en/matches/8aebde7a/Brighton-and-Hove-Albion-AEK-Athens-September-21-2023-Europa-League,0.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Brighton,Bournemouth,N,AM,45,0,0,0,0,2,0,0,0,28.0,1.0,0,1.0,0.6,0.6,0.0,2.0,1.0,21.0,21.0,100.0,3.0,19.0,0.0,1.0,0.0,/en/matches/5593f16c/Brighton-and-Hove-Albion-Bournemouth-September-24-2023-Premier-League,1.0,0.6666666666666666,0.53125
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-27,Wed,EFL Cup,Third round,Away,L 0–1,Brighton,Chelsea,Y,AM,45,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4761dbfb/Chelsea-Brighton-and-Hove-Albion-September-27-2023-EFL-Cup,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–6,Brighton,Aston Villa,N,FW,45,1,0,0,0,4,1,1,0,18.0,1.0,0,0.0,0.7,0.7,0.0,2.0,0.0,9.0,10.0,90.0,3.0,12.0,3.0,1.0,0.0,/en/matches/2df9a3a1/Aston-Villa-Brighton-and-Hove-Albion-September-30-2023-Premier-League,0.0,0.3333333333333333,0.3928571428571428
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-05,Thu,Europa Lg,Group stage,Away,D 2–2,eng Brighton,fr Marseille,Y,AM,65,0,0,0,0,1,1,0,0,28.0,1.0,0,2.0,0.1,0.1,0.1,1.0,0.0,15.0,17.0,88.2,2.0,17.0,0.0,1.0,0.0,/en/matches/6e5bc2fb/Marseille-Brighton-and-Hove-Albion-October-5-2023-Europa-League,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,Brighton,Liverpool,N,AM,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,0.5,0.1666666666666666,0.7142857142857142
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-15,Sun,Euro Qualifying,Group stage,Away,W 1–0,es Spain,no Norway,Y,FW,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9d087fa7/Norway-Spain-October-15-2023-Euro-Qualifying,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 1–2,Brighton,Manchester City,N,AM,25,1,0,0,0,1,1,0,0,17.0,0.0,0,0.0,0.2,0.2,0.3,3.0,1.0,11.0,15.0,73.3,4.0,13.0,2.0,0.0,0.0,/en/matches/b782a834/Manchester-City-Brighton-and-Hove-Albion-October-21-2023-Premier-League,0.0,0.6666666666666666,0.5952380952380951
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-26,Thu,Europa Lg,Group stage,Home,W 2–0,eng Brighton,nl Ajax,Y,FW,63,1,0,0,0,3,1,0,0,27.0,0.0,0,1.0,0.2,0.2,0.0,0.0,0.0,19.0,22.0,86.4,1.0,21.0,1.0,0.0,0.0,/en/matches/cd2c07a6/Brighton-and-Hove-Albion-Ajax-October-26-2023-Europa-League,1.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-10-29,Sun,Premier League,Matchweek 10,Home,D 1–1,Brighton,Fulham,N,AM,33,0,0,0,0,1,1,0,0,16.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,10.0,13.0,76.9,3.0,13.0,1.0,0.0,0.0,/en/matches/a0c422e9/Brighton-and-Hove-Albion-Fulham-October-29-2023-Premier-League,0.5,0.6666666666666666,0.4479166666666666
