,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2020-10-18,Sun,PL2 — Div. 1,Matchweek 5,Home,L 0–1,Southampton,Blackburn,Y*,RB,77,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/ca54d142/Southampton-U23-Blackburn-Rovers-U23-October-18-2020-Premier-League-2----Division-1,0.0,0.5,0.5
1,1,1,1,2020-11-07,Sat,PL2 — Div. 1,Matchweek 8,Home,W 5–2,Southampton,Manchester City,Y,RB,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/959f9b8a/Southampton-U23-Manchester-City-U23-November-7-2020-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2020-11-30,Mon,PL2 — Div. 1,Matchweek 10,Home,L 0–1,Southampton,Brighton,Y,RB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/e502c486/Southampton-U23-Brighton-and-Hove-Albion-U23-November-30-2020-Premier-League-2----Division-1,0.0,0.5,0.5
3,3,3,3,2020-12-12,Sat,PL2 — Div. 1,Matchweek 11,Home,W 5–2,Southampton,Leicester City,Y,RB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/c7dd99e7/Southampton-U23-Leicester-City-U23-December-12-2020-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
4,4,4,4,2021-01-04,Mon,Premier League,Matchweek 17,Home,W 1–0,Southampton,Liverpool,N,"RM,LM",9,0,0,0,0,1.0,0.0,0,0,7.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,3.0,4.0,75.0,0.0,4.0,1.0,0.0,0.0,/en/matches/d0482032/Southampton-Liverpool-January-4-2021-Premier-League,1.0,0.6666666666666666,0.5
5,5,5,5,2021-01-16,Sat,Premier League,Matchweek 19,Away,L 0–2,Southampton,Leicester City,N,RM,4,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,4.0,0.0,2.0,0.0,/en/matches/85d4ec49/Leicester-City-Southampton-January-16-2021-Premier-League,0.0,0.6666666666666666,0.5
6,6,6,6,2021-01-19,Tue,FA Cup,Third round proper,Home,W 2–0,Southampton,Shrewsbury,Y,RB,90,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/8ca72c38/Southampton-Shrewsbury-Town-January-19-2021-FA-Cup,1.0,0.6666666666666666,0.5
7,7,7,7,2021-01-26,Tue,Premier League,Matchweek 20,Home,L 1–3,Southampton,Arsenal,Y,RB,90,0,0,0,0,1.0,0.0,0,0,81.0,5.0,2.0,1.0,0.1,0.1,0.1,1.0,0.0,48.0,56.0,85.7,3.0,46.0,5.0,2.0,0.0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League,0.0,0.6666666666666666,0.5
8,8,8,8,2021-02-06,Sat,Championship,Matchweek 28,Away,L 2–3,Birmingham City,Bournemouth,N,"RB,WB",6,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/3cf5770d/Bournemouth-Birmingham-City-February-6-2021-Championship,0.0,0.3333333333333333,0.5
9,9,9,9,2021-02-13,Sat,Championship,Matchweek 29,Home,L 0–1,Birmingham City,Luton Town,Y,RB,90,0,0,0,0,0.0,0.0,0,0,51.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,65.6,1.0,18.0,2.0,4.0,3.0,/en/matches/700c640b/Birmingham-City-Luton-Town-February-13-2021-Championship,0.0,0.3333333333333333,0.5
