,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2021-08-14,Sun,Matchweek 3,Away,L 0–1,Watford,Tottenham,N,"On matchday squad, but did not play",/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,,,,,,,,,,,,,,,,,
1,2021-08-14,Sat,Matchweek 4,Home,L 0–2,Watford,Wolves,N,"On matchday squad, but did not play",/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,,,,,,,,,,,,,,,,,
2,2021-08-14,Sat,Matchweek 5,Away,W 3–1,Watford,Norwich City,N,"On matchday squad, but did not play",/en/matches/835fa19c/Norwich-City-Watford-September-18-2021-Premier-League,,,,,,,,,,,,,,,,,
3,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-08-14,Sat,Matchweek 8,Home,L 0–5,Watford,Liverpool,N,"On matchday squad, but did not play",/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League,,,,,,,,,,,,,,,,,
5,2021-08-14,Sat,Matchweek 9,Away,W 5–2,Watford,Everton,N,"On matchday squad, but did not play",/en/matches/6985d123/Everton-Watford-October-23-2021-Premier-League,,,,,,,,,,,,,,,,,
6,2021-08-14,Sat,Matchweek 10,Home,L 0–1,Watford,Southampton,N,"On matchday squad, but did not play",/en/matches/e3521093/Watford-Southampton-October-30-2021-Premier-League,,,,,,,,,,,,,,,,,
7,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-08-14,Sat,Matchweek 12,Home,W 4–1,Watford,Manchester Utd,Y,DM,76,1,0,0,1,0,0,5,2,2,0,0,0,11,0,1,0.0,/en/matches/31a03035/Watford-Manchester-United-November-20-2021-Premier-League
9,2021-08-14,Sun,Matchweek 13,Away,L 2–4,Watford,Leicester City,Y,DM,45,0,0,0,3,1,0,0,1,1,0,0,0,4,0,0,,/en/matches/c2e426c8/Leicester-City-Watford-November-28-2021-Premier-League
10,2021-08-14,Wed,Matchweek 14,Home,L 1–2,Watford,Chelsea,Y,DM,72,1,0,0,3,1,0,3,3,0,0,0,0,9,1,3,25.0,/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League
11,2021-08-14,Sat,Matchweek 15,Home,L 1–3,Watford,Manchester City,Y,DM,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League
12,2021-08-14,Fri,Matchweek 16,Away,L 1–2,Watford,Brentford,N,"On matchday squad, but did not play",/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League,,,,,,,,,,,,,,,,,
13,2021-08-14,Tue,Matchweek 20,Home,L 1–4,Watford,West Ham,N,DM,51,0,0,0,0,0,0,6,2,0,0,0,0,8,0,1,0.0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League
14,2021-08-14,Sat,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,CM,89,0,0,0,0,2,0,5,0,4,0,0,0,5,0,1,0.0,/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League
15,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2021-08-14,Sat,Matchweek 17,Away,D 0–0,Watford,Burnley,N,"On matchday squad, but did not play",/en/matches/5c31d723/Burnley-Watford-February-5-2022-Premier-League,,,,,,,,,,,,,,,,,
17,2021-08-14,Tue,Matchweek 24,Away,L 0–1,Watford,West Ham,N,CM,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,/en/matches/3778ac3f/West-Ham-United-Watford-February-8-2022-Premier-League
18,2021-08-14,Sat,Matchweek 25,Home,L 0–2,Watford,Brighton,N,CM,45,1,0,0,3,0,0,2,2,1,0,0,0,7,0,1,0.0,/en/matches/e04d98c4/Watford-Brighton-and-Hove-Albion-February-12-2022-Premier-League
19,2021-08-14,Sat,Matchweek 26,Away,W 1–0,Watford,Aston Villa,Y,CM,90,0,0,0,0,1,0,2,4,2,0,0,0,5,1,1,50.0,/en/matches/28c4ee0a/Aston-Villa-Watford-February-19-2022-Premier-League
20,2021-08-14,Wed,Matchweek 18,Home,L 1–4,Watford,Crystal Palace,Y,CM,90,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,,/en/matches/daa35440/Watford-Crystal-Palace-February-23-2022-Premier-League
21,2021-08-14,Sat,Matchweek 27,Away,D 0–0,Watford,Manchester Utd,Y,CM,90,0,0,0,1,1,0,2,6,0,0,0,0,11,1,1,50.0,/en/matches/43737c9c/Manchester-United-Watford-February-26-2022-Premier-League
22,2021-08-14,Sun,Matchweek 28,Home,L 2–3,Watford,Arsenal,Y,CM,63,0,0,0,2,2,0,1,3,1,0,0,0,3,0,0,,/en/matches/9d5abf8b/Watford-Arsenal-March-6-2022-Premier-League
23,2021-08-14,Thu,Matchweek 19,Away,L 0–4,Watford,Wolves,Y,CM,90,1,0,0,2,0,0,3,1,1,0,0,0,5,0,1,0.0,/en/matches/d0ee0e9a/Wolverhampton-Wanderers-Watford-March-10-2022-Premier-League
24,2021-08-14,Sun,Matchweek 29,Away,W 2–1,Watford,Southampton,Y,CM,90,0,0,0,2,2,0,2,3,1,0,0,0,8,2,0,100.0,/en/matches/2c627dd8/Southampton-Watford-March-13-2022-Premier-League
