,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2023-08-14,Sat,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,CB,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League
1,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-14,Sat,Matchweek 6,Away,W 1–0,Manchester Utd,Burnley,N,CB,12,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League
3,2023-08-14,Sat,Matchweek 7,Home,L 0–1,Manchester Utd,Crystal Palace,Y,CB,86,3,3,0,3,0,0,0,,0,0,0,0,0,3,5,0,/en/matches/ef2b7ab9/Manchester-United-Crystal-Palace-September-30-2023-Premier-League
