,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-10,Sat,Premier League,Matchweek 1,Home,L 0–5,West Ham,Manchester City,Y,LW,45,0,0,0,0,0,0,0,0,30.0,0.0,1,1.0,0.0,0.0,0.1,1.0,0.0,12.0,23.0,52.2,2.0,14.0,0.0,2.0,1.0,/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,0.0,0.5,0.5476190476190477
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 1–1,West Ham,Brighton,N,FW,45,0,0,0,0,3,1,0,0,19.0,0.0,0,0.0,0.3,0.3,0.0,2.0,0.0,9.0,10.0,90.0,2.0,12.0,3.0,2.0,2.0,/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Watford,N,"RM,RW",36,0,0,0,0,2,2,0,0,17.0,0.0,1,0.0,0.4,0.4,0.0,4.0,1.0,6.0,8.0,75.0,0.0,10.0,0.0,1.0,0.0,/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League,1.0,0.5,0.511904761904762
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-27,Tue,EFL Cup,Second round,Away,W 2–0,West Ham,Newport County,Y,LW,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9e898faf/Newport-County-West-Ham-United-August-27-2019-EFL-Cup,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 2–3,West Ham,Tottenham,N,"RM,FW",45,1,0,0,0,3,2,0,0,26.0,0.0,0,0.0,0.1,0.1,0.1,4.0,0.0,11.0,18.0,61.1,2.0,23.0,2.0,3.0,3.0,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League,0.0,0.8333333333333334,0.6904761904761906
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-11-30,Sat,Premier League,Matchweek 14,Away,W 1–0,West Ham,Chelsea,Y,FW,75,0,0,0,0,3,2,0,0,39.0,2.0,1,1.0,0.8,0.8,0.0,0.0,0.0,13.0,27.0,48.1,2.0,17.0,0.0,3.0,3.0,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League,1.0,0.6666666666666666,0.5595238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-12-09,Mon,Premier League,Matchweek 16,Home,L 1–3,West Ham,Arsenal,Y,FW,90,0,0,0,0,2,1,0,0,30.0,2.0,0,1.0,0.1,0.1,0.0,0.0,0.0,14.0,19.0,73.7,0.0,14.0,5.0,3.0,2.0,/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League,0.0,0.6666666666666666,0.2857142857142856
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-12-14,Sat,Premier League,Matchweek 17,Away,W 1–0,West Ham,Southampton,Y,FW,90,0,0,0,0,2,0,0,0,50.0,1.0,0,1.0,0.1,0.1,0.3,5.0,0.0,18.0,30.0,60.0,2.0,27.0,4.0,7.0,6.0,/en/matches/a47901a8/Southampton-West-Ham-United-December-14-2019-Premier-League,1.0,0.3333333333333333,0.6071428571428571
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,FW,90,0,1,0,0,4,1,0,0,50.0,1.0,1,1.0,0.2,0.2,0.4,2.0,2.0,23.0,37.0,62.2,1.0,21.0,2.0,6.0,4.0,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League,0.0,0.6666666666666666,0.3928571428571428
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-28,Sat,Premier League,Matchweek 20,Home,L 1–2,West Ham,Leicester City,N,FW,36,0,0,0,0,1,0,0,0,19.0,1.0,1,0.0,0.1,0.1,0.0,1.0,0.0,5.0,10.0,50.0,1.0,8.0,1.0,5.0,3.0,/en/matches/1f2bd890/West-Ham-United-Leicester-City-December-28-2019-Premier-League,0.0,0.3333333333333333,0.4404761904761904
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-01-22,Wed,Premier League,Matchweek 24,Away,L 1–4,West Ham,Leicester City,N,FW,45,0,0,0,0,2,1,0,0,23.0,0.0,0,1.0,0.7,0.7,0.0,0.0,0.0,8.0,13.0,61.5,1.0,12.0,2.0,5.0,2.0,/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-01-25,Sat,FA Cup,Fourth round,Home,L 0–1,West Ham,West Brom,N,,45,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/4d27ec44/West-Ham-United-West-Bromwich-Albion-January-25-2020-FA-Cup,0.0,0.0,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-02-01,Sat,Premier League,Matchweek 25,Home,D 3–3,West Ham,Brighton,Y,LM,73,0,0,0,0,6,2,0,0,36.0,0.0,2,0.0,0.4,0.4,0.0,6.0,2.0,16.0,22.0,72.7,0.0,24.0,3.0,6.0,5.0,/en/matches/14d877cc/West-Ham-United-Brighton-and-Hove-Albion-February-1-2020-Premier-League,0.5,0.0,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-02-19,Wed,Premier League,Matchweek 26,Away,L 0–2,West Ham,Manchester City,Y,FW,90,0,0,0,0,2,0,0,0,28.0,1.0,1,1.0,0.1,0.1,0.0,0.0,0.0,10.0,17.0,58.8,0.0,24.0,4.0,3.0,3.0,/en/matches/bc091e86/Manchester-City-West-Ham-United-February-19-2020-Premier-League,0.0,0.1666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-02-24,Mon,Premier League,Matchweek 27,Away,L 2–3,West Ham,Liverpool,Y,"FW,LW",90,0,0,0,0,0,0,0,0,39.0,1.0,0,2.0,0.0,0.0,0.4,3.0,0.0,17.0,28.0,60.7,3.0,29.0,2.0,7.0,4.0,/en/matches/3aee1ba7/Liverpool-West-Ham-United-February-24-2020-Premier-League,0.0,0.1666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-02-29,Sat,Premier League,Matchweek 28,Home,W 3–1,West Ham,Southampton,Y,"FW,LW",90,1,1,0,0,2,2,0,0,37.0,1.0,0,1.0,1.0,1.0,0.6,3.0,1.0,11.0,16.0,68.8,2.0,19.0,3.0,4.0,1.0,/en/matches/2cb790f2/West-Ham-United-Southampton-February-29-2020-Premier-League,1.0,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-03-07,Sat,Premier League,Matchweek 29,Away,L 0–1,West Ham,Arsenal,Y,FW,90,0,0,0,0,3,1,1,0,45.0,0.0,1,0.0,0.9,0.9,0.0,5.0,0.0,13.0,28.0,46.4,3.0,26.0,3.0,7.0,2.0,/en/matches/bf382825/Arsenal-West-Ham-United-March-7-2020-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-06-20,Sat,Premier League,Matchweek 30,Home,L 0–2,West Ham,Wolves,Y,FW,90,0,0,0,0,1,0,1,0,30.0,0.0,0,2.0,0.0,0.0,0.0,4.0,0.0,12.0,20.0,60.0,1.0,15.0,1.0,5.0,4.0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League,0.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-06-23,Tue,Premier League,Matchweek 31,Away,L 0–2,West Ham,Tottenham,Y,FW,90,0,0,0,0,4,2,0,0,45.0,0.0,0,1.0,0.9,0.9,0.0,2.0,0.0,17.0,28.0,60.7,0.0,26.0,1.0,2.0,0.0,/en/matches/8fc12d99/Tottenham-Hotspur-West-Ham-United-June-23-2020-Premier-League,0.0,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-07-01,Wed,Premier League,Matchweek 32,Home,W 3–2,West Ham,Chelsea,Y,FW,90,1,1,0,0,5,2,0,0,45.0,0.0,0,0.0,1.3,1.3,0.7,3.0,1.0,19.0,27.0,70.4,1.0,35.0,4.0,4.0,1.0,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League,1.0,0.0,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-07-05,Sun,Premier League,Matchweek 33,Away,D 2–2,West Ham,Newcastle Utd,Y,FW,90,1,0,0,0,2,2,0,0,38.0,0.0,0,1.0,0.7,0.7,0.1,4.0,1.0,17.0,28.0,60.7,2.0,21.0,1.0,4.0,1.0,/en/matches/3d549d43/Newcastle-United-West-Ham-United-July-5-2020-Premier-League,0.5,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-07-08,Wed,Premier League,Matchweek 34,Home,L 0–1,West Ham,Burnley,Y,"FW,LM",90,0,0,0,0,5,1,0,0,52.0,1.0,0,1.0,0.5,0.5,0.3,10.0,0.0,21.0,32.0,65.6,3.0,29.0,5.0,9.0,6.0,/en/matches/5c57bea6/West-Ham-United-Burnley-July-8-2020-Premier-League,0.0,0.5,0.5
