,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-07,Thu,UEFA Nations League,Semi-finals,Neutral,L 2–3,be Belgium,fr France,N,,17,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2448fee1/Belgium-France-October-7-2021-UEFA-Nations-League,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-10-10,Sun,UEFA Nations League,Third-place match,Neutral,L 1–2,be Belgium,it Italy,N,,4,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c5eda832/Italy-Belgium-October-10-2021-UEFA-Nations-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-10-16,Sat,Premier League,Matchweek 8,Away,D 0–0,Brighton,Norwich City,Y,"FW,AM",90,0,0,0,0,3.0,1.0,0,0,60.0,2.0,1.0,3.0,0.1,0.1,0.0,1.0,0.0,33.0,44.0,75.0,10.0,34.0,1.0,1.0,1.0,/en/matches/bc0a1eb5/Norwich-City-Brighton-and-Hove-Albion-October-16-2021-Premier-League,0.5,0.1666666666666666,0.238095238095238
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-10-23,Sat,Premier League,Matchweek 9,Home,L 1–4,Brighton,Manchester City,Y,FW,90,0,0,0,0,3.0,2.0,0,0,41.0,0.0,0.0,2.0,0.1,0.1,0.3,4.0,1.0,28.0,34.0,82.4,8.0,24.0,2.0,2.0,2.0,/en/matches/dc93611c/Brighton-and-Hove-Albion-Manchester-City-October-23-2021-Premier-League,0.0,0.1666666666666666,0.8452380952380951
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-10-30,Sat,Premier League,Matchweek 10,Away,D 2–2,Brighton,Liverpool,Y,FW,90,1,0,0,0,2.0,1.0,0,0,41.0,0.0,0.0,0.0,0.5,0.5,0.1,4.0,1.0,26.0,31.0,83.9,5.0,20.0,1.0,4.0,3.0,/en/matches/c68998b5/Liverpool-Brighton-and-Hove-Albion-October-30-2021-Premier-League,0.5,0.1666666666666666,0.9404761904761904
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-11-06,Sat,Premier League,Matchweek 11,Home,D 1–1,Brighton,Newcastle Utd,Y,FW,90,1,0,1,1,4.0,2.0,0,0,56.0,1.0,0.0,1.0,0.9,0.1,0.2,5.0,1.0,34.0,43.0,79.1,3.0,38.0,1.0,0.0,0.0,/en/matches/10d11999/Brighton-and-Hove-Albion-Newcastle-United-November-6-2021-Premier-League,0.5,0.3333333333333333,0.1923076923076922
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-11-16,Tue,WCQ,First round,Away,D 1–1,be Belgium,wls Wales,N,,6,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c2aa4863/Wales-Belgium-November-16-2021-WCQ----UEFA-M,0.5,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 0–2,Brighton,Aston Villa,Y,FW,90,0,0,0,0,2.0,1.0,0,0,35.0,1.0,0.0,1.0,0.2,0.2,0.2,1.0,0.0,16.0,24.0,66.7,1.0,22.0,2.0,4.0,3.0,/en/matches/88f081ac/Aston-Villa-Brighton-and-Hove-Albion-November-20-2021-Premier-League,0.0,0.5,0.1666666666666666
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-11-27,Sat,Premier League,Matchweek 13,Home,D 0–0,Brighton,Leeds United,Y,"LW,AM",90,0,0,0,0,4.0,1.0,0,0,52.0,1.0,1.0,0.0,0.3,0.3,0.1,4.0,0.0,28.0,37.0,75.7,8.0,37.0,3.0,9.0,5.0,/en/matches/5d651cd7/Brighton-and-Hove-Albion-Leeds-United-November-27-2021-Premier-League,0.5,0.3333333333333333,0.5357142857142857
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-12-01,Wed,Premier League,Matchweek 14,Away,D 1–1,Brighton,West Ham,Y,"LW,AM",90,0,0,0,0,1.0,0.0,0,0,50.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,0.0,30.0,40.0,75.0,5.0,30.0,0.0,1.0,1.0,/en/matches/2049300f/West-Ham-United-Brighton-and-Hove-Albion-December-1-2021-Premier-League,0.5,0.3333333333333333,0.3717948717948718
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-12-04,Sat,Premier League,Matchweek 15,Away,D 1–1,Brighton,Southampton,Y,"FW,CM",90,0,0,0,0,1.0,1.0,0,0,40.0,0.0,1.0,1.0,0.1,0.1,0.1,2.0,0.0,18.0,30.0,60.0,1.0,25.0,2.0,2.0,2.0,/en/matches/27fd5d70/Southampton-Brighton-and-Hove-Albion-December-4-2021-Premier-League,0.5,0.3333333333333333,0.2179487179487178
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-12-15,Wed,Premier League,Matchweek 17,Home,L 0–1,Brighton,Wolves,Y,"LW,FW",90,0,0,0,0,2.0,1.0,0,0,36.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,24.0,28.0,85.7,5.0,19.0,1.0,0.0,0.0,/en/matches/60178542/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-15-2021-Premier-League,0.0,0.5,0.2499999999999999
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-12-26,Sun,Premier League,Matchweek 19,Home,W 2–0,Brighton,Brentford,Y,FW,45,1,0,0,0,2.0,2.0,0,0,27.0,0.0,1.0,0.0,0.3,0.3,0.0,1.0,0.0,16.0,19.0,84.2,3.0,19.0,3.0,1.0,0.0,/en/matches/1f64133b/Brighton-and-Hove-Albion-Brentford-December-26-2021-Premier-League,1.0,0.3333333333333333,0.4523809523809524
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2022-01-02,Sun,Premier League,Matchweek 21,Away,W 3–2,Brighton,Everton,Y,FW,80,0,0,0,0,1.0,0.0,0,0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,24.0,28.0,85.7,5.0,31.0,0.0,0.0,0.0,/en/matches/e22bb565/Everton-Brighton-and-Hove-Albion-January-2-2022-Premier-League,1.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2022-01-08,Sat,FA Cup,Third round proper,Away,W 2–1,Brighton,West Brom,N,,65,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0e723845/West-Bromwich-Albion-Brighton-and-Hove-Albion-January-8-2022-FA-Cup,1.0,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2022-01-14,Fri,Premier League,Matchweek 22,Home,D 1–1,Brighton,Crystal Palace,Y,"FW,AM",90,0,0,0,0,5.0,1.0,0,0,44.0,0.0,1.0,2.0,0.4,0.4,0.0,4.0,0.0,28.0,36.0,77.8,5.0,27.0,2.0,2.0,2.0,/en/matches/96630936/Brighton-and-Hove-Albion-Crystal-Palace-January-14-2022-Premier-League,0.5,1.0,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2022-01-18,Tue,Premier League,Matchweek 24,Home,D 1–1,Brighton,Chelsea,N,"FW,LM",29,0,0,0,0,1.0,0.0,0,0,19.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,13.0,69.2,1.0,11.0,3.0,1.0,0.0,/en/matches/b4c9c369/Brighton-and-Hove-Albion-Chelsea-January-18-2022-Premier-League,0.5,0.8333333333333334,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2022-01-23,Sun,Premier League,Matchweek 23,Away,D 1–1,Brighton,Leicester City,Y,FW,90,0,0,0,0,3.0,1.0,0,0,53.0,1.0,0.0,1.0,0.3,0.3,0.3,9.0,1.0,30.0,40.0,75.0,4.0,35.0,5.0,4.0,3.0,/en/matches/a28f6f69/Leicester-City-Brighton-and-Hove-Albion-January-23-2022-Premier-League,0.5,0.6666666666666666,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2022-02-15,Tue,Premier League,Matchweek 18,Away,L 0–2,Brighton,Manchester Utd,Y,FW,59,0,0,0,0,0.0,0.0,0,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,21.0,71.4,1.0,13.0,1.0,0.0,0.0,/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League,0.0,0.5,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2022-02-19,Sat,Premier League,Matchweek 26,Home,L 0–3,Brighton,Burnley,N,AM,36,0,0,0,0,1.0,0.0,0,0,25.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,16.0,22.0,72.7,4.0,13.0,0.0,0.0,0.0,/en/matches/b1df8cfd/Brighton-and-Hove-Albion-Burnley-February-19-2022-Premier-League,0.0,0.3333333333333333,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2022-02-26,Sat,Premier League,Matchweek 27,Home,L 0–2,Brighton,Aston Villa,Y,FW,90,0,0,0,0,1.0,0.0,1,0,52.0,2.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,26.0,43.0,60.5,6.0,32.0,1.0,4.0,2.0,/en/matches/8cabd787/Brighton-and-Hove-Albion-Aston-Villa-February-26-2022-Premier-League,0.0,0.1666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2022-03-05,Sat,Premier League,Matchweek 28,Away,L 1–2,Brighton,Newcastle Utd,Y,"AM,LM",90,0,0,0,0,3.0,1.0,0,0,77.0,0.0,1.0,0.0,0.2,0.2,0.0,2.0,0.0,54.0,68.0,79.4,11.0,43.0,4.0,4.0,3.0,/en/matches/02337bda/Newcastle-United-Brighton-and-Hove-Albion-March-5-2022-Premier-League,0.0,0.0,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2022-03-12,Sat,Premier League,Matchweek 29,Home,L 0–2,Brighton,Liverpool,Y,"LW,AM",90,0,0,0,0,2.0,1.0,0,0,40.0,0.0,1.0,4.0,0.2,0.2,0.0,2.0,0.0,16.0,23.0,69.6,3.0,27.0,0.0,2.0,0.0,/en/matches/4d3331bb/Brighton-and-Hove-Albion-Liverpool-March-12-2022-Premier-League,0.0,0.0,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2022-03-16,Wed,Premier League,Matchweek 16,Home,L 0–2,Brighton,Tottenham,Y,"LW,LM",90,0,0,0,0,2.0,0.0,0,0,59.0,2.0,3.0,0.0,0.1,0.1,0.1,5.0,0.0,33.0,45.0,73.3,6.0,38.0,4.0,3.0,3.0,/en/matches/59b3ee40/Brighton-and-Hove-Albion-Tottenham-Hotspur-March-16-2022-Premier-League,0.0,0.0,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2022-03-29,Tue,Friendlies (M),Friendlies (M),Neutral,W 3–0,be Belgium,bf Burkina Faso,Y,DM,77,1,2,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b668568a/Belgium-Burkina-Faso-March-29-2022-Friendlies-M,1.0,0.0,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2022-04-02,Sat,Premier League,Matchweek 31,Home,D 0–0,Brighton,Norwich City,Y,AM,90,0,0,0,0,3.0,0.0,0,0,52.0,2.0,1.0,0.0,0.2,0.2,0.2,10.0,0.0,38.0,43.0,88.4,4.0,47.0,6.0,6.0,5.0,/en/matches/df69a1b2/Brighton-and-Hove-Albion-Norwich-City-April-2-2022-Premier-League,0.5,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2022-04-09,Sat,Premier League,Matchweek 32,Away,W 2–1,Brighton,Arsenal,Y,WB,84,1,0,0,0,1.0,1.0,0,0,31.0,0.0,1.0,2.0,0.3,0.3,0.0,2.0,1.0,18.0,24.0,75.0,3.0,25.0,3.0,1.0,1.0,/en/matches/37ddcda6/Arsenal-Brighton-and-Hove-Albion-April-9-2022-Premier-League,1.0,0.5,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2022-04-16,Sat,Premier League,Matchweek 33,Away,W 1–0,Brighton,Tottenham,Y,WB,90,1,0,0,0,2.0,1.0,0,0,62.0,2.0,0.0,3.0,0.1,0.1,0.1,3.0,1.0,39.0,52.0,75.0,5.0,38.0,2.0,1.0,1.0,/en/matches/0b266073/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-16-2022-Premier-League,1.0,0.8333333333333334,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2022-04-24,Sun,Premier League,Matchweek 34,Home,D 2–2,Brighton,Southampton,Y,"AM,RM",90,0,0,0,0,0.0,0.0,0,0,49.0,2.0,0.0,1.0,0.0,0.0,0.4,2.0,0.0,25.0,37.0,67.6,4.0,30.0,2.0,2.0,1.0,/en/matches/32a11932/Brighton-and-Hove-Albion-Southampton-April-24-2022-Premier-League,0.5,0.8333333333333334,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 3–0,Brighton,Wolves,Y,"WB,AM",88,1,0,0,0,2.0,2.0,0,0,56.0,0.0,1.0,2.0,0.3,0.3,0.2,6.0,3.0,31.0,43.0,72.1,1.0,39.0,9.0,4.0,2.0,/en/matches/b800c4ba/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-30-2022-Premier-League,1.0,0.8333333333333334,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2022-05-07,Sat,Premier League,Matchweek 36,Home,W 4–0,Brighton,Manchester Utd,Y,"WB,AM",82,1,2,0,0,3.0,1.0,0,0,43.0,1.0,0.0,1.0,1.0,1.0,0.7,4.0,2.0,21.0,32.0,65.6,3.0,27.0,6.0,0.0,0.0,/en/matches/efa43305/Brighton-and-Hove-Albion-Manchester-United-May-7-2022-Premier-League,1.0,0.8333333333333334,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2022-05-15,Sun,Premier League,Matchweek 37,Away,D 1–1,Brighton,Leeds United,Y,"WB,LW",86,0,0,0,0,1.0,0.0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,20.0,29.0,69.0,3.0,22.0,3.0,0.0,0.0,/en/matches/1ca898da/Leeds-United-Brighton-and-Hove-Albion-May-15-2022-Premier-League,0.5,0.8333333333333334,0.5
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2022-06-03,Fri,UEFA Nations League,League A,Home,L 1–4,be Belgium,nl Netherlands,N,,65,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7d99f83e/Belgium-Netherlands-June-3-2022-UEFA-Nations-League,0.0,0.8333333333333334,0.5
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2022-06-08,Wed,UEFA Nations League,League A,Home,W 6–1,be Belgium,pl Poland,N,,25,2,0,0,0,2.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/574e523f/Belgium-Poland-June-8-2022-UEFA-Nations-League,1.0,0.5,0.5
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2022-06-11,Sat,UEFA Nations League,League A,Away,D 1–1,be Belgium,wls Wales,Y,FW,71,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/510eb1dc/Wales-Belgium-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2022-06-14,Tue,UEFA Nations League,League A,Away,W 1–0,be Belgium,pl Poland,N,,24,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/387360ac/Poland-Belgium-June-14-2022-UEFA-Nations-League,1.0,0.5,0.5
