,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-08,Wed,UEFA Nations League,League A,Home,L 1–2,wls Wales,nl Netherlands,Y,CM,90,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/280538f0/Wales-Netherlands-June-8-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-11,Sat,UEFA Nations League,League A,Home,D 1–1,wls Wales,be Belgium,Y,RM,72,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/510eb1dc/Wales-Belgium-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-14,Tue,UEFA Nations League,League A,Away,L 2–3,wls Wales,nl Netherlands,Y,RM,90,0,1,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6e6d4c86/Netherlands-Wales-June-14-2022-UEFA-Nations-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-10-09,Sun,Premier League,Matchweek 10,Away,L 1–3,Fulham,West Ham,N,"RW,CM",14,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,1.0,8.0,0.0,0.0,0.0,/en/matches/42e38f9d/West-Ham-United-Fulham-October-9-2022-Premier-League,0.0,0.1666666666666666,0.7142857142857143
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-10-15,Sat,Premier League,Matchweek 11,Home,D 2–2,Fulham,Bournemouth,N,LW,29,0,0,0,0,1,0,0,0,20.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,14.0,18.0,77.8,0.0,14.0,1.0,0.0,0.0,/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League,0.5,0.1666666666666666,0.6888888888888889
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-10-20,Thu,Premier League,Matchweek 12,Home,W 3–0,Fulham,Aston Villa,N,LW,6,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,1.0,0.1666666666666666,0.3555555555555555
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-23,Sun,Premier League,Matchweek 13,Away,W 3–2,Fulham,Leeds United,Y,RW,62,0,0,0,0,2,0,0,0,24.0,0.0,0,3.0,0.1,0.1,0.0,0.0,0.0,11.0,16.0,68.8,3.0,16.0,0.0,0.0,0.0,/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League,1.0,0.5,0.1222222222222222
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-29,Sat,Premier League,Matchweek 14,Home,D 0–0,Fulham,Everton,N,RW,24,0,0,0,0,1,0,0,0,13.0,0.0,0,1.0,0.0,0.0,0.1,1.0,0.0,7.0,11.0,63.6,0.0,7.0,0.0,0.0,0.0,/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League,0.5,0.8333333333333334,0.3666666666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-11-05,Sat,Premier League,Matchweek 15,Away,L 1–2,Fulham,Manchester City,Y,RW,75,0,0,0,0,1,0,0,0,30.0,1.0,1,1.0,0.1,0.1,0.0,1.0,1.0,16.0,22.0,72.7,1.0,17.0,3.0,0.0,0.0,/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League,0.0,0.8333333333333334,0.761904761904762
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-11-13,Sun,Premier League,Matchweek 16,Home,L 1–2,Fulham,Manchester Utd,Y,RW,58,0,0,0,0,1,1,0,0,28.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,17.0,24.0,70.8,4.0,20.0,0.0,1.0,1.0,/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League,0.0,0.5,0.7179487179487178
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-11-21,Mon,World Cup,Group stage,Neutral,D 1–1,wls Wales,us United States,Y,"CM,LM",89,0,0,0,0,0,0,0,0,41.0,3.0,1,1.0,0.0,0.0,0.5,3.0,0.0,24.0,30.0,80.0,2.0,18.0,1.0,0.0,0.0,/en/matches/9de4c4cc/United-States-Wales-November-21-2022-FIFA-World-Cup,0.5,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-11-25,Fri,World Cup,Group stage,Neutral,L 0–2,wls Wales,ir IR Iran,Y,CM,57,0,0,0,0,1,0,0,0,33.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,27.0,66.7,1.0,16.0,1.0,1.0,0.0,/en/matches/ff2407b2/Wales-IR-Iran-November-25-2022-FIFA-World-Cup,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-11-29,Tue,World Cup,Group stage,Neutral,L 0–3,wls Wales,eng England,N,LW,14,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,7.0,85.7,0.0,4.0,0.0,0.0,0.0,/en/matches/e51b7436/Wales-England-November-29-2022-FIFA-World-Cup,0.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-12-26,Mon,Premier League,Matchweek 17,Away,W 3–0,Fulham,Crystal Palace,N,RW,10,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.1,0.1,0.1,1.0,0.0,10.0,11.0,90.9,1.0,11.0,1.0,0.0,0.0,/en/matches/bbb301a6/Crystal-Palace-Fulham-December-26-2022-Premier-League,1.0,0.1666666666666666,0.5416666666666666
14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-01-03,Tue,Premier League,Matchweek 19,Away,W 1–0,Fulham,Leicester City,N,"RW,RM",25,0,0,0,0,1,0,0,0,10.0,2.0,0,0.0,0.6,0.6,0.0,0.0,0.0,4.0,5.0,80.0,0.0,6.0,1.0,1.0,1.0,/en/matches/12e0894b/Leicester-City-Fulham-January-3-2023-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,2023-01-07,Sat,FA Cup,Third round proper,Away,W 2–0,Fulham,Hull City,Y,AM,75,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/8455c1f4/Hull-City-Fulham-January-7-2023-FA-Cup,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,2023-01-12,Thu,Premier League,Matchweek 7,Home,W 2–1,Fulham,Chelsea,N,RW,23,0,0,0,0,0,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,70.0,1.0,12.0,1.0,1.0,1.0,/en/matches/2902a42d/Fulham-Chelsea-January-12-2023-Premier-League,1.0,1.0,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,2023-01-15,Sun,Premier League,Matchweek 20,Away,L 0–1,Fulham,Newcastle Utd,N,"RM,LM",1,0,0,0,0,0,0,0,0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/f93d11e7/Newcastle-United-Fulham-January-15-2023-Premier-League,0.0,1.0,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,2023-01-23,Mon,Premier League,Matchweek 21,Home,L 0–1,Fulham,Tottenham,N,RB,4,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,4.0,0.0,2.0,1.0,/en/matches/098cd338/Fulham-Tottenham-Hotspur-January-23-2023-Premier-League,0.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,2023-01-28,Sat,FA Cup,Fourth round proper,Home,D 1–1,Fulham,Sunderland,Y,AM,68,0,0,0,0,5,4,1,0,,,0,,,,,,,,,,,,,,,/en/matches/191b65be/Fulham-Sunderland-January-28-2023-FA-Cup,0.5,0.3333333333333333,0.5
