,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,2021-01-09,Sat,FA Cup,Third round proper,Home,W 2–0,Arsenal,Newcastle Utd,N,,65,1,0,0,0,2.0,1.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/1a97ad80/Arsenal-Newcastle-United-January-9-2021-FA-Cup,1.0,1.0,0.5
11,11,11,11,11,11,2021-01-14,Thu,Premier League,Matchweek 18,Home,D 0–0,Arsenal,Crystal Palace,Y,AM,90,0,0,0,0,1.0,0.0,0,0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,48.0,77.1,6.0,30.0,1.0,3.0,1.0,/en/matches/0476b43a/Arsenal-Crystal-Palace-January-14-2021-Premier-League,0.5,1.0,0.5
12,12,12,12,12,12,2021-01-18,Mon,Premier League,Matchweek 19,Home,W 3–0,Arsenal,Newcastle Utd,Y,AM,81,0,1,0,0,0.0,0.0,0,0,59.0,0.0,0.0,1.0,0.0,0.0,0.2,6.0,1.0,48.0,56.0,85.7,6.0,30.0,4.0,1.0,1.0,/en/matches/620df215/Arsenal-Newcastle-United-January-18-2021-Premier-League,1.0,0.8333333333333334,0.5
13,13,13,13,13,13,2021-01-26,Tue,Premier League,Matchweek 20,Away,W 3–1,Arsenal,Southampton,Y,AM,71,0,0,0,0,1.0,0.0,0,0,37.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,86.2,2.0,15.0,2.0,3.0,1.0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League,1.0,0.8333333333333334,0.5
14,14,14,14,14,14,2021-01-30,Sat,Premier League,Matchweek 21,Home,D 0–0,Arsenal,Manchester Utd,Y,AM,82,0,0,0,0,1.0,1.0,0,0,57.0,1.0,1.0,5.0,0.1,0.1,0.1,3.0,0.0,40.0,46.0,87.0,3.0,28.0,3.0,0.0,0.0,/en/matches/0fcaaa5f/Arsenal-Manchester-United-January-30-2021-Premier-League,0.5,0.8333333333333334,0.5
15,15,15,15,15,15,2021-02-02,Tue,Premier League,Matchweek 22,Away,L 1–2,Arsenal,Wolves,Y,"AM,DM",90,0,0,0,0,0.0,0.0,0,0,52.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,43.0,47.0,91.5,4.0,34.0,3.0,0.0,0.0,/en/matches/558fa672/Wolverhampton-Wanderers-Arsenal-February-2-2021-Premier-League,0.0,0.8333333333333334,0.5
16,16,16,16,16,16,2021-02-06,Sat,Premier League,Matchweek 23,Away,L 0–1,Arsenal,Aston Villa,Y,"AM,DM,RW",90,0,0,0,0,1.0,0.0,0,0,72.0,1.0,0.0,1.0,0.1,0.1,0.1,5.0,0.0,56.0,60.0,93.3,7.0,45.0,6.0,3.0,2.0,/en/matches/224bcfc4/Aston-Villa-Arsenal-February-6-2021-Premier-League,0.0,0.5,0.5
17,17,17,17,17,17,2021-02-14,Sun,Premier League,Matchweek 24,Home,W 4–2,Arsenal,Leeds United,Y,LW,61,0,1,0,0,1.0,0.0,0,0,33.0,0.0,1.0,2.0,0.1,0.1,0.7,4.0,3.0,22.0,25.0,88.0,0.0,14.0,0.0,0.0,0.0,/en/matches/85624e5e/Arsenal-Leeds-United-February-14-2021-Premier-League,1.0,0.1666666666666666,0.5
18,18,18,18,18,18,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,D 1–1,eng Arsenal,pt Benfica,Y,LW,76,0,0,0,0,0.0,0.0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,41.0,75.6,2.0,31.0,7.0,0.0,0.0,/en/matches/502eecde/Benfica-Arsenal-February-18-2021-Europa-League,0.5,0.3333333333333333,0.5
19,19,19,19,19,19,2021-02-21,Sun,Premier League,Matchweek 25,Home,L 0–1,Arsenal,Manchester City,N,AM,18,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,4.0,0.0,0.0,0.0,/en/matches/2dedf408/Arsenal-Manchester-City-February-21-2021-Premier-League,0.0,0.5,0.5
20,20,20,20,20,20,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,W 3–2,eng Arsenal,pt Benfica,Y,LW,62,0,0,0,0,1.0,0.0,0,0,25.0,1.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,19.0,21.0,90.5,1.0,11.0,2.0,0.0,0.0,/en/matches/a24eb69e/Arsenal-Benfica-February-25-2021-Europa-League,1.0,0.5,0.5
21,21,21,21,21,21,2021-02-28,Sun,Premier League,Matchweek 26,Away,W 3–1,Arsenal,Leicester City,Y,AM,41,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,0.0,13.0,0.0,1.0,0.0,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League,1.0,0.5,0.5
22,22,22,22,22,22,2021-03-11,Thu,Europa Lg,Round of 16,Away,W 3–1,eng Arsenal,gr Olympiacos,N,LW,9,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,0.0,9.0,0.0,0.0,0.0,/en/matches/e211e269/Olympiacos-Arsenal-March-11-2021-Europa-League,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,2021-03-14,Sun,Premier League,Matchweek 28,Home,W 2–1,Arsenal,Tottenham,Y,LW,76,0,0,0,0,1.0,0.0,0,0,56.0,1.0,1.0,1.0,0.0,0.0,0.5,5.0,0.0,37.0,41.0,90.2,4.0,34.0,5.0,4.0,2.0,/en/matches/127b8258/North-London-Derby-Arsenal-Tottenham-Hotspur-March-14-2021-Premier-League,1.0,1.0,0.5
24,24,24,24,24,24,2021-03-18,Thu,Europa Lg,Round of 16,Home,L 0–1,eng Arsenal,gr Olympiacos,Y,LW,80,0,0,0,0,2.0,1.0,0,0,37.0,1.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,23.0,28.0,82.1,1.0,24.0,4.0,4.0,2.0,/en/matches/f78a1e8b/Arsenal-Olympiacos-March-18-2021-Europa-League,0.0,1.0,0.5
25,25,25,25,25,25,2021-03-21,Sun,Premier League,Matchweek 29,Away,D 3–3,Arsenal,West Ham,N,DM,17,0,0,0,0,0.0,0.0,0,0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,100.0,0.0,11.0,2.0,0.0,0.0,/en/matches/c592a3d7/West-Ham-United-Arsenal-March-21-2021-Premier-League,0.5,0.6666666666666666,0.5
26,26,26,26,26,26,2021-04-08,Thu,Europa Lg,Quarter-finals,Home,D 1–1,eng Arsenal,cz Slavia Prague,Y,AM,87,0,0,0,0,0.0,0.0,0,0,26.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,15.0,22.0,68.2,0.0,18.0,1.0,0.0,0.0,/en/matches/4a3bc270/Arsenal-Slavia-Prague-April-8-2021-Europa-League,0.5,0.5,0.5
27,27,27,27,27,27,2021-04-15,Thu,Europa Lg,Quarter-finals,Away,W 4–0,eng Arsenal,cz Slavia Prague,Y,AM,66,0,1,0,0,1.0,0.0,0,0,30.0,2.0,0.0,0.0,0.1,0.1,0.6,3.0,2.0,15.0,18.0,83.3,3.0,19.0,4.0,5.0,3.0,/en/matches/e52f3c3d/Slavia-Prague-Arsenal-April-15-2021-Europa-League,1.0,0.3333333333333333,0.5
28,28,28,28,28,28,2021-04-18,Sun,Premier League,Matchweek 32,Home,D 1–1,Arsenal,Fulham,Y,AM,90,0,0,0,0,2.0,0.0,0,0,61.0,0.0,0.0,0.0,0.1,0.1,0.5,3.0,0.0,52.0,55.0,94.5,3.0,43.0,5.0,4.0,1.0,/en/matches/a19ff865/Arsenal-Fulham-April-18-2021-Premier-League,0.5,0.6666666666666666,0.5
29,29,29,29,29,29,2021-04-23,Fri,Premier League,Matchweek 33,Home,L 0–1,Arsenal,Everton,Y,"AM,RW",90,0,0,0,0,0.0,0.0,0,0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,47.0,89.4,7.0,36.0,2.0,2.0,0.0,/en/matches/30f36320/Arsenal-Everton-April-23-2021-Premier-League,0.0,0.6666666666666666,0.5
30,30,30,30,30,30,2021-04-29,Thu,Europa Lg,Semi-finals,Away,L 1–2,eng Arsenal,es Villarreal,Y,"FW,CM",89,0,0,0,0,1.0,0.0,0,0,42.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,30.0,36.0,83.3,1.0,23.0,0.0,2.0,2.0,/en/matches/5c6ed40a/Villarreal-Arsenal-April-29-2021-Europa-League,0.0,0.5,0.5
31,31,31,31,31,31,2021-05-06,Thu,Europa Lg,Semi-finals,Home,D 0–0,eng Arsenal,es Villarreal,Y,"CM,DM",90,0,0,0,0,2.0,0.0,0,0,51.0,1.0,1.0,2.0,0.4,0.4,0.1,4.0,0.0,37.0,42.0,88.1,11.0,33.0,3.0,6.0,4.0,/en/matches/0aef865d/Arsenal-Villarreal-May-6-2021-Europa-League,0.5,0.1666666666666666,0.5
32,32,32,32,32,32,2021-05-09,Sun,Premier League,Matchweek 35,Home,W 3–1,Arsenal,West Brom,Y,AM,62,1,0,0,0,2.0,2.0,0,0,47.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,35.0,42.0,83.3,5.0,41.0,2.0,0.0,0.0,/en/matches/49369ed5/Arsenal-West-Bromwich-Albion-May-9-2021-Premier-League,1.0,0.1666666666666666,0.5
33,33,33,33,33,33,2021-05-12,Wed,Premier League,Matchweek 36,Away,W 1–0,Arsenal,Chelsea,Y,AM,90,1,0,0,0,1.0,1.0,0,0,41.0,1.0,1.0,0.0,0.5,0.5,0.0,2.0,0.0,28.0,31.0,90.3,3.0,29.0,1.0,1.0,0.0,/en/matches/51632a55/North-West-London-Derby-Chelsea-Arsenal-May-12-2021-Premier-League,1.0,0.5,0.5
34,34,34,34,34,34,2021-05-19,Wed,Premier League,Matchweek 37,Away,W 3–1,Arsenal,Crystal Palace,Y,"AM,LW",90,0,0,0,0,0.0,0.0,0,0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,47.0,80.9,5.0,44.0,5.0,0.0,0.0,/en/matches/624e6758/Crystal-Palace-Arsenal-May-19-2021-Premier-League,1.0,0.8333333333333334,0.5
35,35,35,35,35,35,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 2–0,Arsenal,Brighton,Y,LW,73,0,0,0,0,0.0,0.0,0,0,41.0,3.0,0.0,0.0,0.0,0.0,0.2,7.0,0.0,32.0,36.0,88.9,7.0,28.0,4.0,1.0,0.0,/en/matches/9f6c52f8/Arsenal-Brighton-and-Hove-Albion-May-23-2021-Premier-League,1.0,1.0,0.5
