,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2020-10-17,Sat,PL2 — Div. 1,Matchweek 5,Home,D 3–3,Arsenal,Manchester Utd,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/41b20ded/Arsenal-U23-Manchester-United-U23-October-17-2020-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,1,1,2020-11-06,Fri,PL2 — Div. 1,Matchweek 8,Away,W 6–0,Arsenal,Blackburn,Y,CM,70,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/015b84a6/Blackburn-Rovers-U23-Arsenal-U23-November-6-2020-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2,2020-11-20,Fri,PL2 — Div. 1,Matchweek 9,Home,W 1–0,Arsenal,Everton,Y,FW,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a955afce/Arsenal-U23-Everton-U23-November-20-2020-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,3,2020-11-26,Thu,Europa Lg,Group stage,Away,W 3–0,eng Arsenal,no Molde,N,"CM,RM",16,0,1,0,0,0.0,0.0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,5.0,5.0,100.0,0.0,3.0,0.0,1.0,1.0,/en/matches/de32a3cc/Molde-Arsenal-November-26-2020-Europa-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,2020-12-03,Thu,Europa Lg,Group stage,Home,W 4–1,eng Arsenal,at Rapid Wien,N,AM,28,1,0,0,0,1.0,1.0,0,0,18.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,0.0,15.0,17.0,88.2,3.0,15.0,2.0,1.0,1.0,/en/matches/bca73bdc/Arsenal-Rapid-Wien-December-3-2020-Europa-League,1.0,1.0,0.5
5,5,5,5,5,5,2020-12-10,Thu,Europa Lg,Group stage,Away,W 4–2,eng Arsenal,ie Dundalk,Y,LW,76,0,1,0,0,1.0,0.0,0,0,41.0,0.0,2.0,0.0,0.1,0.1,0.1,5.0,1.0,32.0,34.0,94.1,4.0,31.0,5.0,4.0,1.0,/en/matches/3a6e4eda/Dundalk-Arsenal-December-10-2020-Europa-League,1.0,1.0,0.5
6,6,6,6,6,6,2020-12-22,Tue,EFL Cup,Quarter-finals,Home,L 1–4,Arsenal,Manchester City,N,,25,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3453fb20/Arsenal-Manchester-City-December-22-2020-EFL-Cup,0.0,1.0,0.5
7,7,7,7,7,7,2020-12-26,Sat,Premier League,Matchweek 15,Home,W 3–1,Arsenal,Chelsea,Y,AM,64,0,1,0,0,1.0,0.0,0,0,37.0,0.0,0.0,1.0,0.4,0.4,0.1,2.0,1.0,22.0,28.0,78.6,3.0,23.0,1.0,1.0,0.0,/en/matches/c5de8a0c/North-West-London-Derby-Arsenal-Chelsea-December-26-2020-Premier-League,1.0,0.6666666666666666,0.4404761904761903
8,8,8,8,8,8,2020-12-29,Tue,Premier League,Matchweek 16,Away,W 1–0,Arsenal,Brighton,Y,"AM,RW",88,0,0,0,0,0.0,0.0,0,0,48.0,1.0,0.0,2.0,0.0,0.0,0.1,5.0,0.0,34.0,39.0,87.2,3.0,33.0,4.0,3.0,2.0,/en/matches/fdca0bef/Brighton-and-Hove-Albion-Arsenal-December-29-2020-Premier-League,1.0,0.6666666666666666,0.4285714285714285
9,9,9,9,9,9,2021-01-02,Sat,Premier League,Matchweek 17,Away,W 4–0,Arsenal,West Brom,Y,AM,76,0,1,0,0,1.0,0.0,0,0,46.0,2.0,1.0,0.0,0.1,0.1,0.8,5.0,2.0,27.0,36.0,75.0,0.0,16.0,1.0,3.0,0.0,/en/matches/a56531b0/West-Bromwich-Albion-Arsenal-January-2-2021-Premier-League,1.0,0.6666666666666666,0.5
