,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2020-09-15,Tue,EFL Cup,Second round,Away,W 3–1,Aston Villa,Burton Albion,N,,20,1,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/84027e41/Burton-Albion-Aston-Villa-September-15-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,2020-09-21,Mon,Premier League,Matchweek 2,Home,W 1–0,Aston Villa,Sheffield Utd,N,FW,29,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,14.0,78.6,2.0,14.0,1.0,0.0,0.0,/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,1.0,0.5,0.4285714285714285
2,2,2,2,2,2,2020-09-24,Thu,EFL Cup,Third round,Away,W 3–0,Aston Villa,Bristol City,Y,FW,69,0,1,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c92b74a3/Bristol-City-Aston-Villa-September-24-2020-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,Y,FW,90,0,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/8f27b32d/Aston-Villa-Stoke-City-October-1-2020-EFL-Cup,0.0,1.0,0.5
4,4,4,4,4,4,2020-12-17,Thu,Premier League,Matchweek 13,Home,D 0–0,Aston Villa,Burnley,N,RW,11,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,2.0,0.0,0.0,0.0,/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League,0.5,0.6666666666666666,0.5833333333333333
5,5,5,5,5,5,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Aston Villa,Chelsea,N,RW,4,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League,0.5,0.5,0.4487179487179487
6,6,6,6,6,6,2021-01-01,Fri,Premier League,Matchweek 17,Away,L 1–2,Aston Villa,Manchester Utd,N,RW,7,0,0,0,0,3,0,0,0,6.0,0.0,0,0.0,0.2,0.2,0.0,2.0,0.0,1.0,2.0,50.0,0.0,5.0,0.0,1.0,1.0,/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,2021-01-27,Wed,Premier League,Matchweek 20,Away,L 2–3,Aston Villa,Burnley,N,DM,2,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,2021-03-03,Wed,Premier League,Matchweek 29,Away,L 0–1,Aston Villa,Sheffield Utd,N,RW,10,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/3a9c1c4d/Sheffield-United-Aston-Villa-March-3-2021-Premier-League,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,2021-03-06,Sat,Premier League,Matchweek 27,Home,D 0–0,Aston Villa,Wolves,N,"FW,LW",13,0,0,0,0,0,0,0,0,8.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,0.0,3.0,1.0,/en/matches/e52c1e46/Aston-Villa-Wolverhampton-Wanderers-March-6-2021-Premier-League,0.5,0.0,0.5
10,10,10,10,10,10,2021-03-21,Sun,Premier League,Matchweek 18,Home,L 0–2,Aston Villa,Tottenham,N,LW,12,0,0,0,0,1,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.1,3.0,0.0,4.0,4.0,100.0,1.0,6.0,0.0,2.0,2.0,/en/matches/faf3633c/Aston-Villa-Tottenham-Hotspur-March-21-2021-Premier-League,0.0,0.1666666666666666,0.5
11,11,11,11,11,11,2021-04-04,Sun,Premier League,Matchweek 30,Home,W 3–1,Aston Villa,Fulham,N,AM,24,0,1,0,0,0,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.3,2.0,2.0,4.0,5.0,80.0,0.0,6.0,1.0,4.0,3.0,/en/matches/a2d96ab5/Aston-Villa-Fulham-April-4-2021-Premier-League,1.0,0.1666666666666666,0.5
12,12,12,12,12,12,2021-04-21,Wed,Premier League,Matchweek 32,Home,L 1–2,Aston Villa,Manchester City,N,FW,45,0,0,0,0,1,0,0,0,10.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,1.0,4.0,0.0,0.0,0.0,/en/matches/ac46a079/Aston-Villa-Manchester-City-April-21-2021-Premier-League,0.0,0.5,0.5
13,13,13,13,13,13,2021-04-25,Sun,Premier League,Matchweek 33,Home,D 2–2,Aston Villa,West Brom,N,AM,9,1,0,0,0,3,2,0,0,7.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,50.0,1.0,3.0,0.0,1.0,1.0,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,0.5,0.3333333333333333,0.5
14,14,14,14,14,14,2021-05-01,Sat,Premier League,Matchweek 34,Away,W 2–1,Aston Villa,Everton,N,FW,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/2452619d/Everton-Aston-Villa-May-1-2021-Premier-League,1.0,0.5,0.5
15,15,15,15,15,15,2021-05-09,Sun,Premier League,Matchweek 35,Home,L 1–3,Aston Villa,Manchester Utd,N,AM,14,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,5.0,80.0,0.0,2.0,1.0,0.0,0.0,/en/matches/c80d17ca/Aston-Villa-Manchester-United-May-9-2021-Premier-League,0.0,0.5,0.5
16,16,16,16,16,16,2021-05-13,Thu,Premier League,Matchweek 19,Home,D 0–0,Aston Villa,Everton,Y,FW,90,0,0,0,0,0,0,0,0,31.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,15.0,22.0,68.2,1.0,22.0,4.0,1.0,1.0,/en/matches/b5b24fd8/Aston-Villa-Everton-May-13-2021-Premier-League,0.5,0.5,0.5
17,17,17,17,17,17,2021-05-16,Sun,Premier League,Matchweek 36,Away,L 2–3,Aston Villa,Crystal Palace,N,"RW,DM",6,0,0,0,0,1,0,0,0,1.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,/en/matches/7b21d5b9/Crystal-Palace-Aston-Villa-May-16-2021-Premier-League,0.0,0.5,0.5
