,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-09-22,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (3),Chelsea,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.5,0.5
1,1,1,1,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 1–0,Chelsea,Brentford,Y,CB,90,0,0,0,0,0.0,0.0,0,0,85.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,66.0,86.4,2.0,44.0,0.0,0.0,0.0,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League,1.0,0.5,0.858974358974359
2,2,2,2,2021-10-26,Tue,EFL Cup,Fourth round,Home,D 1 (4)–1 (3),Chelsea,Southampton,Y,CB,90,0,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/026f8b03/Chelsea-Southampton-October-26-2021-EFL-Cup,0.5,0.5,0.5
3,3,3,3,2021-12-08,Wed,Champions Lg,Group stage,Away,D 3–3,eng Chelsea,ru Zenit,Y,CB,90,0,0,0,0,0.0,0.0,0,0,85.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,67.0,92.5,3.0,48.0,1.0,1.0,1.0,/en/matches/e1d49736/Zenit-Chelsea-December-8-2021-Champions-League,0.5,0.6666666666666666,0.5
4,4,4,4,2021-12-22,Wed,EFL Cup,Quarter-finals,Away,W 2–0,Chelsea,Brentford,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/195bfa06/Brentford-Chelsea-December-22-2021-EFL-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,2022-01-05,Wed,EFL Cup,Semi-finals,Home,W 2–0,Chelsea,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/68c1fa8c/Chelsea-Tottenham-Hotspur-January-5-2022-EFL-Cup,1.0,0.6666666666666666,0.5
6,6,6,6,2022-01-08,Sat,FA Cup,Third round proper,Home,W 5–1,Chelsea,Chesterfield,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c45766da/Chelsea-Chesterfield-January-8-2022-FA-Cup,1.0,0.8333333333333334,0.5
7,7,7,7,2022-01-12,Wed,EFL Cup,Semi-finals,Away,W 1–0,Chelsea,Tottenham,Y,LB,90,0,0,0,0,2.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/fb1c09a8/Tottenham-Hotspur-Chelsea-January-12-2022-EFL-Cup,1.0,1.0,0.5
8,8,8,8,2022-01-15,Sat,Premier League,Matchweek 22,Away,L 0–1,Chelsea,Manchester City,Y,"CB,LB",90,0,0,0,0,0.0,0.0,0,0,87.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,71.0,85.9,4.0,47.0,0.0,0.0,0.0,/en/matches/febd7f38/Manchester-City-Chelsea-January-15-2022-Premier-League,0.0,1.0,0.5
9,9,9,9,2022-01-23,Sun,Premier League,Matchweek 23,Home,W 2–0,Chelsea,Tottenham,Y,"LB,CB",90,0,0,0,0,0.0,0.0,0,0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,70.0,75.0,93.3,7.0,66.0,0.0,0.0,0.0,/en/matches/29e164e3/Chelsea-Tottenham-Hotspur-January-23-2022-Premier-League,1.0,0.6666666666666666,0.5
10,10,10,10,2022-02-05,Sat,FA Cup,Fourth round proper,Home,W 2–1,Chelsea,Plymouth Argyle,Y,LB,120,0,0,0,0,3.0,0.0,0,0,,,5.0,,,,,,,,,,,,,,,/en/matches/9503ec9a/Chelsea-Plymouth-Argyle-February-5-2022-FA-Cup,1.0,0.6666666666666666,0.5
11,11,11,11,2022-02-19,Sat,Premier League,Matchweek 26,Away,W 1–0,Chelsea,Crystal Palace,Y,LB,73,0,0,0,0,1.0,0.0,1,0,78.0,2.0,1.0,0.0,0.0,0.0,0.3,3.0,0.0,60.0,70.0,85.7,4.0,34.0,3.0,0.0,0.0,/en/matches/ddd2eed6/Crystal-Palace-Chelsea-February-19-2022-Premier-League,1.0,0.6666666666666666,0.5
12,12,12,12,2022-02-22,Tue,Champions Lg,Round of 16,Home,W 2–0,eng Chelsea,fr Lille,N,WB,11,0,0,0,0,0.0,0.0,0,0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,6.0,0.0,0.0,0.0,/en/matches/c69e8579/Chelsea-Lille-February-22-2022-Champions-League,1.0,1.0,0.5
13,13,13,13,2022-03-02,Wed,FA Cup,Fifth round proper,Away,W 3–2,Chelsea,Luton Town,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/b5c6ec9d/Luton-Town-Chelsea-March-2-2022-FA-Cup,1.0,1.0,0.5
14,14,14,14,2022-03-13,Sun,Premier League,Matchweek 29,Home,W 1–0,Chelsea,Newcastle Utd,Y,LB,77,0,0,0,0,0.0,0.0,0,0,59.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,49.0,54.0,90.7,2.0,39.0,2.0,0.0,0.0,/en/matches/0dcf103b/Chelsea-Newcastle-United-March-13-2022-Premier-League,1.0,1.0,0.5
15,15,15,15,2022-03-19,Sat,FA Cup,Quarter-finals,Away,W 2–0,Chelsea,Middlesbrough,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/9e92546e/Middlesbrough-Chelsea-March-19-2022-FA-Cup,1.0,1.0,0.5
16,16,16,16,2022-04-20,Wed,Premier League,Matchweek 25,Home,L 2–4,Chelsea,Arsenal,Y,CB,90,0,0,0,0,0.0,0.0,1,0,140.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,129.0,86.0,3.0,105.0,3.0,0.0,0.0,/en/matches/cf8c0df6/North-West-London-Derby-Chelsea-Arsenal-April-20-2022-Premier-League,0.0,1.0,0.5
17,17,17,17,2022-05-07,Sat,Premier League,Matchweek 36,Home,D 2–2,Chelsea,Wolves,N,WB,4,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,1.0,0.0,0.0,0.0,/en/matches/7c8a79d2/Chelsea-Wolverhampton-Wanderers-May-7-2022-Premier-League,0.5,0.6666666666666666,0.5
18,18,18,18,2022-05-08,Sun,PL2 — Div. 1,Matchweek 20,Home,W 2–1,Chelsea,Tottenham,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7156f3b9/Chelsea-U23-Tottenham-Hotspur-U23-May-8-2022-Premier-League-2----Division-1,1.0,0.5,0.5
19,19,19,19,2022-05-22,Sun,Premier League,Matchweek 38,Home,W 2–1,Chelsea,Watford,N,"LB,WB",32,0,0,0,0,0.0,0.0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,24.0,91.7,0.0,14.0,1.0,0.0,0.0,/en/matches/df85b298/Chelsea-Watford-May-22-2022-Premier-League,1.0,0.5,0.5
