,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Crystal Palace,Sheffield Utd,Y,AM,90,0,0,0,0,8.0,0.0,0,0,76.0,0.0,0.0,1.0,0.5,0.5,0.5,13.0,0.0,44.0,55.0,80.0,4.0,51.0,3.0,2.0,2.0,/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-21,Mon,Premier League,Matchweek 2,Home,L 0–1,Crystal Palace,Arsenal,Y,AM,90,0,0,0,0,4.0,1.0,0,0,53.0,1.0,0.0,0.0,0.3,0.3,0.1,3.0,0.0,37.0,43.0,86.0,4.0,33.0,3.0,5.0,3.0,/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,D 1–1,Crystal Palace,Brentford,Y,"AM,LW",90,0,0,0,0,4.0,1.0,0,0,47.0,4.0,1.0,0.0,0.4,0.4,0.1,4.0,0.0,25.0,30.0,83.3,2.0,33.0,4.0,6.0,5.0,/en/matches/537b2b0b/Brentford-Crystal-Palace-August-26-2023-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-29,Tue,EFL Cup,Second round,Away,W 4–2,Crystal Palace,Plymouth Argyle,N,,36,0,2,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5c205e0e/Plymouth-Argyle-Crystal-Palace-August-29-2023-EFL-Cup,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–2,Crystal Palace,Wolves,Y,"RM,LW",90,1,0,0,0,3.0,3.0,0,0,52.0,4.0,0.0,1.0,0.6,0.6,0.2,5.0,0.0,29.0,38.0,76.3,3.0,31.0,3.0,5.0,3.0,/en/matches/f9436d32/Crystal-Palace-Wolverhampton-Wanderers-September-3-2023-Premier-League,1.0,0.5,0.47777777777777786
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,eng England,sct Scotland,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1461ddd6/Scotland-England-September-12-2023-Friendlies-M,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–3,Crystal Palace,Aston Villa,Y,"LW,FW,AM",90,0,0,0,0,4.0,2.0,1,0,52.0,1.0,0.0,1.0,0.4,0.4,0.0,1.0,0.0,31.0,37.0,83.8,5.0,36.0,4.0,11.0,7.0,/en/matches/bc77340e/Aston-Villa-Crystal-Palace-September-16-2023-Premier-League,0.0,1.0,0.5888888888888889
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-23,Sat,Premier League,Matchweek 6,Home,D 0–0,Crystal Palace,Fulham,Y,"LW,AM",90,0,0,0,0,3.0,1.0,0,0,61.0,1.0,1.0,0.0,0.1,0.1,0.2,3.0,0.0,28.0,40.0,70.0,3.0,38.0,2.0,12.0,5.0,/en/matches/cf0b2b19/Crystal-Palace-Fulham-September-23-2023-Premier-League,0.5,0.6666666666666666,0.5833333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-26,Tue,EFL Cup,Third round,Away,L 0–3,Crystal Palace,Manchester Utd,N,,31,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d89d2a1a/Manchester-United-Crystal-Palace-September-26-2023-EFL-Cup,0.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-30,Sat,Premier League,Matchweek 7,Away,W 1–0,Crystal Palace,Manchester Utd,Y,RM,87,0,0,0,0,1.0,0.0,0,0,37.0,1.0,0.0,1.0,0.1,0.1,0.4,3.0,0.0,15.0,24.0,62.5,3.0,18.0,2.0,5.0,2.0,/en/matches/ef2b7ab9/Manchester-United-Crystal-Palace-September-30-2023-Premier-League,1.0,0.1666666666666666,0.5520833333333333
