,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-12,Sat,Premier League,Matchweek 1,Away,W 2–0,Newcastle Utd,West Ham,Y,LM,74,0,0,0,0,1,0,0,0,31.0,1.0,0,0.0,0.0,0.0,0.0,4.0,1.0,19.0,21.0,90.5,6.0,28.0,8.0,4.0,2.0,/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-15,Tue,EFL Cup,Second round,Home,W 1–0,Newcastle Utd,Blackburn,N,,18,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b1979b09/Newcastle-United-Blackburn-Rovers-September-15-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-20,Sun,Premier League,Matchweek 2,Home,L 0–3,Newcastle Utd,Brighton,Y,LM,32,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,4.0,1.0,2.0,1.0,/en/matches/845f6a86/Newcastle-United-Brighton-and-Hove-Albion-September-20-2020-Premier-League,0.0,0.5,0.4761904761904761
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-03,Sat,Premier League,Matchweek 4,Home,W 3–1,Newcastle Utd,Burnley,Y,"LM,FW",72,1,1,0,0,1,1,0,0,34.0,0.0,0,0.0,0.1,0.1,0.6,3.0,1.0,20.0,25.0,80.0,2.0,28.0,10.0,5.0,4.0,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League,1.0,0.6666666666666666,0.3076923076923077
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-17,Sat,Premier League,Matchweek 5,Home,L 1–4,Newcastle Utd,Manchester Utd,Y,LM,90,0,0,0,0,1,1,0,0,33.0,1.0,0,0.0,0.0,0.0,0.6,5.0,0.0,16.0,21.0,76.2,1.0,27.0,0.0,9.0,7.0,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,0.0,0.6666666666666666,0.5238095238095237
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-25,Sun,Premier League,Matchweek 6,Away,D 1–1,Newcastle Utd,Wolves,Y,FW,78,0,0,0,0,1,1,0,0,32.0,4.0,1,1.0,0.0,0.0,0.0,3.0,0.0,17.0,22.0,77.3,5.0,24.0,3.0,5.0,4.0,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League,0.5,0.3333333333333333,0.7619047619047619
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-01,Sun,Premier League,Matchweek 7,Home,W 2–1,Newcastle Utd,Everton,Y,FW,73,0,0,0,0,2,1,0,0,33.0,1.0,0,2.0,0.5,0.5,0.0,1.0,0.0,22.0,24.0,91.7,2.0,27.0,3.0,5.0,4.0,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,1.0,0.5,0.5238095238095238
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-06,Fri,Premier League,Matchweek 8,Away,L 0–2,Newcastle Utd,Southampton,Y,"FW,LM",90,0,0,0,0,0,0,0,0,38.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,25.0,76.0,6.0,28.0,5.0,10.0,4.0,/en/matches/4117b695/Southampton-Newcastle-United-November-6-2020-Premier-League,0.0,0.5,0.782051282051282
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-21,Sat,Premier League,Matchweek 9,Home,L 0–2,Newcastle Utd,Chelsea,Y,LM,73,0,0,0,0,1,0,0,0,28.0,0.0,0,1.0,0.1,0.1,0.0,2.0,0.0,14.0,19.0,73.7,3.0,23.0,4.0,4.0,3.0,/en/matches/dbcba6c6/Newcastle-United-Chelsea-November-21-2020-Premier-League,0.0,0.5,0.8095238095238094
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-01-23,Sat,Premier League,Matchweek 11,Away,L 0–2,Newcastle Utd,Aston Villa,N,"CM,FW",20,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,11.0,1.0,3.0,2.0,/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League,0.0,0.3333333333333333,0.5
