,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,2019-12-01,Sun,Serie A,Matchweek 14,Away,W 3–1,Roma,Hellas Verona,N,"AM,FW,RW",24,1,0,0,0,1,1,0,0,10.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,6.0,8.0,75.0,0.0,5.0,1.0,0.0,0.0,/en/matches/57d4957f/Hellas-Verona-Roma-December-1-2019-Serie-A,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,2019-12-06,Fri,Serie A,Matchweek 15,Away,D 0–0,Roma,Inter,Y,"RW,LW",88,0,0,0,0,0,0,0,0,50.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,37.0,43.0,86.0,6.0,27.0,4.0,4.0,2.0,/en/matches/0f6ebeb9/Internazionale-Roma-December-6-2019-Serie-A,0.5,1.0,0.5
12,12,12,12,12,12,12,12,12,12,2019-12-12,Thu,Europa Lg,Group stage,Home,D 2–2,it Roma,at Wolfsberger AC,Y,"AM,LW",90,0,0,0,0,1,0,0,0,62.0,3.0,1,1.0,0.1,0.1,0.1,3.0,1.0,35.0,48.0,72.9,2.0,28.0,3.0,5.0,3.0,/en/matches/f49eca39/Roma-Wolfsberger-AC-December-12-2019-Europa-League,0.5,0.8333333333333334,0.5
13,13,13,13,13,13,13,13,13,13,2019-12-15,Sun,Serie A,Matchweek 16,Home,W 3–1,Roma,SPAL,N,LW,12,1,0,0,0,3,1,0,0,14.0,1.0,0,0.0,1.1,1.1,0.0,1.0,0.0,8.0,10.0,80.0,0.0,7.0,1.0,1.0,1.0,/en/matches/dc816e12/Roma-SPAL-December-15-2019-Serie-A,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,2019-12-20,Fri,Serie A,Matchweek 17,Away,W 4–1,Roma,Fiorentina,N,LW,15,0,0,0,0,0,0,0,0,17.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,91.7,3.0,10.0,1.0,1.0,0.0,/en/matches/8f370809/Fiorentina-Roma-December-20-2019-Serie-A,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,2020-01-05,Sun,Serie A,Matchweek 18,Home,L 0–2,Roma,Torino,N,"LM,CM",28,0,0,0,0,3,1,0,0,21.0,0.0,1,2.0,0.1,0.1,0.0,3.0,0.0,11.0,14.0,78.6,3.0,13.0,0.0,1.0,1.0,/en/matches/eb12043e/Roma-Torino-January-5-2020-Serie-A,0.0,0.8333333333333334,0.5
16,16,16,16,16,16,16,16,16,16,2020-02-07,Fri,Serie A,Matchweek 23,Home,L 2–3,Roma,Bologna,Y,"AM,CM",90,1,0,0,0,1,1,0,0,48.0,0.0,0,0.0,0.4,0.4,0.2,4.0,0.0,39.0,44.0,88.6,8.0,18.0,2.0,4.0,2.0,/en/matches/ecad1892/Roma-Bologna-February-7-2020-Serie-A,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,2020-02-15,Sat,Serie A,Matchweek 24,Away,L 1–2,Roma,Atalanta,Y,"CM,LM",90,0,0,0,0,1,0,1,0,51.0,1.0,2,3.0,0.0,0.0,0.0,2.0,0.0,31.0,37.0,83.8,2.0,19.0,0.0,2.0,0.0,/en/matches/282c05ad/Atalanta-Roma-February-15-2020-Serie-A,0.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,18,2020-02-20,Thu,Europa Lg,Round of 32,Home,W 1–0,it Roma,be Gent,N,AM,12,0,0,0,0,1,0,0,0,10.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,8.0,87.5,0.0,2.0,0.0,0.0,0.0,/en/matches/3384c6ca/Roma-Gent-February-20-2020-Europa-League,1.0,0.0,0.5
19,19,19,19,19,19,19,19,19,19,2020-02-23,Sun,Serie A,Matchweek 25,Home,W 4–0,Roma,Lecce,Y,"AM,LW",90,1,1,0,0,1,1,0,0,65.0,1.0,0,3.0,0.3,0.3,0.4,3.0,1.0,45.0,54.0,83.3,7.0,27.0,2.0,4.0,2.0,/en/matches/903297ed/Roma-Lecce-February-23-2020-Serie-A,1.0,0.3333333333333333,0.5
20,20,20,20,20,20,20,20,20,20,2020-02-27,Thu,Europa Lg,Round of 32,Away,D 1–1,it Roma,be Gent,Y,"AM,LW",90,0,1,0,0,2,0,0,0,46.0,1.0,1,0.0,0.1,0.1,0.5,4.0,1.0,32.0,38.0,84.2,10.0,26.0,8.0,2.0,1.0,/en/matches/3981c2d2/Gent-Roma-February-27-2020-Europa-League,0.5,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,2020-03-01,Sun,Serie A,Matchweek 26,Away,W 4–3,Roma,Cagliari,Y,"AM,LW",90,1,1,0,0,3,3,0,0,57.0,5.0,0,1.0,0.2,0.2,0.8,8.0,2.0,32.0,39.0,82.1,6.0,27.0,2.0,6.0,5.0,/en/matches/333ca4d6/Cagliari-Roma-March-1-2020-Serie-A,1.0,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,2020-06-24,Wed,Serie A,Matchweek 27,Home,W 2–1,Roma,Sampdoria,Y,LW,84,0,0,0,0,5,1,1,0,49.0,0.0,0,1.0,0.3,0.3,0.3,8.0,0.0,34.0,39.0,87.2,4.0,36.0,5.0,3.0,1.0,/en/matches/ab192cc2/Roma-Sampdoria-June-24-2020-Serie-A,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,2020-06-28,Sun,Serie A,Matchweek 28,Away,L 0–2,Roma,Milan,Y,RW,68,0,0,0,0,2,0,0,0,36.0,3.0,1,2.0,0.1,0.1,0.0,2.0,0.0,20.0,26.0,76.9,7.0,21.0,5.0,1.0,0.0,/en/matches/fcc08302/Milan-Roma-June-28-2020-Serie-A,0.0,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,2020-07-02,Thu,Serie A,Matchweek 29,Home,L 0–2,Roma,Udinese,N,LW,45,0,0,0,0,2,0,1,0,30.0,1.0,0,3.0,0.0,0.0,0.0,3.0,0.0,16.0,20.0,80.0,0.0,17.0,2.0,1.0,0.0,/en/matches/15a48a02/Roma-Udinese-July-2-2020-Serie-A,0.0,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,2020-07-05,Sun,Serie A,Matchweek 30,Away,L 1–2,Roma,Napoli,Y,CM,90,1,0,0,0,3,2,0,0,58.0,2.0,1,2.0,0.1,0.1,0.0,2.0,0.0,41.0,45.0,91.1,5.0,35.0,2.0,2.0,1.0,/en/matches/e77b4ee8/Derby-del-Sole-Napoli-Roma-July-5-2020-Serie-A,0.0,0.3333333333333333,0.5
26,26,26,26,26,26,26,26,26,26,2020-07-08,Wed,Serie A,Matchweek 31,Home,W 2–1,Roma,Parma,Y,AM,89,1,1,0,0,3,2,1,0,49.0,6.0,0,2.0,0.4,0.4,0.2,5.0,1.0,29.0,37.0,78.4,4.0,30.0,7.0,0.0,0.0,/en/matches/7210abad/Roma-Parma-July-8-2020-Serie-A,1.0,0.0,0.5
27,27,27,27,27,27,27,27,27,27,2020-07-15,Wed,Serie A,Matchweek 33,Home,W 2–1,Roma,Hellas Verona,Y,AM,87,0,0,0,0,6,1,0,0,46.0,6.0,0,3.0,0.6,0.6,0.0,7.0,1.0,25.0,31.0,80.6,6.0,13.0,3.0,1.0,0.0,/en/matches/6e569080/Roma-Hellas-Verona-July-15-2020-Serie-A,1.0,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,2020-07-19,Sun,Serie A,Matchweek 34,Home,D 2–2,Roma,Inter,Y,AM,82,1,0,0,0,2,1,0,0,44.0,1.0,2,1.0,0.6,0.6,0.0,2.0,1.0,26.0,32.0,81.3,3.0,37.0,7.0,2.0,1.0,/en/matches/e128fda4/Roma-Internazionale-July-19-2020-Serie-A,0.5,0.6666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,2020-07-26,Sun,Serie A,Matchweek 36,Home,W 2–1,Roma,Fiorentina,Y,AM,81,0,0,0,0,2,1,0,0,44.0,0.0,0,0.0,0.3,0.3,0.0,2.0,0.0,23.0,36.0,63.9,7.0,26.0,3.0,4.0,2.0,/en/matches/66a750bd/Roma-Fiorentina-July-26-2020-Serie-A,1.0,0.8333333333333334,0.5
30,30,30,30,30,30,30,30,30,30,2020-07-29,Wed,Serie A,Matchweek 37,Away,W 3–2,Roma,Torino,Y,AM,89,0,1,0,0,2,0,0,0,52.0,1.0,1,2.0,0.1,0.1,0.4,4.0,1.0,32.0,38.0,84.2,5.0,31.0,4.0,2.0,1.0,/en/matches/710a1dbf/Torino-Roma-July-29-2020-Serie-A,1.0,0.8333333333333334,0.5
31,31,31,31,31,31,31,31,31,31,2020-08-06,Thu,Europa Lg,Round of 16,Neutral,L 0–2,it Roma,es Sevilla,Y,"AM,LW",90,0,0,0,0,1,0,0,0,38.0,2.0,1,1.0,0.0,0.0,0.2,3.0,0.0,21.0,28.0,75.0,2.0,20.0,3.0,0.0,0.0,/en/matches/56a83ba0/Sevilla-Roma-August-6-2020-Europa-League,0.0,0.8333333333333334,0.5
