,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y,"RW,LW",83,0,0,0,0,1,0,1,0,61.0,0.0,0,3.0,0.3,0.3,0.1,2.0,0.0,33.0,49.0,67.3,6.0,31.0,3.0,5.0,1.0,/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2019-08-24,Sat,Premier League,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,N,LM,5,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,6.0,0.0,1.0,1.0,/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League,0.0,0.5,0.7857142857142858
2,2,2,2,2,2,2,2,2,2,2019-09-01,Sun,Premier League,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,N,LW,24,0,0,0,0,1,0,0,0,23.0,0.0,0,0.0,0.1,0.1,0.1,4.0,0.0,15.0,17.0,88.2,2.0,11.0,0.0,1.0,0.0,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,2019-09-05,Thu,UEFA Euro Qualifying,Group stage,Home,L 1–3,am Armenia,it Italy,Y*,AM,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f08958a0/Armenia-Italy-September-5-2019-UEFA-Euro-Qualifying,0.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,2019-09-08,Sun,UEFA Euro Qualifying,Group stage,Home,W 4–2,am Armenia,ba Bosnia & Herz'na,Y*,CM,90,2,1,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/355b8e22/Armenia-Bosnia-and-Herzegovina-September-8-2019-UEFA-Euro-Qualifying,1.0,0.1666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,2019-09-15,Sun,Serie A,Matchweek 3,Home,W 4–2,Roma,Sassuolo,Y,LW,90,1,0,0,0,1,1,0,0,52.0,0.0,1,0.0,0.2,0.2,0.1,4.0,0.0,37.0,46.0,80.4,2.0,25.0,3.0,1.0,0.0,/en/matches/ab5a64e6/Roma-Sassuolo-September-15-2019-Serie-A,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,2019-09-22,Sun,Serie A,Matchweek 4,Away,W 2–1,Roma,Bologna,Y,LW,86,0,0,0,0,1,0,0,0,50.0,2.0,0,0.0,0.0,0.0,0.2,6.0,1.0,36.0,41.0,87.8,9.0,28.0,3.0,2.0,0.0,/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,2019-09-25,Wed,Serie A,Matchweek 5,Home,L 0–2,Roma,Atalanta,N,AM,26,0,0,0,0,0,0,0,0,13.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,80.0,3.0,11.0,0.0,1.0,1.0,/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A,0.0,1.0,0.5
8,8,8,8,8,8,8,8,8,8,2019-09-29,Sun,Serie A,Matchweek 6,Away,W 1–0,Roma,Lecce,Y,LW,86,0,1,0,0,1,0,1,0,46.0,1.0,0,0.0,0.4,0.4,0.3,4.0,1.0,31.0,37.0,83.8,3.0,24.0,2.0,1.0,1.0,/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,2019-11-28,Thu,Europa Lg,Group stage,Away,W 3–0,it Roma,tr Başakşehir,N,AM,19,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,33.0,93.9,4.0,18.0,1.0,1.0,1.0,/en/matches/57a7c7f0/Istanbul-Basaksehir-Roma-November-28-2019-Europa-League,1.0,0.6666666666666666,0.5
