,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07,Sat,Community Shield,FA Community Shield,Neutral,W 1–0,Leicester City,Manchester City,Y,AM,70,0,,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6a1fc101/Leicester-City-Manchester-City-August-7-2021-FA-Community-Shield,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 1–0,Leicester City,Wolves,Y,AM,61,0,0.0,0,0,0,0,0,0,29.0,1.0,0,1.0,0.0,0.0,0.1,2.0,0.0,17.0,25.0,68.0,5.0,18.0,1.0,0.0,0.0,/en/matches/0b346a62/Leicester-City-Wolverhampton-Wanderers-August-14-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-23,Mon,Premier League,Matchweek 2,Away,L 1–4,Leicester City,West Ham,Y,AM,80,0,0.0,0,0,1,0,0,0,40.0,2.0,2,1.0,0.0,0.0,0.1,2.0,0.0,23.0,29.0,79.3,4.0,22.0,3.0,2.0,1.0,/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,0.0,0.5,0.5384615384615384
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-28,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Norwich City,Y,"FW,LM",85,0,0.0,0,0,2,0,0,0,34.0,2.0,0,0.0,0.3,0.3,0.0,2.0,1.0,20.0,28.0,71.4,5.0,22.0,2.0,1.0,0.0,/en/matches/78c685cc/Norwich-City-Leicester-City-August-28-2021-Premier-League,1.0,0.6666666666666666,0.4642857142857143
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y,AM,72,0,0.0,0,0,0,0,0,0,24.0,1.0,0,2.0,0.0,0.0,0.1,1.0,0.0,14.0,19.0,73.7,4.0,14.0,2.0,0.0,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,0.0,0.6666666666666666,0.7948717948717948
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-16,Thu,Europa Lg,Group stage,Home,D 2–2,eng Leicester City,it Napoli,N,LM,13,0,0.0,0,0,0,0,0,0,6.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,1.0,1.0,1.0,/en/matches/ca7a900a/Leicester-City-Napoli-September-16-2021-Europa-League,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-19,Sun,Premier League,Matchweek 5,Away,L 1–2,Leicester City,Brighton,Y,RW,45,0,0.0,0,0,1,0,0,0,19.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,53.3,1.0,9.0,1.0,1.0,0.0,/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,0.0,0.5,0.7023809523809524
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 2–2,Leicester City,Burnley,N,AM,13,0,0.0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,77.8,2.0,5.0,1.0,2.0,1.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.1666666666666666,0.2857142857142857
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-30,Thu,Europa Lg,Group stage,Away,L 0–1,eng Leicester City,pl Legia Warsaw,N,"CM,FW",24,0,0.0,0,0,4,0,1,0,24.0,0.0,0,0.0,0.4,0.4,0.1,4.0,0.0,15.0,19.0,78.9,2.0,19.0,1.0,2.0,2.0,/en/matches/a44d023b/Legia-Warsaw-Leicester-City-September-30-2021-Europa-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-03,Sun,Premier League,Matchweek 7,Away,D 2–2,Leicester City,Crystal Palace,N,FW,20,0,0.0,0,0,1,1,0,0,9.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,6.0,50.0,1.0,3.0,1.0,0.0,0.0,/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,0.5,0.1666666666666666,0.5238095238095238
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 4–2,Leicester City,Manchester Utd,Y,AM,72,0,0.0,0,0,3,1,0,0,46.0,1.0,0,0.0,0.1,0.1,0.0,3.0,0.0,28.0,33.0,84.8,4.0,34.0,1.0,2.0,0.0,/en/matches/45502ded/Leicester-City-Manchester-United-October-16-2021-Premier-League,1.0,0.3333333333333333,0.642857142857143
