,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-07-03,Sat,Copa América,Quarter-finals,Neutral,L 0–3,ec Ecuador,ar Argentina,N,CM,21,0,0,0,0,1.0,0.0,0,0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,88.9,3.0,12.0,0.0,0.0,0.0,/en/matches/af921723/Argentina-Ecuador-July-3-2021-Copa-America,0.0,0.5,0.5
1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Away,W 2–0,Brighton,Cardiff City,Y,DM,90,0,1,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/93461390/Cardiff-City-Brighton-and-Hove-Albion-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2021-09-05,Sun,WCQ,WCQ — CONMEBOL (M),Home,D 0–0,ec Ecuador,cl Chile,Y,CM,90,0,0,0,0,5.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/de7730bd/Ecuador-Chile-September-5-2021-WCQ----CONMEBOL-M,0.5,0.5,0.5
3,3,3,3,2021-09-09,Thu,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,ec Ecuador,uy Uruguay,Y,CM,89,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/2f1f8b9b/Uruguay-Ecuador-September-9-2021-WCQ----CONMEBOL-M,0.0,0.5,0.5
4,4,4,4,2021-09-18,Sat,First Division A,Regular season,Away,L 1–3,Beerschot,Oostende,N,CM,13,0,0,0,0,0.0,0.0,0,0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,0.0,8.0,0.0,2.0,1.0,/en/matches/8ea9142c/Oostende-Beerschot-Wilrijk-September-18-2021-Belgian-First-Division-A,0.0,0.5,0.5
5,5,5,5,2021-09-25,Sat,First Division A,Regular season,Home,L 0–3,Beerschot,Eupen,Y,LM,45,0,0,0,0,0.0,0.0,0,0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,86.7,5.0,12.0,2.0,3.0,1.0,/en/matches/4d15d848/Beerschot-Wilrijk-Eupen-September-25-2021-Belgian-First-Division-A,0.0,0.1666666666666666,0.5
6,6,6,6,2021-10-02,Sat,First Division A,Regular season,Away,D 0–0,Beerschot,OH Leuven,N,CM,7,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/d4b3473c/OH-Leuven-Beerschot-Wilrijk-October-2-2021-Belgian-First-Division-A,0.5,0.0,0.5
7,7,7,7,2021-10-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,ec Ecuador,bo Bolivia,Y,DM,78,0,1,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/5f11e3c2/Ecuador-Bolivia-October-7-2021-WCQ----CONMEBOL-M,1.0,0.1666666666666666,0.5
8,8,8,8,2021-10-10,Sun,WCQ,WCQ — CONMEBOL (M),Away,L 1–2,ec Ecuador,ve Venezuela,Y,CM,90,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/f57c9216/Venezuela-Ecuador-October-10-2021-WCQ----CONMEBOL-M,0.0,0.5,0.5
9,9,9,9,2021-10-14,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,ec Ecuador,co Colombia,Y,CM,90,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6e01b176/Colombia-Ecuador-October-14-2021-WCQ----CONMEBOL-M,0.5,0.5,0.5
10,10,10,10,2021-10-24,Sun,First Division A,Regular season,Away,L 2–4,Beerschot,Anderlecht,Y,CM,81,0,0,0,0,1.0,0.0,1,0,32.0,0.0,2.0,1.0,0.1,0.1,0.0,4.0,0.0,21.0,26.0,80.8,2.0,20.0,5.0,2.0,0.0,/en/matches/322e89c8/Anderlecht-Beerschot-Wilrijk-October-24-2021-Belgian-First-Division-A,0.0,0.5,0.5
11,11,11,11,2021-10-30,Sat,First Division A,Regular season,Home,W 3–0,Beerschot,R.F.C. Seraing,Y,CM,84,0,1,0,0,1.0,0.0,0,0,39.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,23.0,29.0,79.3,1.0,19.0,0.0,0.0,0.0,/en/matches/1ca77820/Beerschot-Wilrijk-RFC-Seraing-October-30-2021-Belgian-First-Division-A,1.0,0.1666666666666666,0.5
12,12,12,12,2021-11-06,Sat,First Division A,Regular season,Away,D 1–1,Beerschot,Kortrijk,Y,"CM,RM",89,0,0,0,0,1.0,0.0,0,0,49.0,4.0,0.0,1.0,0.1,0.1,0.9,5.0,0.0,27.0,36.0,75.0,7.0,19.0,1.0,2.0,0.0,/en/matches/600956e4/Kortrijk-Beerschot-Wilrijk-November-6-2021-Belgian-First-Division-A,0.5,0.5,0.5
13,13,13,13,2021-11-11,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ec Ecuador,ve Venezuela,Y,DM,90,0,0,0,0,4.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0ba82c1e/Ecuador-Venezuela-November-11-2021-WCQ----CONMEBOL-M,1.0,0.5,0.5
14,14,14,14,2021-11-16,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 2–0,ec Ecuador,cl Chile,Y,CM,89,1,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c9f9e69d/Chile-Ecuador-November-16-2021-WCQ----CONMEBOL-M,1.0,0.8333333333333334,0.5
15,15,15,15,2021-11-21,Sun,First Division A,Regular season,Home,W 2–0,Beerschot,Genk,Y,"LM,CM",90,1,0,0,0,1.0,1.0,0,0,42.0,2.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,24.0,30.0,80.0,6.0,22.0,4.0,9.0,6.0,/en/matches/86def18d/Beerschot-Wilrijk-Genk-November-21-2021-Belgian-First-Division-A,1.0,0.8333333333333334,0.5
16,16,16,16,2021-11-28,Sun,First Division A,Regular season,Away,L 0–2,Beerschot,Zulte Waregem,Y,"CM,DM",69,0,0,0,0,1.0,0.0,0,0,40.0,2.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,27.0,32.0,84.4,5.0,20.0,0.0,3.0,1.0,/en/matches/cbfca56f/Zulte-Waregem-Beerschot-Wilrijk-November-28-2021-Belgian-First-Division-A,0.0,1.0,0.5
17,17,17,17,2021-12-05,Sun,First Division A,Regular season,Home,L 0–1,Beerschot,Antwerp,Y,AM,63,0,0,0,0,2.0,0.0,0,0,35.0,0.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,16.0,28.0,57.1,2.0,15.0,0.0,3.0,1.0,/en/matches/bf1b36b1/Beerschot-Wilrijk-Antwerp-December-5-2021-Belgian-First-Division-A,0.0,0.6666666666666666,0.5
18,18,18,18,2021-12-11,Sat,First Division A,Regular season,Away,L 0–1,Beerschot,Eupen,Y,"CM,DM",90,0,0,0,0,3.0,1.0,0,0,63.0,2.0,2.0,0.0,0.1,0.1,0.3,8.0,0.0,40.0,51.0,78.4,11.0,29.0,1.0,1.0,1.0,/en/matches/d53b660e/Eupen-Beerschot-Wilrijk-December-11-2021-Belgian-First-Division-A,0.0,0.3333333333333333,0.5
19,19,19,19,2021-12-18,Sat,First Division A,Regular season,Home,L 0–2,Beerschot,Oostende,Y,LM,45,0,0,0,0,0.0,0.0,0,0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,18.0,61.1,1.0,10.0,1.0,0.0,0.0,/en/matches/18650dce/Beerschot-Wilrijk-Oostende-December-18-2021-Belgian-First-Division-A,0.0,0.0,0.5
20,20,20,20,2021-12-27,Mon,First Division A,Regular season,Home,L 0–7,Beerschot,Anderlecht,Y,"LM,CM",76,0,0,0,0,1.0,0.0,1,0,27.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,18.0,22.0,81.8,1.0,15.0,1.0,2.0,0.0,/en/matches/e7349c43/Beerschot-Wilrijk-Anderlecht-December-27-2021-Belgian-First-Division-A,0.0,0.0,0.5
