,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Manchester City,Liverpool,Y*,CM,60,0,1,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a0579b11/Liverpool-Manchester-City-August-4-2019-FA-Community-Shield,0.5,0.5
1,1,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 5–0,Manchester City,West Ham,Y*,LM,79,0,0,0,0,1,0,0,0,71.0,1.0,0,0.0,0.0,0.0,0.1,4.0,0.0,48.0,62.0,77.4,10.0,56.0,7.0,3.0,2.0,/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,1.0,0.5
2,2,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,N,"AM,DM",13,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,5.0,0.0,1.0,0.0,/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League,0.5,0.5
3,3,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y*,LM,90,0,2,0,0,2,2,0,0,69.0,2.0,1,0.0,0.1,0.1,1.0,6.0,3.0,54.0,60.0,90.0,7.0,50.0,4.0,3.0,3.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1.0,0.6666666666666666
4,4,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,Y*,"LM,AM",77,0,2,0,0,1,0,0,0,67.0,1.0,1,0.0,0.5,0.5,0.6,8.0,2.0,54.0,61.0,88.5,3.0,56.0,5.0,1.0,1.0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,1.0,0.8333333333333334
5,5,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y*,AM,56,0,0,0,0,1,0,0,0,52.0,0.0,0,1.0,0.0,0.0,0.0,3.0,0.0,38.0,47.0,80.9,5.0,41.0,3.0,1.0,0.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,0.0,0.8333333333333334
6,6,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y*,LM,90,1,0,0,0,4,1,0,0,96.0,1.0,0,0.0,1.0,1.0,0.0,9.0,1.0,80.0,90.0,88.9,10.0,82.0,3.0,3.0,3.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.6666666666666666
7,7,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y*,CM,62,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.6666666666666666
8,8,2019-09-28,Sat,Premier League,Matchweek 7,Away,W 3–1,Manchester City,Everton,N,RM,5,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League,1.0,0.6666666666666666
9,9,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,Y*,LM,89,0,0,0,0,2,0,0,0,87.0,0.0,1,0.0,0.6,0.6,0.7,6.0,0.0,72.0,83.0,86.7,9.0,62.0,7.0,3.0,3.0,/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,1.0,1.0
10,10,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y*,AM,74,0,0,0,0,2,0,0,0,58.0,3.0,0,0.0,0.3,0.3,0.0,6.0,0.0,37.0,48.0,77.1,5.0,40.0,0.0,1.0,0.0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,0.0,1.0
11,11,2019-10-19,Sat,Premier League,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y*,LM,78,1,0,0,0,2,2,0,0,61.0,1.0,1,1.0,0.6,0.6,0.4,3.0,0.0,48.0,55.0,87.3,8.0,42.0,3.0,2.0,2.0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,1.0,0.6666666666666666
12,12,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y*,"LM,AM,DM",90,1,0,0,0,3,1,0,0,72.0,1.0,2,3.0,0.5,0.5,0.1,4.0,0.0,46.0,57.0,80.7,8.0,46.0,6.0,4.0,4.0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,1.0,0.6666666666666666
13,13,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–1,Manchester City,Southampton,Y*,LM,45,0,0,0,0,4,0,0,0,43.0,2.0,0,0.0,0.2,0.2,0.0,5.0,0.0,27.0,34.0,79.4,8.0,32.0,4.0,2.0,2.0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,1.0,0.6666666666666666
14,14,2019-11-23,Sat,Premier League,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y*,LM,66,0,0,0,0,0,0,0,0,42.0,4.0,1,1.0,0.0,0.0,0.0,2.0,0.0,30.0,37.0,81.1,9.0,22.0,1.0,0.0,0.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,1.0,1.0
15,15,2019-11-26,Tue,Champions Lg,Group stage,Home,D 1–1,eng Manchester City,ua Shakhtar,N,"RM,LM",21,0,0,0,0,1,0,0,0,11.0,0.0,1,0.0,0.1,0.1,0.0,0.0,0.0,7.0,9.0,77.8,2.0,8.0,0.0,0.0,0.0,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,0.5,1.0
16,16,2019-11-30,Sat,Premier League,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y*,LM,69,0,1,0,0,2,0,0,0,68.0,0.0,0,0.0,0.1,0.1,0.4,5.0,1.0,51.0,65.0,78.5,9.0,46.0,1.0,2.0,2.0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,0.5,0.8333333333333334
