,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,Premier League,Matchweek 1,Home,W 3–2,Watford,Aston Villa,Y,LB,90,0,0,0,0,0,0,0,0,49,1,0,0,0.0,0.0,0.0,0,0,24,41,58.5,3,22,1,2,2,Match Report
1,Sat,Premier League,Matchweek 2,Away,L 0–2,Watford,Brighton,Y,"LB,CB",90,0,0,0,0,0,0,0,0,66,2,1,1,0.0,0.0,0.1,1,0,44,56,78.6,9,37,1,0,0,Match Report
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sun,Premier League,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,81,2,0,1,0.0,0.0,0.1,1,0,53,69,76.8,6,28,1,0,0,Match Report
4,Thu,WCQ,Second round,Home,W 2–0,ma Morocco,sd Sudan,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
5,Sat,Premier League,Matchweek 4,Home,L 0–2,Watford,Wolves,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat,Premier League,Matchweek 5,Away,W 3–1,Watford,Norwich City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tue,EFL Cup,Third round,Home,L 1–3,Watford,Stoke City,Y,LB,90,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
8,Sat,Premier League,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sat,Premier League,Matchweek 7,Away,L 0–1,Watford,Leeds United,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Wed,WCQ,Second round,Home,W 5–0,ma Morocco,gw Guinea-Bissau,Y,LB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
11,Sat,WCQ,Second round,Away,W 3–0,ma Morocco,gw Guinea-Bissau,Y,LB,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
12,Tue,WCQ,Second round,Away,W 4–1,ma Morocco,gn Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat,Premier League,Matchweek 8,Home,L 0–5,Watford,Liverpool,Y,LB,45,0,0,0,0,0,0,0,0,17,1,1,3,0.0,0.0,0.0,0,0,5,8,62.5,0,4,0,0,0,Match Report
14,Sat,Premier League,Matchweek 9,Away,W 5–2,Watford,Everton,Y,LB,90,0,0,0,0,0,0,0,0,60,1,1,2,0.0,0.0,0.0,2,0,33,51,64.7,2,24,1,1,1,Match Report
15,Sat,Premier League,Matchweek 10,Home,L 0–1,Watford,Southampton,Y,LB,90,0,0,0,0,1,0,0,0,56,2,2,1,0.0,0.0,0.0,1,0,22,41,53.7,4,20,0,2,2,Match Report
16,Sun,Premier League,Matchweek 11,Away,L 0–1,Watford,Arsenal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Fri,WCQ,Second round,Away,W 3–0,ma Morocco,sd Sudan,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
18,Tue,WCQ,Second round,Home,W 3–0,ma Morocco,gn Guinea,N,,28,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
19,Sat,Premier League,Matchweek 12,Home,W 4–1,Watford,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,53,4,1,0,0.0,0.0,0.2,3,0,28,45,62.2,2,7,0,0,0,Match Report
20,Sun,Premier League,Matchweek 13,Away,L 2–4,Watford,Leicester City,Y,LB,90,0,0,0,0,1,0,0,0,66,4,4,2,0.1,0.1,0.2,3,0,27,47,57.4,3,24,0,2,1,Match Report
21,Wed,Premier League,Matchweek 14,Home,L 1–2,Watford,Chelsea,Y,LB,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,Match Report
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Tue,Premier League,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,LB,90,0,0,0,0,2,0,0,0,42,1,1,3,0.1,0.1,0.0,0,0,17,33,51.5,2,13,1,0,0,Match Report
24,Sat,Premier League,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,43,1,1,1,0.0,0.0,0.0,0,0,21,32,65.6,1,19,1,1,1,Match Report
25,Mon,Africa Cup of Nations,Group stage,Neutral,W 1–0,ma Morocco,gh Ghana,Y,LB,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,Match Report
26,Fri,Africa Cup of Nations,Group stage,Neutral,W 2–0,ma Morocco,km Comoros,Y,LB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
27,Tue,Africa Cup of Nations,Group stage,Neutral,D 2–2,ma Morocco,ga Gabon,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28,Tue,Africa Cup of Nations,Round of 16,Neutral,W 2–1,ma Morocco,mw Malawi,Y,LB,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
29,Sun,Africa Cup of Nations,Quarter-finals,Neutral,L 1–2,ma Morocco,eg Egypt,Y,LB,120,0,0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,,,Match Report
30,Sat,Premier League,Matchweek 17,Away,D 0–0,Watford,Burnley,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Tue,Premier League,Matchweek 24,Away,L 0–1,Watford,West Ham,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Sat,Premier League,Matchweek 25,Home,L 0–2,Watford,Brighton,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sat,Premier League,Matchweek 26,Away,W 1–0,Watford,Aston Villa,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Wed,Premier League,Matchweek 18,Home,L 1–4,Watford,Crystal Palace,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Sat,Premier League,Matchweek 27,Away,D 0–0,Watford,Manchester Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sun,Premier League,Matchweek 28,Home,L 2–3,Watford,Arsenal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Thu,Premier League,Matchweek 19,Away,L 0–4,Watford,Wolves,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
