,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-10-05,Sat,Premier League,Matchweek 8,Home,W 2–1,Liverpool,Leicester City,Y,RM,77,0,0,0,0,1,1,0,0,40.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,28.0,85.7,1.0,24.0,4.0,3.0,1.0,/en/matches/aaed1c4e/Liverpool-Leicester-City-October-5-2019-Premier-League,1.0,1.0,0.8333333333333333
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-10-10,Thu,UEFA Euro Qualifying,Group stage,Home,W 3–1,nl Netherlands,nir Northern Ireland,Y,CM,90,0,0,0,0,5,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/cc63f2ca/Netherlands-Northern-Ireland-October-10-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-10-13,Sun,UEFA Euro Qualifying,Group stage,Away,W 2–1,nl Netherlands,by Belarus,Y,CM,90,2,0,0,0,5,3,0,0,,,2,,,,,,,,,,,,,,,/en/matches/63511700/Belarus-Netherlands-October-13-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-10-20,Sun,Premier League,Matchweek 9,Away,D 1–1,Liverpool,Manchester Utd,Y,"LM,CM,DM",81,0,0,0,0,1,1,0,0,51.0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,35.0,41.0,85.4,3.0,35.0,3.0,3.0,2.0,/en/matches/95c3f0c8/North-West-Derby-Manchester-United-Liverpool-October-20-2019-Premier-League,0.5,1.0,0.3974358974358974
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-10-23,Wed,Champions Lg,Group stage,Away,W 4–1,eng Liverpool,be Genk,N,RM,17,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,8.0,0.0,1.0,1.0,/en/matches/aab4f0b8/Genk-Liverpool-October-23-2019-Champions-League,1.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-10-27,Sun,Premier League,Matchweek 10,Home,W 2–1,Liverpool,Tottenham,Y,LM,76,0,0,0,0,1,1,0,0,43.0,1.0,1,1.0,0.1,0.1,0.0,0.0,0.0,36.0,38.0,94.7,1.0,34.0,0.0,0.0,0.0,/en/matches/16f28685/Liverpool-Tottenham-Hotspur-October-27-2019-Premier-League,1.0,0.8333333333333334,0.5833333333333333
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 2–1,Liverpool,Aston Villa,Y,LM,64,0,0,0,0,1,1,0,0,55.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,41.0,45.0,91.1,4.0,40.0,1.0,3.0,1.0,/en/matches/2206646c/Aston-Villa-Liverpool-November-2-2019-Premier-League,1.0,0.8333333333333334,0.6785714285714286
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-11-05,Tue,Champions Lg,Group stage,Home,W 2–1,eng Liverpool,be Genk,Y,RM,90,1,0,0,0,2,1,0,0,66.0,0.0,0,2.0,0.7,0.7,0.0,2.0,0.0,45.0,53.0,84.9,5.0,49.0,7.0,4.0,3.0,/en/matches/1deef029/Liverpool-Genk-November-5-2019-Champions-League,1.0,1.0,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-11-10,Sun,Premier League,Matchweek 12,Home,W 3–1,Liverpool,Manchester City,Y,"LM,CM",90,0,0,0,0,2,0,0,0,47.0,1.0,1,0.0,0.1,0.1,0.0,4.0,0.0,35.0,36.0,97.2,8.0,37.0,1.0,4.0,2.0,/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League,1.0,1.0,0.8611111111111112
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-11-19,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–0,nl Netherlands,ee Estonia,Y*,AM,90,3,0,0,0,5,4,0,0,,,1,,,,,,,,,,,,,,,/en/matches/70588dd3/Netherlands-Estonia-November-19-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 2–1,Liverpool,Crystal Palace,Y,"LM,RM",90,0,0,0,0,1,1,0,0,36.0,2.0,0,0.0,0.1,0.1,0.0,2.0,0.0,21.0,26.0,80.8,4.0,26.0,1.0,3.0,1.0,/en/matches/0b1da656/Crystal-Palace-Liverpool-November-23-2019-Premier-League,1.0,1.0,0.3333333333333333
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2019-11-27,Wed,Champions Lg,Group stage,Home,D 1–1,eng Liverpool,it Napoli,N,"CM,DM",72,0,0,0,0,2,0,0,0,66.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,52.0,55.0,94.5,6.0,54.0,5.0,2.0,1.0,/en/matches/9e30ef9d/Liverpool-Napoli-November-27-2019-Champions-League,0.5,1.0,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Liverpool,Brighton,Y,"LM,CM",90,0,0,0,0,1,0,0,0,48.0,0.0,1,2.0,0.0,0.0,0.1,1.0,0.0,32.0,38.0,84.2,4.0,31.0,2.0,1.0,0.0,/en/matches/2c240ae6/Liverpool-Brighton-and-Hove-Albion-November-30-2019-Premier-League,1.0,0.8333333333333334,0.4642857142857142
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 5–2,Liverpool,Everton,Y,"DM,CM,RM",90,1,0,0,0,2,1,0,0,66.0,0.0,2,1.0,0.1,0.1,0.0,1.0,0.0,47.0,52.0,90.4,5.0,42.0,3.0,3.0,2.0,/en/matches/de0ec650/Merseyside-Derby-Liverpool-Everton-December-4-2019-Premier-League,1.0,0.8333333333333334,0.4047619047619046
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2019-12-10,Tue,Champions Lg,Group stage,Away,W 2–0,eng Liverpool,at RB Salzburg,Y,"LM,DM,CM",90,0,0,0,0,0,0,0,0,62.0,1.0,2,1.0,0.0,0.0,0.2,2.0,0.0,43.0,48.0,89.6,4.0,42.0,5.0,5.0,3.0,/en/matches/714da51b/Red-Bull-Salzburg-Liverpool-December-10-2019-Champions-League,1.0,0.8333333333333334,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2019-12-14,Sat,Premier League,Matchweek 17,Home,W 2–0,Liverpool,Watford,Y,DM,58,0,0,0,0,0,0,0,0,52.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,34.0,40.0,85.0,2.0,37.0,4.0,3.0,1.0,/en/matches/f33bb4b3/Liverpool-Watford-December-14-2019-Premier-League,1.0,1.0,0.1794871794871794
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2019-12-26,Thu,Premier League,Matchweek 19,Away,W 4–0,Liverpool,Leicester City,Y,"LM,CM",90,0,0,0,0,1,0,0,0,71.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,64.0,92.2,1.0,45.0,3.0,4.0,4.0,/en/matches/4b8063da/Leicester-City-Liverpool-December-26-2019-Premier-League,1.0,1.0,0.4166666666666666
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2019-12-29,Sun,Premier League,Matchweek 20,Home,W 1–0,Liverpool,Wolves,Y,DM,85,0,0,0,0,2,0,0,0,58.0,1.0,2,0.0,0.1,0.1,0.0,0.0,0.0,39.0,46.0,84.8,1.0,42.0,2.0,3.0,1.0,/en/matches/9892a4f1/Liverpool-Wolverhampton-Wanderers-December-29-2019-Premier-League,1.0,1.0,0.7380952380952381
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-01-02,Thu,Premier League,Matchweek 21,Home,W 2–0,Liverpool,Sheffield Utd,Y,LM,90,0,0,0,0,1,0,0,0,71.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,63.0,68.0,92.6,7.0,65.0,2.0,1.0,1.0,/en/matches/7fe3382b/Liverpool-Sheffield-United-January-2-2020-Premier-League,1.0,1.0,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-01-11,Sat,Premier League,Matchweek 22,Away,W 1–0,Liverpool,Tottenham,Y,LM,90,0,0,0,0,1,1,0,0,93.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,79.0,85.0,92.9,6.0,78.0,5.0,5.0,5.0,/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League,1.0,1.0,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2020-01-19,Sun,Premier League,Matchweek 23,Home,W 2–0,Liverpool,Manchester Utd,Y,LM,90,0,0,0,0,0,0,0,0,48.0,2.0,0,1.0,0.0,0.0,0.1,3.0,0.0,31.0,36.0,86.1,4.0,32.0,4.0,5.0,3.0,/en/matches/d2a888b6/North-West-Derby-Liverpool-Manchester-United-January-19-2020-Premier-League,1.0,1.0,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-01-23,Thu,Premier League,Matchweek 24,Away,W 2–1,Liverpool,Wolves,Y,"LM,CM",90,0,0,0,0,0,0,0,0,41.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,36.0,86.1,1.0,25.0,2.0,2.0,1.0,/en/matches/efd768f0/Wolverhampton-Wanderers-Liverpool-January-23-2020-Premier-League,1.0,1.0,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2020-01-29,Wed,Premier League,Matchweek 18,Away,W 2–0,Liverpool,West Ham,Y,LM,90,0,0,0,0,0,0,0,0,75.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,64.0,67.0,95.5,4.0,62.0,1.0,3.0,2.0,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League,1.0,1.0,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-02-01,Sat,Premier League,Matchweek 25,Home,W 4–0,Liverpool,Southampton,Y,LM,80,0,0,0,0,1,1,0,0,33.0,1.0,0,4.0,0.1,0.1,0.0,1.0,0.0,17.0,23.0,73.9,0.0,16.0,0.0,1.0,1.0,/en/matches/ab9e9e23/Liverpool-Southampton-February-1-2020-Premier-League,1.0,1.0,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2020-02-15,Sat,Premier League,Matchweek 26,Away,W 1–0,Liverpool,Norwich City,Y,LM,59,0,0,0,0,0,0,0,0,35.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,30.0,96.7,0.0,21.0,0.0,1.0,0.0,/en/matches/9c238122/Norwich-City-Liverpool-February-15-2020-Premier-League,1.0,1.0,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2020-02-18,Tue,Champions Lg,Round of 16,Away,L 0–1,eng Liverpool,es Atlético Madrid,Y,"LM,CM",90,0,0,0,0,0,0,0,0,79.0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,63.0,68.0,92.6,8.0,53.0,3.0,1.0,0.0,/en/matches/f9a22073/Atletico-Madrid-Liverpool-February-18-2020-Champions-League,0.0,1.0,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2020-02-24,Mon,Premier League,Matchweek 27,Home,W 3–2,Liverpool,West Ham,Y,"LM,CM",90,1,0,0,0,1,1,0,0,63.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,48.0,51.0,94.1,3.0,47.0,4.0,3.0,2.0,/en/matches/3aee1ba7/Liverpool-West-Ham-United-February-24-2020-Premier-League,1.0,0.6666666666666666,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-02-29,Sat,Premier League,Matchweek 28,Away,L 0–3,Liverpool,Watford,Y,LM,60,0,0,0,0,0,0,0,0,39.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,91.2,4.0,30.0,2.0,0.0,0.0,/en/matches/4df69c15/Watford-Liverpool-February-29-2020-Premier-League,0.0,0.6666666666666666,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2020-03-07,Sat,Premier League,Matchweek 29,Home,W 2–1,Liverpool,Bournemouth,Y,LM,90,0,0,0,0,0,0,0,0,45.0,1.0,0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,43.0,93.0,5.0,38.0,3.0,0.0,0.0,/en/matches/a24ed8fc/Liverpool-Bournemouth-March-7-2020-Premier-League,1.0,0.3333333333333333,0.5
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2020-03-11,Wed,Champions Lg,Round of 16,Home,L 2–3,eng Liverpool,es Atlético Madrid,Y,"LM,RM",105,1,0,0,0,3,3,0,0,62.0,3.0,0,0.0,0.2,0.2,0.4,7.0,0.0,33.0,42.0,78.6,4.0,34.0,2.0,5.0,4.0,/en/matches/d23fe9df/Liverpool-Atletico-Madrid-March-11-2020-Champions-League,0.0,0.6666666666666666,0.5
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2020-06-21,Sun,Premier League,Matchweek 30,Away,D 0–0,Liverpool,Everton,N,LM,26,0,0,0,0,0,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,7.0,0.0,0.0,0.0,/en/matches/603174fb/Merseyside-Derby-Everton-Liverpool-June-21-2020-Premier-League,0.5,0.3333333333333333,0.5
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2020-06-24,Wed,Premier League,Matchweek 31,Home,W 4–0,Liverpool,Crystal Palace,Y,LM,90,0,0,0,0,3,1,0,0,86.0,2.0,0,3.0,0.6,0.6,0.0,2.0,1.0,67.0,75.0,89.3,3.0,57.0,3.0,1.0,0.0,/en/matches/c486cf76/Liverpool-Crystal-Palace-June-24-2020-Premier-League,1.0,0.5,0.5
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2020-07-02,Thu,Premier League,Matchweek 32,Away,L 0–4,Liverpool,Manchester City,Y,LM,61,0,0,0,0,0,0,0,0,28.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,80.0,1.0,17.0,0.0,0.0,0.0,/en/matches/5dffd237/Manchester-City-Liverpool-July-2-2020-Premier-League,0.0,0.5,0.5
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2020-07-05,Sun,Premier League,Matchweek 33,Home,W 2–0,Liverpool,Aston Villa,N,RM,30,0,0,0,0,0,0,0,0,28.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,81.0,5.0,20.0,3.0,2.0,2.0,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League,1.0,0.5,0.5
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2020-07-08,Wed,Premier League,Matchweek 34,Away,W 3–1,Liverpool,Brighton,Y,"LM,RM",90,0,0,0,0,1,0,0,0,51.0,1.0,1,1.0,0.3,0.3,0.0,2.0,0.0,31.0,36.0,86.1,7.0,34.0,2.0,3.0,1.0,/en/matches/3296482a/Brighton-and-Hove-Albion-Liverpool-July-8-2020-Premier-League,1.0,0.6666666666666666,0.5
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2020-07-11,Sat,Premier League,Matchweek 35,Home,D 1–1,Liverpool,Burnley,Y,RM,80,0,0,0,0,1,0,0,0,49.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,43.0,88.4,6.0,37.0,6.0,1.0,1.0,/en/matches/267d7e78/Liverpool-Burnley-July-11-2020-Premier-League,0.5,0.6666666666666666,0.5
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2020-07-15,Wed,Premier League,Matchweek 36,Away,L 1–2,Liverpool,Arsenal,Y,LM,82,0,0,0,0,2,0,0,0,51.0,2.0,0,0.0,0.1,0.1,0.1,6.0,0.0,44.0,46.0,95.7,4.0,26.0,1.0,1.0,1.0,/en/matches/12f95828/Arsenal-Liverpool-July-15-2020-Premier-League,0.0,0.8333333333333334,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2020-07-22,Wed,Premier League,Matchweek 37,Home,W 5–3,Liverpool,Chelsea,Y,LM,65,1,0,0,0,2,2,0,0,41.0,2.0,0,0.0,0.1,0.1,0.0,0.0,0.0,31.0,33.0,93.9,3.0,30.0,1.0,0.0,0.0,/en/matches/a80ba6fe/Liverpool-Chelsea-July-22-2020-Premier-League,1.0,0.5,0.5
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2020-07-26,Sun,Premier League,Matchweek 38,Away,W 3–1,Liverpool,Newcastle Utd,Y,CM,90,0,0,0,0,0,0,0,0,93.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,77.0,83.0,92.8,3.0,77.0,1.0,6.0,3.0,/en/matches/b6b1209d/Newcastle-United-Liverpool-July-26-2020-Premier-League,1.0,0.5,0.5
