,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,N,FW,25,0,0,0,0,2,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,83.3,1.0,9.0,1.0,3.0,2.0,/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,N,FW,5,0,0,0,0,0,0,0,0,5.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,4.0,0.0,0.0,0.0,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Liverpool,Newcastle Utd,N,FW,14,2,0,0,0,2,2,1,0,8.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,4.0,6.0,66.7,1.0,4.0,0.0,0.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–0,Liverpool,Aston Villa,Y,FW,64,0,1,0,0,5,0,0,0,24.0,1.0,0,0.0,1.1,1.1,0.5,2.0,1.0,7.0,11.0,63.6,3.0,16.0,2.0,0.0,0.0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,1.0,0.8333333333333334,0.9444444444444444
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-08,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 3–1,uy Uruguay,cl Chile,Y,FW,72,0,1,0,0,6,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a3fac10c/Uruguay-Chile-September-8-2023-WCQ----CONMEBOL-M,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–2,uy Uruguay,ec Ecuador,Y,FW,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/37e01439/Ecuador-Uruguay-September-12-2023-WCQ----CONMEBOL-M,0.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Liverpool,Wolves,N,FW,35,0,0,0,0,2,1,0,0,19.0,1.0,0,0.0,0.2,0.2,0.0,3.0,0.0,10.0,16.0,62.5,2.0,14.0,3.0,1.0,0.0,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League,1.0,0.6666666666666666,0.5416666666666667
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-21,Thu,Europa Lg,Group stage,Away,W 3–1,eng Liverpool,at LASK,Y,FW,90,1,1,1,1,4,1,0,0,36.0,1.0,0,0.0,1.2,0.4,0.2,4.0,2.0,16.0,21.0,76.2,2.0,22.0,2.0,8.0,2.0,/en/matches/1b1f3de6/LASK-Liverpool-September-21-2023-Europa-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Liverpool,West Ham,Y,FW,80,1,0,0,0,3,2,0,0,28.0,0.0,0,3.0,0.9,0.9,0.0,0.0,0.0,14.0,19.0,73.7,1.0,16.0,1.0,2.0,1.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,1.0,0.6666666666666666,0.6428571428571429
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-27,Wed,EFL Cup,Third round,Home,W 3–1,Liverpool,Leicester City,N,,26,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/aa62bf21/Liverpool-Leicester-City-September-27-2023-EFL-Cup,1.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-05,Thu,Europa Lg,Group stage,Home,W 2–0,eng Liverpool,be Union SG,Y,FW,45,0,0,0,0,3,1,0,0,14.0,0.0,0,0.0,0.6,0.6,0.0,2.0,0.0,9.0,10.0,90.0,0.0,11.0,2.0,0.0,0.0,/en/matches/bcfbaac5/Liverpool-Union-SG-October-5-2023-Europa-League,1.0,1.0,0.5
