,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2022-10-23,Sun,Premier League,Matchweek 13,Home,D 1–1,Southampton,Arsenal,N,"AM,FW",18,0,0,0,0,0.0,0.0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,1.0,5.0,1.0,0.0,0.0,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League,0.5,0.5,1.0
1,1,1,1,1,1,1,1,1,2022-10-30,Sun,PL2 — Div. 2,Matchweek 10,Home,W 8–1,Southampton,Middlesbrough,Y*,FW,90,3,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2ee9b510/Southampton-U21-Middlesbrough-U21-October-30-2022-Premier-League-2----Division-2,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2022-11-06,Sun,Premier League,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,Y,FW,63,0,0,0,0,0.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,62.5,0.0,6.0,1.0,2.0,0.0,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League,0.0,0.5,0.9270833333333334
3,3,3,3,3,3,3,3,3,2022-11-09,Wed,EFL Cup,Third round,Home,D 1 (6)–1 (5),Southampton,Sheffield Weds,N,,61,0,0,0,0,5.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d97ac8fc/Southampton-Sheffield-Wednesday-November-9-2022-EFL-Cup,0.5,0.5,0.5
4,4,4,4,4,4,4,4,4,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 1–3,Southampton,Liverpool,N,RW,32,0,0,0,0,0.0,0.0,0,0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,11.0,72.7,0.0,10.0,1.0,0.0,0.0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League,0.0,0.5,0.7083333333333333
5,5,5,5,5,5,5,5,5,2022-12-20,Tue,EFL Cup,Fourth round,Home,W 2–1,Southampton,Lincoln City,N,,15,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c2a828bf/Southampton-Lincoln-City-December-20-2022-EFL-Cup,1.0,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,2023-01-28,Sat,FA Cup,Fourth round proper,Home,W 2–1,Southampton,Blackpool,N,,28,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/670a5eea/Southampton-Blackpool-January-28-2023-FA-Cup,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,2023-02-04,Sat,Premier League,Matchweek 22,Away,L 0–3,Southampton,Brentford,N,RM,26,0,0,0,0,3.0,1.0,0,0,14.0,1.0,0.0,0.0,0.2,0.2,0.0,3.0,0.0,6.0,7.0,85.7,1.0,4.0,0.0,0.0,0.0,/en/matches/ef31dad5/Brentford-Southampton-February-4-2023-Premier-League,0.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,2023-02-18,Sat,Premier League,Matchweek 24,Away,W 1–0,Southampton,Chelsea,N,RM,32,0,0,0,0,0.0,0.0,0,0,16.0,2.0,2.0,0.0,0.0,0.0,0.2,1.0,0.0,8.0,11.0,72.7,0.0,8.0,0.0,1.0,0.0,/en/matches/8d750d5d/Chelsea-Southampton-February-18-2023-Premier-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2023-02-25,Sat,Premier League,Matchweek 25,Away,L 0–1,Southampton,Leeds United,N,RW,28,0,0,0,0,1.0,0.0,0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,1.0,0.0,0.0,/en/matches/9edb32a3/Leeds-United-Southampton-February-25-2023-Premier-League,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,2023-03-01,Wed,FA Cup,Fifth round proper,Home,L 1–2,Southampton,Grimsby Town,N,,24,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/f513766b/Southampton-Grimsby-Town-March-1-2023-FA-Cup,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,2023-03-04,Sat,Premier League,Matchweek 26,Home,W 1–0,Southampton,Leicester City,Y,RW,62,0,0,0,0,1.0,0.0,0,0,27.0,2.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,9.0,20.0,45.0,0.0,17.0,0.0,1.0,1.0,/en/matches/4d14422c/Southampton-Leicester-City-March-4-2023-Premier-League,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,2023-03-12,Sun,Premier League,Matchweek 27,Away,D 0–0,Southampton,Manchester Utd,Y,RW,84,0,0,0,0,4.0,2.0,0,0,33.0,0.0,2.0,1.0,0.6,0.6,0.1,4.0,0.0,12.0,21.0,57.1,0.0,17.0,2.0,2.0,1.0,/en/matches/9cd3ca2c/Manchester-United-Southampton-March-12-2023-Premier-League,0.5,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,2023-03-15,Wed,Premier League,Matchweek 7,Home,L 0–2,Southampton,Brentford,N,RW,33,0,0,0,0,0.0,0.0,0,0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,0.0,13.0,0.0,3.0,1.0,/en/matches/a4202b5b/Southampton-Brentford-March-15-2023-Premier-League,0.0,0.5,0.5
14,14,14,14,14,14,14,14,14,2023-03-18,Sat,Premier League,Matchweek 28,Home,D 3–3,Southampton,Tottenham,Y,FW,90,1,1,0,0,1.0,1.0,0,0,27.0,0.0,0.0,0.0,0.2,0.2,0.5,4.0,1.0,13.0,20.0,65.0,0.0,15.0,3.0,2.0,1.0,/en/matches/bd9ec55d/Southampton-Tottenham-Hotspur-March-18-2023-Premier-League,0.5,0.5,0.5
15,15,15,15,15,15,15,15,15,2023-04-02,Sun,Premier League,Matchweek 29,Away,L 0–1,Southampton,West Ham,Y,FW,71,0,0,0,0,1.0,0.0,0,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,0.0,23.0,0.0,1.0,0.0,/en/matches/42e1f38d/West-Ham-United-Southampton-April-2-2023-Premier-League,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,2023-04-08,Sat,Premier League,Matchweek 30,Home,L 1–4,Southampton,Manchester City,Y,"RM,RW",79,0,0,0,0,0.0,0.0,0,0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,11.0,81.8,1.0,10.0,1.0,0.0,0.0,/en/matches/fb045117/Southampton-Manchester-City-April-8-2023-Premier-League,0.0,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,2023-04-15,Sat,Premier League,Matchweek 31,Home,L 0–2,Southampton,Crystal Palace,Y,RM,61,0,0,0,0,1.0,0.0,0,0,18.0,0.0,0.0,1.0,0.1,0.1,0.3,5.0,0.0,11.0,12.0,91.7,3.0,10.0,1.0,1.0,1.0,/en/matches/67f47a1b/Southampton-Crystal-Palace-April-15-2023-Premier-League,0.0,0.1666666666666666,0.5
18,18,18,18,18,18,18,18,18,2023-04-21,Fri,Premier League,Matchweek 32,Away,D 3–3,Southampton,Arsenal,Y,FW,76,1,0,0,0,2.0,2.0,0,0,21.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,9.0,12.0,75.0,0.0,13.0,1.0,3.0,2.0,/en/matches/12efc7dd/Arsenal-Southampton-April-21-2023-Premier-League,0.5,0.0,0.5
19,19,19,19,19,19,19,19,19,2023-04-27,Thu,Premier League,Matchweek 33,Home,L 0–1,Southampton,Bournemouth,Y,"FW,AM",60,0,0,0,0,3.0,1.0,0,0,21.0,0.0,1.0,1.0,0.2,0.2,0.0,0.0,0.0,7.0,10.0,70.0,1.0,12.0,1.0,3.0,1.0,/en/matches/ccabe10f/Southampton-Bournemouth-April-27-2023-Premier-League,0.0,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,20,2023-04-30,Sun,Premier League,Matchweek 34,Away,L 1–3,Southampton,Newcastle Utd,N,RM,27,0,0,0,0,0.0,0.0,0,0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,3.0,1.0,0.0,0.0,/en/matches/b16063b6/Newcastle-United-Southampton-April-30-2023-Premier-League,0.0,0.1666666666666666,0.5
21,21,21,21,21,21,21,21,21,2023-05-08,Mon,Premier League,Matchweek 35,Away,L 3–4,Southampton,Nott'ham Forest,Y,RW,60,0,0,0,0,1.0,0.0,0,0,25.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,15.0,20.0,75.0,3.0,17.0,1.0,2.0,2.0,/en/matches/23e7953f/Nottingham-Forest-Southampton-May-8-2023-Premier-League,0.0,0.1666666666666666,0.5
22,22,22,22,22,22,22,22,22,2023-05-13,Sat,Premier League,Matchweek 36,Home,L 0–2,Southampton,Fulham,Y,RW,61,0,0,0,0,0.0,0.0,0,0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,52.9,1.0,11.0,1.0,2.0,1.0,/en/matches/e05f67be/Southampton-Fulham-May-13-2023-Premier-League,0.0,0.0,0.5
23,23,23,23,23,23,23,23,23,2023-05-21,Sun,Premier League,Matchweek 37,Away,L 1–3,Southampton,Brighton,Y,RM,90,0,0,0,0,1.0,0.0,0,0,32.0,2.0,0.0,0.0,0.1,0.1,0.2,2.0,0.0,18.0,25.0,72.0,2.0,17.0,3.0,0.0,0.0,/en/matches/017addef/Brighton-and-Hove-Albion-Southampton-May-21-2023-Premier-League,0.0,0.0,0.5
24,24,24,24,24,24,24,24,24,2023-05-28,Sun,Premier League,Matchweek 38,Home,D 4–4,Southampton,Liverpool,Y,RW,76,0,1,0,0,1.0,0.0,0,0,21.0,1.0,0.0,0.0,0.1,0.1,0.5,4.0,1.0,10.0,14.0,71.4,1.0,9.0,2.0,1.0,1.0,/en/matches/8e5c6ea7/Southampton-Liverpool-May-28-2023-Premier-League,0.5,0.0,0.5
