,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,Sheffield Utd,Y,WB,90,0,0,0,0,0,0,1,0,70.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,64.0,87.5,7.0,47.0,3.0,2.0,2.0,/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Bournemouth,Aston Villa,Y,RB,90,0,0,0,0,0,0,0,0,42.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,34.0,55.9,2.0,18.0,1.0,0.0,0.0,/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 1–3,Bournemouth,Manchester City,Y,RB,67,0,0,0,0,1,1,0,0,22.0,0.0,0,2.0,0.6,0.6,0.0,1.0,0.0,10.0,15.0,66.7,1.0,13.0,0.0,1.0,0.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,0.0,0.5,0.6428571428571429
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 1–3,Bournemouth,Leicester City,Y,RB,63,0,0,0,0,1,0,0,0,50.0,2.0,1,1.0,0.1,0.1,0.0,0.0,0.0,31.0,42.0,73.8,5.0,29.0,4.0,4.0,3.0,/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,0.0,0.5,0.630952380952381
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 0–0,Bournemouth,Norwich City,Y,RB,90,0,0,0,0,0,0,1,0,80.0,2.0,1,3.0,0.0,0.0,0.0,3.0,0.0,51.0,62.0,82.3,5.0,47.0,6.0,3.0,2.0,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League,0.5,0.3333333333333333,0.1785714285714285
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-26,Sat,Premier League,Matchweek 10,Away,D 0–0,Bournemouth,Watford,Y,RB,90,0,0,0,0,0,0,0,0,79.0,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,86.2,7.0,63.0,4.0,1.0,0.0,/en/matches/1ef8e186/Watford-Bournemouth-October-26-2019-Premier-League,0.5,0.1666666666666666,0.4404761904761904
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 1–0,Bournemouth,Manchester Utd,Y,RB,90,0,1,0,0,0,0,0,0,55.0,1.0,1,0.0,0.0,0.0,0.7,6.0,1.0,38.0,46.0,82.6,6.0,25.0,3.0,0.0,0.0,/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League,1.0,0.3333333333333333,0.9047619047619048
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 1–2,Bournemouth,Newcastle Utd,Y,"RB,WB",77,0,0,0,0,0,0,0,0,72.0,1.0,0,2.0,0.0,0.0,0.0,3.0,0.0,46.0,60.0,76.7,3.0,37.0,3.0,5.0,2.0,/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League,0.0,0.6666666666666666,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 1–2,Bournemouth,Wolves,Y,"RB,RM",90,0,0,0,0,0,0,0,0,42.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,86.1,2.0,27.0,4.0,0.0,0.0,/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League,0.0,0.5,0.861111111111111
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-03,Tue,Premier League,Matchweek 15,Away,L 0–1,Bournemouth,Crystal Palace,Y,"RB,LB",90,0,0,0,0,0,0,0,0,68.0,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44.0,55.0,80.0,4.0,42.0,3.0,3.0,3.0,/en/matches/fd541a1f/Crystal-Palace-Bournemouth-December-3-2019-Premier-League,0.0,0.3333333333333333,0.423076923076923
