,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2019-10-06,Sat,Matchweek 10,Away,D 0–0,Bournemouth,Watford,N,"On matchday squad, but did not play",/en/matches/1ef8e186/Watford-Bournemouth-October-26-2019-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
1,2019-10-06,Sat,Matchweek 11,Home,W 1–0,Bournemouth,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
2,2019-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-10-06,Tue,Matchweek 24,Home,W 3–1,Bournemouth,Brighton,N,"On matchday squad, but did not play",/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
4,2019-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-10-06,Sat,Matchweek 30,Home,L 0–2,Bournemouth,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/c4d88352/Bournemouth-Crystal-Palace-June-20-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
6,2019-10-06,Wed,Matchweek 31,Away,L 0–1,Bournemouth,Wolves,N,LB,9,13,0,2,7,4,1,13,0,0,,0,,5,39,33,3,0,0,0,0,6,0,/en/matches/4f61e5af/Wolverhampton-Wanderers-Bournemouth-June-24-2020-Premier-League
7,2019-10-06,Wed,Matchweek 32,Home,L 1–4,Bournemouth,Newcastle Utd,Y,LB,90,62,1,21,34,8,0,62,0,0,,0,,36,128,55,1,2,0,0,1,36,7,/en/matches/92aaad57/Bournemouth-Newcastle-United-July-1-2020-Premier-League
8,2019-10-06,Sat,Matchweek 33,Away,L 2–5,Bournemouth,Manchester Utd,Y,CB,90,33,8,21,6,6,1,33,0,0,,0,,17,51,29,0,0,0,0,0,18,1,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League
9,2019-10-06,Thu,Matchweek 34,Home,D 0–0,Bournemouth,Tottenham,Y,CB,90,40,5,23,10,8,1,40,0,0,,0,,15,60,22,0,0,0,2,1,18,0,/en/matches/1d9de580/Bournemouth-Tottenham-Hotspur-July-9-2020-Premier-League
10,2019-10-06,Sun,Matchweek 35,Home,W 4–1,Bournemouth,Leicester City,Y,CB,90,43,8,31,10,2,1,43,0,0,,0,,22,103,61,0,0,0,0,0,25,0,/en/matches/d2adf574/Bournemouth-Leicester-City-July-12-2020-Premier-League
11,2019-10-06,Wed,Matchweek 36,Away,L 1–2,Bournemouth,Manchester City,Y,CB,90,27,2,14,7,7,0,27,2,2,100.0,0,0.0,15,91,33,1,0,0,1,1,11,0,/en/matches/eff6988f/Manchester-City-Bournemouth-July-15-2020-Premier-League
12,2019-10-06,Sun,Matchweek 37,Home,L 0–2,Bournemouth,Southampton,Y,CB,90,40,6,18,14,8,2,40,0,0,,0,,17,99,32,0,0,0,1,0,9,0,/en/matches/bbd4160f/Bournemouth-Southampton-July-19-2020-Premier-League
13,2019-10-06,Sun,Matchweek 38,Away,W 3–1,Bournemouth,Everton,Y,CB,90,36,10,19,8,9,0,36,0,0,,0,,12,92,63,1,0,0,1,0,10,1,/en/matches/2a3b8f05/Everton-Bournemouth-July-26-2020-Premier-League
